Symbol,0
O,negative spread: -0.05 points. This is a good time to sell.
SYY,positive spread: +0.01 points. This is a good time to buy.
TT,negative spread: -7.3 points. This is a good time to sell.
CTAS,negative spread: -9.39 points. This is a good time to sell.
XEL,negative spread: -2.88 points. This is a good time to sell.
MET,negative spread: -0.13 points. This is a good time to sell.
DOW,negative spread: -0.05 points. This is a good time to sell.
JCI,negative spread: -0.18 points. This is a good time to sell.
HSY,negative spread: -0.15 points. This is a good time to sell.
LHX,negative spread: -1.13 points. This is a good time to sell.
TDG,negative spread: -26.27 points. This is a good time to sell.
AIG,negative spread: -0.01 points. This is a good time to sell.
CHTR,negative spread: -13.59 points. This is a good time to sell.
HLT,positive spread: +0.05 points. This is a good time to buy.
YUM,negative spread: -0.52 points. This is a good time to sell.
ROST,negative spread: -0.01 points. This is a good time to sell.
IQV,negative spread: -9.31 points. This is a good time to sell.
AFL,negative spread: -0.01 points. This is a good time to sell.
NUE,negative spread: -1.67 points. This is a good time to sell.
WMB,negative spread: -0.64 points. This is a good time to sell.
ILMN,negative spread: -2.51 points. This is a good time to sell.
CNC,negative spread: -1.8 points. This is a good time to sell.
COF,negative spread: -3.65 points. This is a good time to sell.
SPG,negative spread: -0.98 points. This is a good time to sell.
STZ,positive spread: +1.04 points. This is a good time to buy.
PCAR,negative spread: -0.76 points. This is a good time to sell.
CARR,negative spread: -1.94 points. This is a good time to sell.
KMI,negative spread: -0.09 points. This is a good time to sell.
ED,negative spread: -0.83 points. This is a good time to sell.
DVN,neutral spread: 0.0 points.
PAYX,negative spread: -0.01 points. This is a good time to sell.
MTD,negative spread: -380.21 points. This is a good time to sell.
WELL,negative spread: -1.85 points. This is a good time to sell.
OTIS,negative spread: -3.23 points. This is a good time to sell.
EA,negative spread: -1.14 points. This is a good time to sell.
ON,negative spread: -0.22 points. This is a good time to sell.
BK,negative spread: -0.09 points. This is a good time to sell.
WBD,negative spread: -0.07 points. This is a good time to sell.
PPG,negative spread: -4.33 points. This is a good time to sell.
RMD,negative spread: -7.2 points. This is a good time to sell.
VICI,negative spread: -0.01 points. This is a good time to sell.
DD,negative spread: -0.75 points. This is a good time to sell.
CPRT,negative spread: -1.18 points. This is a good time to sell.
FIS,negative spread: -0.71 points. This is a good time to sell.
AMP,negative spread: -26.6 points. This is a good time to sell.
PEG,negative spread: -0.03 points. This is a good time to sell.
KR,positive spread: +0.01 points. This is a good time to buy.
DLTR,positive spread: +0.02 points. This is a good time to buy.
ROK,negative spread: -2.19 points. This is a good time to sell.
CTSH,negative spread: -0.01 points. This is a good time to sell.
AME,negative spread: -0.15 points. This is a good time to sell.
CMI,negative spread: -5.2 points. This is a good time to sell.
WEC,negative spread: -3.61 points. This is a good time to sell.
KHC,negative spread: -0.13 points. This is a good time to sell.
PRU,negative spread: -0.02 points. This is a good time to sell.
DHI,negative spread: -2.8 points. This is a good time to sell.
ALL,positive spread: +0.02 points. This is a good time to buy.
HAL,negative spread: -0.12 points. This is a good time to sell.
KDP,negative spread: -0.35 points. This is a good time to sell.
VRSK,negative spread: -0.84 points. This is a good time to sell.
OKE,negative spread: -0.11 points. This is a good time to sell.
FAST,negative spread: -0.01 points. This is a good time to sell.
GEHC,negative spread: -0.22 points. This is a good time to sell.
ODFL,negative spread: -1.86 points. This is a good time to sell.
GWW,negative spread: -217.56 points. This is a good time to sell.
BKR,negative spread: -0.9 points. This is a good time to sell.
AWK,negative spread: -5.23 points. This is a good time to sell.
APTV,negative spread: -2.36 points. This is a good time to sell.
ANSS,negative spread: -13.5 points. This is a good time to sell.
ES,negative spread: -3.89 points. This is a good time to sell.
KEYS,negative spread: -4.64 points. This is a good time to sell.
SBAC,negative spread: -6.34 points. This is a good time to sell.
RSG,negative spread: -0.78 points. This is a good time to sell.
EIX,negative spread: -0.44 points. This is a good time to sell.
CSGP,negative spread: -2.9 points. This is a good time to sell.
GPN,negative spread: -1.1 points. This is a good time to sell.
ULTA,negative spread: -2.0 points. This is a good time to sell.
ABC,negative spread: -0.06 points. This is a good time to sell.
ZBH,negative spread: -0.02 points. This is a good time to sell.
PCG,negative spread: -0.17 points. This is a good time to sell.
LEN,negative spread: -0.82 points. This is a good time to sell.
STT,negative spread: -0.3 points. This is a good time to sell.
ENPH,negative spread: -0.64 points. This is a good time to sell.
FANG,negative spread: -0.97 points. This is a good time to sell.
GLW,negative spread: -0.47 points. This is a good time to sell.
DFS,negative spread: -2.28 points. This is a good time to sell.
TSCO,negative spread: -5.07 points. This is a good time to sell.
WBA,negative spread: -0.26 points. This is a good time to sell.
DLR,negative spread: -0.24 points. This is a good time to sell.
WST,negative spread: -0.01 points. This is a good time to sell.
WTW,negative spread: -0.19 points. This is a good time to sell.
CDW,negative spread: -2.59 points. This is a good time to sell.
HPQ,negative spread: -0.25 points. This is a good time to sell.
ACGL,negative spread: -1.28 points. This is a good time to sell.
CEG,negative spread: -1.74 points. This is a good time to sell.
IT,negative spread: -0.16 points. This is a good time to sell.
TROW,negative spread: -4.09 points. This is a good time to sell.
EFX,negative spread: -100.23 points. This is a good time to sell.
URI,negative spread: -11.49 points. This is a good time to sell.
LYB,negative spread: -1.01 points. This is a good time to sell.
EBAY,negative spread: -0.65 points. This is a good time to sell.
AVB,negative spread: -2.48 points. This is a good time to sell.
AEE,negative spread: -0.11 points. This is a good time to sell.
ALB,negative spread: -1.3 points. This is a good time to sell.
IFF,positive spread: +0.03 points. This is a good time to buy.
ALGN,negative spread: -6.25 points. This is a good time to sell.
GPC,negative spread: -3.23 points. This is a good time to sell.
PWR,negative spread: -7.05 points. This is a good time to sell.
FTV,negative spread: -0.05 points. This is a good time to sell.
ETR,negative spread: -1.07 points. This is a good time to sell.
FE,negative spread: -0.48 points. This is a good time to sell.
IR,negative spread: -0.01 points. This is a good time to sell.
CBRE,negative spread: -2.08 points. This is a good time to sell.
HIG,negative spread: -0.01 points. This is a good time to sell.
PODD,negative spread: -14.34 points. This is a good time to sell.
CHD,negative spread: -3.92 points. This is a good time to sell.
WY,negative spread: -1.22 points. This is a good time to sell.
VMC,negative spread: -8.62 points. This is a good time to sell.
DTE,negative spread: -1.47 points. This is a good time to sell.
DAL,negative spread: -0.13 points. This is a good time to sell.
EXR,negative spread: -0.9 points. This is a good time to sell.
MKC,positive spread: +0.02 points. This is a good time to buy.
BAX,negative spread: -0.01 points. This is a good time to sell.
MPWR,negative spread: -38.57 points. This is a good time to sell.
MLM,negative spread: -0.92 points. This is a good time to sell.
CAH,negative spread: -2.58 points. This is a good time to sell.
PPL,negative spread: -0.24 points. This is a good time to sell.
LH,negative spread: -65.38 points. This is a good time to sell.
HPE,negative spread: -0.53 points. This is a good time to sell.
HOLX,negative spread: -0.12 points. This is a good time to sell.
TDY,negative spread: -260.39 points. This is a good time to sell.
EQR,negative spread: -0.91 points. This is a good time to sell.
CTRA,negative spread: -0.4 points. This is a good time to sell.
DOV,negative spread: -4.27 points. This is a good time to sell.
FSLR,negative spread: -0.9 points. This is a good time to sell.
MTB,positive spread: +0.01 points. This is a good time to buy.
VRSN,negative spread: -2.79 points. This is a good time to sell.
ARE,negative spread: -5.02 points. This is a good time to sell.
CLX,negative spread: -4.14 points. This is a good time to sell.
TTWO,negative spread: -1.0 points. This is a good time to sell.
CNP,negative spread: -0.92 points. This is a good time to sell.
OMC,negative spread: -0.12 points. This is a good time to sell.
STE,negative spread: -7.04 points. This is a good time to sell.
LUV,negative spread: -0.04 points. This is a good time to sell.
DRI,negative spread: -2.4 points. This is a good time to sell.
LVS,negative spread: -0.24 points. This is a good time to sell.
COO,negative spread: -0.6 points. This is a good time to sell.
NDAQ,negative spread: -0.38 points. This is a good time to sell.
NTRS,negative spread: -0.01 points. This is a good time to sell.
CAG,negative spread: -0.5 points. This is a good time to sell.
CMS,negative spread: -2.41 points. This is a good time to sell.
XYL,neutral spread: 0.0 points.
WAT,negative spread: -0.34 points. This is a good time to sell.
INVH,negative spread: -1.07 points. This is a good time to sell.
SWKS,negative spread: -0.74 points. This is a good time to sell.
FITB,negative spread: -0.17 points. This is a good time to sell.
CINF,negative spread: -0.05 points. This is a good time to sell.
WAB,negative spread: -2.7 points. This is a good time to sell.
TSN,negative spread: -0.57 points. This is a good time to sell.
K,negative spread: -0.87 points. This is a good time to sell.
RJF,positive spread: +0.05 points. This is a good time to buy.
MAA,negative spread: -6.15 points. This is a good time to sell.
RF,negative spread: -0.2 points. This is a good time to sell.
STLD,negative spread: -4.29 points. This is a good time to sell.
FICO,negative spread: -35.4 points. This is a good time to sell.
AMCR,negative spread: -0.15 points. This is a good time to sell.
TRGP,negative spread: -0.68 points. This is a good time to sell.
PKI,negative spread: -0.11 points. This is a good time to sell.
SJM,negative spread: -2.35 points. This is a good time to sell.
VTR,negative spread: -0.01 points. This is a good time to sell.
EXPD,negative spread: -31.92 points. This is a good time to sell.
NVR,negative spread: -198.16 points. This is a good time to sell.
BALL,negative spread: -0.01 points. This is a good time to sell.
PFG,negative spread: -5.35 points. This is a good time to sell.
BR,negative spread: -0.06 points. This is a good time to sell.
ATO,negative spread: -3.34 points. This is a good time to sell.
MOH,negative spread: -6.51 points. This is a good time to sell.
IEX,positive spread: +0.16 points. This is a good time to buy.
DGX,negative spread: -4.64 points. This is a good time to sell.
MRO,negative spread: -0.16 points. This is a good time to sell.
EPAM,negative spread: -3.91 points. This is a good time to sell.
AES,negative spread: -0.58 points. This is a good time to sell.
TER,negative spread: -0.5 points. This is a good time to sell.
HBAN,negative spread: -0.01 points. This is a good time to sell.
MOS,negative spread: -0.01 points. This is a good time to sell.
SEDG,negative spread: -0.32 points. This is a good time to sell.
HWM,negative spread: -3.02 points. This is a good time to sell.
ZBRA,negative spread: -12.4 points. This is a good time to sell.
FDS,negative spread: -13.2 points. This is a good time to sell.
BBY,negative spread: -0.01 points. This is a good time to sell.
FLT,negative spread: -124.8 points. This is a good time to sell.
FMC,negative spread: -2.64 points. This is a good time to sell.
GRMN,negative spread: -0.04 points. This is a good time to sell.
IRM,negative spread: -0.7 points. This is a good time to sell.
LW,positive spread: +0.08 points. This is a good time to buy.
EVRG,negative spread: -1.43 points. This is a good time to sell.
TYL,negative spread: -13.08 points. This is a good time to sell.
AVY,negative spread: -0.19 points. This is a good time to sell.
J,negative spread: -2.64 points. This is a good time to sell.
IPG,negative spread: -1.6 points. This is a good time to sell.
CF,negative spread: -1.19 points. This is a good time to sell.
TXT,negative spread: -0.2 points. This is a good time to sell.
RE,negative spread: -15.65 points. This is a good time to sell.
CBOE,negative spread: -1.31 points. This is a good time to sell.
JBHT,negative spread: -4.36 points. This is a good time to sell.
CFG,negative spread: -0.26 points. This is a good time to sell.
PAYC,negative spread: -4.62 points. This is a good time to sell.
BG,negative spread: -0.48 points. This is a good time to sell.
BRO,positive spread: +0.05 points. This is a good time to buy.
LNT,negative spread: -1.16 points. This is a good time to sell.
LKQ,negative spread: -1.31 points. This is a good time to sell.
MGM,negative spread: -0.01 points. This is a good time to sell.
UAL,negative spread: -0.07 points. This is a good time to sell.
INCY,negative spread: -0.87 points. This is a good time to sell.
NTAP,negative spread: -0.4 points. This is a good time to sell.
EXPE,negative spread: -0.06 points. This is a good time to sell.
RCL,negative spread: -0.04 points. This is a good time to sell.
PHM,negative spread: -0.01 points. This is a good time to sell.
PTC,positive spread: +0.13 points. This is a good time to buy.
ESS,negative spread: -3.93 points. This is a good time to sell.
ETSY,negative spread: -1.9 points. This is a good time to sell.
PKG,negative spread: -5.1 points. This is a good time to sell.
IP,negative spread: -0.01 points. This is a good time to sell.
WRB,negative spread: -0.01 points. This is a good time to sell.
MKTX,negative spread: -13.56 points. This is a good time to sell.
STX,negative spread: -3.03 points. This is a good time to sell.
POOL,negative spread: -182.19 points. This is a good time to sell.
SYF,negative spread: -0.71 points. This is a good time to sell.
LDOS,negative spread: -5.29 points. This is a good time to sell.
UDR,negative spread: -1.37 points. This is a good time to sell.
APA,negative spread: -0.43 points. This is a good time to sell.
TFX,negative spread: -0.25 points. This is a good time to sell.
AKAM,negative spread: -1.27 points. This is a good time to sell.
SNA,negative spread: -123.0 points. This is a good time to sell.
TRMB,negative spread: -1.87 points. This is a good time to sell.
VTRS,negative spread: -0.05 points. This is a good time to sell.
EQT,negative spread: -0.08 points. This is a good time to sell.
PEAK,negative spread: -1.18 points. This is a good time to sell.
DPZ,negative spread: -6.58 points. This is a good time to sell.
KIM,negative spread: -0.46 points. This is a good time to sell.
HRL,negative spread: -0.15 points. This is a good time to sell.
TECH,negative spread: -7.62 points. This is a good time to sell.
NI,negative spread: -0.01 points. This is a good time to sell.
HST,negative spread: -0.55 points. This is a good time to sell.
CPT,negative spread: -3.4 points. This is a good time to sell.
HSIC,negative spread: -12.22 points. This is a good time to sell.
NDSN,negative spread: -7.17 points. This is a good time to sell.
WYNN,negative spread: -0.5 points. This is a good time to sell.
WDC,negative spread: -0.05 points. This is a good time to sell.
CPB,negative spread: -0.03 points. This is a good time to sell.
CTLT,negative spread: -0.01 points. This is a good time to sell.
BWA,negative spread: -0.01 points. This is a good time to sell.
JNPR,negative spread: -1.4 points. This is a good time to sell.
CHRW,negative spread: -1.49 points. This is a good time to sell.
SWK,negative spread: -2.1 points. This is a good time to sell.
L,neutral spread: 0.0 points.
KEY,positive spread: +0.03 points. This is a good time to buy.
JKHY,positive spread: +0.19 points. This is a good time to buy.
MAS,negative spread: -1.7 points. This is a good time to sell.
CE,negative spread: -11.03 points. This is a good time to sell.
CDAY,negative spread: -4.41 points. This is a good time to sell.
PARA,negative spread: -0.06 points. This is a good time to sell.
FOXA,negative spread: -0.01 points. This is a good time to sell.
MTCH,negative spread: -0.64 points. This is a good time to sell.
KMX,negative spread: -0.83 points. This is a good time to sell.
CRL,negative spread: -4.59 points. This is a good time to sell.
GEN,positive spread: +0.02 points. This is a good time to buy.
BIO,negative spread: -14.07 points. This is a good time to sell.
EMN,negative spread: -1.89 points. This is a good time to sell.
TAP,negative spread: -0.26 points. This is a good time to sell.
QRVO,negative spread: -4.57 points. This is a good time to sell.
GL,negative spread: -2.15 points. This is a good time to sell.
TPR,negative spread: -2.17 points. This is a good time to sell.
LYV,negative spread: -1.01 points. This is a good time to sell.
CZR,negative spread: -0.19 points. This is a good time to sell.
CCL,negative spread: -0.03 points. This is a good time to sell.
REG,negative spread: -47.97 points. This is a good time to sell.
AAL,negative spread: -0.01 points. This is a good time to sell.
PNW,negative spread: -0.47 points. This is a good time to sell.
ROL,negative spread: -2.22 points. This is a good time to sell.
ALLE,negative spread: -1.96 points. This is a good time to sell.
FFIV,negative spread: -2.77 points. This is a good time to sell.
PNR,neutral spread: 0.0 points.
XRAY,negative spread: -10.49 points. This is a good time to sell.
AOS,negative spread: -4.24 points. This is a good time to sell.
UHS,negative spread: -16.46 points. This is a good time to sell.
RHI,negative spread: -0.14 points. This is a good time to sell.
HII,negative spread: -0.2 points. This is a good time to sell.
BBWI,negative spread: -0.01 points. This is a good time to sell.
NRG,negative spread: -1.0 points. This is a good time to sell.
WRK,negative spread: -0.99 points. This is a good time to sell.
BEN,negative spread: -0.65 points. This is a good time to sell.
BXP,negative spread: -0.53 points. This is a good time to sell.
AAP,negative spread: -2.73 points. This is a good time to sell.
VFC,positive spread: +0.01 points. This is a good time to buy.
FRT,negative spread: -2.11 points. This is a good time to sell.
IVZ,negative spread: -0.15 points. This is a good time to sell.
WHR,negative spread: -3.8 points. This is a good time to sell.
SEE,negative spread: -0.74 points. This is a good time to sell.
NWSA,negative spread: -0.07 points. This is a good time to sell.
HAS,negative spread: -1.37 points. This is a good time to sell.
AIZ,negative spread: -9.15 points. This is a good time to sell.
GNRC,negative spread: -0.29 points. This is a good time to sell.
OGN,negative spread: -0.29 points. This is a good time to sell.
DXC,negative spread: -0.64 points. This is a good time to sell.
NCLH,neutral spread: 0.0 points.
CMA,negative spread: -0.96 points. This is a good time to sell.
ALK,negative spread: -0.35 points. This is a good time to sell.
MHK,negative spread: -4.8 points. This is a good time to sell.
RL,negative spread: -1.92 points. This is a good time to sell.
DVA,negative spread: -0.78 points. This is a good time to sell.
NWL,negative spread: -0.3 points. This is a good time to sell.
FOX,negative spread: -0.5 points. This is a good time to sell.
ZION,negative spread: -0.3 points. This is a good time to sell.
LNC,negative spread: -0.01 points. This is a good time to sell.
FRC,negative spread: -0.03 points. This is a good time to sell.
NWS,negative spread: -0.1 points. This is a good time to sell.
DISH,positive spread: +0.02 points. This is a good time to buy.
