#,Company,Symbol,Weight,Price,Chg,% Chg,date,Volume,EPS (Trailing),EPS (Forward),P/E (Trailing),P/E (Forward),Dividend Yield,Market Cap
181,Monster Beverage Corporation,MNST,0.118168,53.23,-0.36,(-0.66%),2023-04-04,"4,088,891",1.40,1.76,38.19,30.41,-,54.41B
182,IDEXX Laboratories Inc.,IDXX,0.117587,486.68,-2.59,(-0.53%),2023-04-04,"482,704",8.03,10.93,60.95,44.77,-,40.03B
183,Biogen Inc.,BIIB,0.115991,274.63,-2.71,(-0.98%),2023-04-04,"579,240",20.92,16.50,13.26,16.80,-,39.65B
184,Hess Corporation,HES,0.115497,142.01,-1.5,(-1.05%),2023-04-04,"1,697,725",6.77,10.03,21.20,14.31,1.22%,43.98B
185,Travelers Companies Inc.,TRV,0.115485,170.45,-1.84,(-1.07%),2023-04-04,"1,369,878",11.76,16.82,14.65,10.24,2.16%,39.85B
186,Cintas Corporation,CTAS,0.11546,455.23,-5.63,(-1.22%),2023-04-04,"317,505",12.31,14.22,37.44,32.40,1.00%,47.33B
187,Sysco Corporation,SYY,0.114906,78.89,0.73,(0.93%),2023-04-04,"1,688,201",2.77,4.61,28.18,16.94,2.51%,39.53B
188,Realty Income Corporation,O,0.11418,62.92,0.05,(0.08%),2023-04-04,"2,832,393",1.42,1.50,44.27,41.97,4.87%,41.06B
189,Newmont Corporation,NEM,0.113887,51.62,2.15,(4.35%),2023-04-04,"14,720,980",-0.57,2.50,-,19.79,3.23%,39.16B
190,Nucor Corporation,NUE,0.113337,144.19,-10.3,(-6.64%),2023-04-04,"2,938,021",29.05,11.78,5.32,13.11,1.32%,38.13B
191,Dow Inc.,DOW,0.112742,55.38,0.05,(0.09%),2023-04-04,"5,014,688",6.25,4.86,8.86,11.39,5.06%,38.59B
192,TransDigm Group Incorporated,TDG,0.112183,736.16,-9.6,(-1.29%),2023-04-04,"156,428",14.69,26.71,50.76,27.92,-,40.60B
193,Carrier Global Corp.,CARR,0.110979,43.96,-1.73,(-3.79%),2023-04-04,"7,067,612",4.09,2.84,11.17,16.09,1.62%,37.60B
194,MetLife Inc.,MET,0.110626,56.37,-1.6,(-2.77%),2023-04-04,"5,373,914",2.54,9.15,22.80,6.33,3.45%,44.20B
195,PACCAR Inc,PCAR,0.110334,71.4,-1.64,(-2.25%),2023-04-04,"2,356,015",5.17,5.62,14.12,12.99,1.37%,37.65B
196,L3Harris Technologies Inc,LHX,0.109765,202.35,3.4,(1.71%),2023-04-04,"984,118",5.46,13.23,36.43,15.03,2.29%,37.50B
197,Hershey Company,HSY,0.109619,243.51,-13.6,(-5.31%),2023-04-04,"1,001,201",7.96,10.07,32.31,25.54,1.61%,52.24B
198,Ross Stores Inc.,ROST,0.109568,108.62,-0.01,(-0.01%),2023-04-04,"2,280,104",4.38,5.49,24.78,19.78,1.23%,36.11B
199,Charter Communications Inc. Class A,CHTR,0.108822,348.37,-7.84,(-2.20%),2023-04-04,"1,325,445",30.76,40.19,11.58,8.86,-,58.80B
200,Yum! Brands Inc.,YUM,0.10864,131.69,-1.52,(-1.14%),2023-04-04,"1,493,334",4.57,5.93,29.16,22.48,1.82%,36.54B
201,American International Group Inc.,AIG,0.108479,50.56,0.14,(0.29%),2023-04-04,"3,905,357",12.79,7.36,3.90,6.78,2.57%,36.37B
202,Hilton Worldwide Holdings Inc,HLT,0.107863,139.1,-0.47,(-0.34%),2023-04-04,"1,169,332",4.54,6.62,30.76,21.10,0.43%,36.29B
203,IQVIA Holdings Inc,IQV,0.107546,239.5,39.57,(19.79%),2023-04-04,"669,074",5.72,12.04,34.96,16.60,-,36.48B
204,Xcel Energy Inc.,XEL,0.106986,68.96,1.44,(2.13%),2023-04-04,"3,180,408",3.17,3.61,21.29,18.72,3.08%,36.83B
205,Capital One Financial Corp,COF,0.106698,94.47,-1.85,(-1.92%),2023-04-04,"2,927,152",17.82,15.22,5.41,6.33,2.49%,36.08B
206,Simon Property Group Inc.,SPG,0.106606,107.7,-4.72,(-4.20%),2023-04-04,"1,228,133",6.52,6.12,17.24,18.38,6.40%,35.28B
207,Aflac Incorporated,AFL,0.105931,63.96,-0.71,(-1.09%),2023-04-04,"1,915,363",6.56,6.04,9.74,10.58,2.63%,38.96B
208,Constellation Brands Inc. Class A,STZ,0.105919,218.6,-6.82,(-3.03%),2023-04-04,"2,697,912",0.34,11.70,666.92,19.27,1.42%,41.41B
209,Williams Companies Inc.,WMB,0.104946,29.89,0.04,(0.13%),2023-04-04,"6,509,007",1.67,1.75,17.84,17.01,6.00%,35.83B
210,Illumina Inc.,ILMN,0.104761,230.38,0.36,(0.16%),2023-04-04,"1,120,874",-28.06,3.12,-,73.61,-,35.20B
211,Paychex Inc.,PAYX,0.103404,109.07,-2.26,(-2.03%),2023-04-04,"2,958,401",4.15,4.59,26.85,24.27,2.84%,39.76B
212,Centene Corporation,CNC,0.103304,64.75,0.08,(0.13%),2023-04-04,"3,496,978",2.03,7.16,31.81,9.03,-,36.13B
213,Otis Worldwide Corporation,OTIS,0.101993,80.67,-3.53,(-4.19%),2023-04-04,"2,606,766",2.96,3.83,28.43,22.01,1.38%,34.41B
214,ON Semiconductor Corporation,ON,0.101421,78.48,-2.66,(-3.28%),2023-04-04,"5,617,947",4.25,5.15,19.09,15.77,-,34.84B
215,Kinder Morgan Inc Class P,KMI,0.10103,17.62,-0.04,(-0.23%),2023-04-04,"9,712,814",1.12,1.18,15.74,14.99,6.29%,39.22B
216,Devon Energy Corporation,DVN,0.100727,53.14,-0.18,(-0.33%),2023-04-04,"10,252,657",9.12,7.11,5.84,7.50,9.49%,34.34B
217,Mettler-Toledo International Inc.,MTD,0.098741,1580.0,49.45,(3.23%),2023-04-04,"78,067",38.46,49.02,39.79,31.22,-,33.11B
218,Welltower Inc.,WELL,0.098151,68.54,-3.19,(-4.45%),2023-04-04,"2,150,310",0.28,1.11,259.89,64.39,3.40%,34.83B
219,Cummins Inc.,CMI,0.097801,232.07,-6.57,(-2.76%),2023-04-04,"879,779",15.12,19.22,15.79,12.42,2.63%,33.10B
220,Consolidated Edison Inc.,ED,0.097716,97.06,1.97,(2.08%),2023-04-04,"1,560,914",4.67,5.20,20.37,18.29,3.41%,33.43B
221,Rockwell Automation Inc.,ROK,0.096583,322.7,31.41,(10.78%),2023-04-04,"751,030",9.23,12.31,31.56,23.65,1.62%,32.76B
222,AMETEK Inc.,AME,0.096084,139.12,-5.13,(-3.56%),2023-04-04,"964,395",5.01,6.43,28.80,22.43,0.69%,32.65B
223,Bank of New York Mellon Corp,BK,0.095805,44.74,-0.41,(-0.91%),2023-04-04,"3,070,348",2.90,5.38,15.57,8.38,3.28%,35.68B
224,DuPont de Nemours Inc.,DD,0.095523,70.17,-1.72,(-2.39%),2023-04-04,"3,043,391",2.01,4.38,35.73,16.42,2.00%,32.43B
225,PPG Industries Inc.,PPG,0.094972,137.86,-2.19,(-1.56%),2023-04-04,"1,966,008",4.34,7.76,32.30,18.04,1.77%,32.03B
226,Warner Bros. Discovery Inc. Series A,WBD,0.094923,15.13,0.32,(2.13%),2023-04-04,"15,755,029",-2.62,0.94,-,15.67,-,35.39B
227,VICI Properties Inc,VICI,0.094582,33.61,1.12,(3.44%),2023-04-04,"10,437,636",1.25,2.45,25.93,13.27,4.80%,31.82B
228,Ameriprise Financial Inc.,AMP,0.094362,299.21,-7.06,(-2.31%),2023-04-04,"523,934",22.45,33.11,13.64,9.25,1.63%,31.59B
229,Kroger Co.,KR,0.094221,49.57,-0.37,(-0.74%),2023-04-04,"3,928,593",3.06,4.50,16.33,11.09,2.08%,35.61B
230,Copart Inc.,CPRT,0.093663,75.73,0.25,(0.33%),2023-04-04,"2,716,456",2.25,2.63,33.62,28.72,-,35.15B
231,ResMed Inc.,RMD,0.092974,221.12,1.95,(0.89%),2023-04-04,"479,733",5.50,7.29,39.84,30.06,0.80%,31.75B
232,Fidelity National Information Services Inc.,FIS,0.092943,52.94,-1.15,(-2.13%),2023-04-04,"6,982,382",-28.27,6.46,-,8.37,3.85%,30.74B
233,Electronic Arts Inc.,EA,0.092501,125.39,4.04,(3.33%),2023-04-04,"3,303,839",3.71,6.55,32.75,18.52,0.63%,32.90B
234,Cognizant Technology Solutions Corporation Class A,CTSH,0.091601,60.68,-0.69,(-1.12%),2023-04-04,"3,667,695",4.42,4.88,13.90,12.59,1.89%,30.68B
235,Dollar Tree Inc.,DLTR,0.090158,148.76,0.75,(0.50%),2023-04-04,"1,562,586",7.20,7.93,20.55,18.67,-,32.12B
236,Halliburton Company,HAL,0.089668,33.86,-0.25,(-0.72%),2023-04-04,"13,291,494",1.73,3.64,19.72,9.38,1.88%,30.26B
237,Kraft Heinz Company,KHC,0.089284,38.63,-0.22,(-0.57%),2023-04-04,"7,472,102",1.91,2.86,20.30,13.58,4.12%,47.88B
238,W.W. Grainger Inc.,GWW,0.089259,686.03,2.86,(0.42%),2023-04-04,"333,756",30.28,36.37,22.56,18.78,1.01%,33.37B
239,Fastenal Company,FAST,0.089124,53.19,-0.65,(-1.20%),2023-04-04,"3,271,815",1.89,2.12,28.51,25.37,2.60%,30.10B
240,D.R. Horton Inc.,DHI,0.088922,97.49,-0.63,(-0.64%),2023-04-04,"3,109,899",16.13,9.41,6.08,10.43,1.02%,32.85B
241,Public Service Enterprise Group Inc,PEG,0.088597,61.47,0.16,(0.26%),2023-04-04,"1,938,411",2.06,3.70,29.78,16.55,3.72%,30.30B
242,Prudential Financial Inc.,PRU,0.087834,82.68,0.25,(0.31%),2023-04-04,"2,839,614",-3.94,12.93,-,6.38,6.07%,29.89B
243,Allstate Corporation,ALL,0.087736,113.25,-1.0,(-0.88%),2023-04-04,"1,421,924",-5.33,13.25,-,8.62,3.12%,29.62B
244,Old Dominion Freight Line Inc.,ODFL,0.087671,328.95,-5.26,(-1.57%),2023-04-04,"699,618",12.18,13.31,27.43,25.11,0.48%,35.99B
245,Verisk Analytics Inc,VRSK,0.08678,190.63,-0.96,(-0.50%),2023-04-04,"677,583",6.52,6.38,29.39,30.05,0.71%,29.50B
246,Keurig Dr Pepper Inc.,KDP,0.086749,35.58,0.19,(0.55%),2023-04-04,"6,453,976",1.01,1.92,35.11,18.42,2.26%,49.56B
247,Baker Hughes Company Class A,BKR,0.086725,29.43,-0.49,(-1.62%),2023-04-04,"4,840,649",-0.60,2.07,-,14.48,2.54%,30.13B
248,Aptiv PLC,APTV,0.086696,107.24,-3.25,(-2.94%),2023-04-04,"1,696,783",1.96,6.27,56.46,17.61,-,29.34B
249,WEC Energy Group Inc,WEC,0.086103,94.39,0.12,(0.13%),2023-04-04,"990,574",4.45,4.90,21.17,19.24,3.31%,29.63B
250,GE Healthcare Technologies Inc.,GEHC,0.086007,81.66,-0.15,(-0.18%),2023-04-04,"1,552,706",4.18,4.33,19.56,18.89,-,37.19B
251,ONEOK Inc.,OKE,0.084205,65.22,0.16,(0.25%),2023-04-04,"3,626,604",3.84,4.85,16.95,13.41,5.87%,28.63B
252,Keysight Technologies Inc,KEYS,0.083653,157.41,-3.66,(-2.28%),2023-04-04,"1,755,881",6.37,8.53,25.31,18.89,-,28.09B
253,ANSYS Inc.,ANSS,0.083222,328.83,-0.58,(-0.17%),2023-04-04,"423,184",5.99,9.58,55.02,34.40,-,28.02B
254,Ulta Beauty Inc.,ULTA,0.081721,546.16,-5.04,(-0.91%),2023-04-04,"633,382",24.01,27.21,22.95,20.25,-,27.20B
255,American Water Works Company Inc.,AWK,0.081401,146.87,1.43,(0.98%),2023-04-04,"818,293",4.50,5.14,32.28,28.30,1.80%,28.19B
256,CoStar Group Inc.,CSGP,0.080989,68.04,-0.73,(-1.07%),2023-04-04,"2,200,346",0.93,1.39,74.19,49.44,-,27.69B
257,Republic Services Inc.,RSG,0.080686,133.0,-3.13,(-2.30%),2023-04-04,"1,294,981",4.69,5.79,29.01,23.53,1.45%,42.90B
258,Global Payments Inc.,GPN,0.080309,103.38,-1.87,(-1.78%),2023-04-04,"1,914,642",0.43,11.78,241.95,8.93,0.95%,27.22B
259,Enphase Energy Inc.,ENPH,0.07987,202.79,0.19,(0.09%),2023-04-04,"2,164,092",2.74,7.34,74.00,27.61,-,26.88B
260,SBA Communications Corp. Class A,SBAC,0.079861,256.47,1.44,(0.57%),2023-04-04,"608,591",4.22,5.86,60.48,43.50,1.33%,27.15B
261,Eversource Energy,ES,0.078201,80.03,2.62,(3.38%),2023-04-04,"1,072,394",4.05,4.67,19.13,16.57,3.49%,26.94B
262,United Rentals Inc.,URI,0.078067,360.26,-28.8,(-7.40%),2023-04-04,"2,002,272",29.75,44.14,13.08,8.82,1.52%,26.34B
263,Edison International,EIX,0.078007,65.0,-5.54,(-7.85%),2023-04-04,"1,527,523",1.59,5.13,44.28,13.74,4.18%,26.76B
264,Zimmer Biomet Holdings Inc.,ZBH,0.077803,127.92,-0.12,(-0.09%),2023-04-04,"1,273,810",1.38,7.57,92.85,16.92,0.75%,26.39B
265,Lennar Corporation Class A,LEN,0.077431,108.24,2.99,(2.84%),2023-04-04,"1,578,712",12.98,10.69,8.11,9.84,1.43%,29.05B
266,Tractor Supply Company,TSCO,0.077396,239.57,-2.09,(-0.87%),2023-04-04,"824,789",9.71,11.58,24.88,20.87,1.70%,26.03B
267,Digital Realty Trust Inc.,DLR,0.077382,92.59,-0.73,(-0.78%),2023-04-04,"3,137,876",1.15,1.27,81.01,73.54,5.23%,25.84B
268,Corning Inc,GLW,0.077165,34.49,-0.46,(-1.30%),2023-04-04,"3,284,747",1.54,2.49,22.74,14.01,3.20%,29.22B
269,Diamondback Energy Inc.,FANG,0.076985,142.48,-1.95,(-1.35%),2023-04-04,"2,252,059",24.74,22.59,5.84,6.39,6.62%,26.15B
270,Discover Financial Services,DFS,0.076526,98.85,0.03,(0.03%),2023-04-04,"1,840,520",15.45,13.98,6.40,7.07,2.43%,25.44B
271,State Street Corporation,STT,0.076389,75.27,-0.2,(-0.26%),2023-04-04,"2,263,977",7.19,9.46,10.50,7.97,3.34%,25.76B
272,AmerisourceBergen Corporation,ABC,0.076115,176.25,13.97,(8.61%),2023-04-04,"846,986",8.24,12.60,19.79,12.94,1.19%,32.80B
273,CDW Corporation,CDW,0.076059,189.4,-4.29,(-2.22%),2023-04-04,"627,706",8.14,11.39,23.81,17.01,1.22%,25.61B
274,PG&E Corporation,PCG,0.07548,15.79,-0.41,(-2.50%),2023-04-04,"15,386,644",0.84,1.34,19.21,12.05,-,39.24B
275,HP Inc.,HPQ,0.074927,29.39,-0.5,(-1.67%),2023-04-04,"5,134,959",2.51,3.59,11.91,8.33,3.51%,28.99B
276,West Pharmaceutical Services Inc.,WST,0.074515,348.35,1.31,(0.38%),2023-04-04,"338,426",7.66,8.45,45.33,41.09,0.22%,25.36B
277,Gartner Inc.,IT,0.074121,314.31,-10.4,(-3.20%),2023-04-04,"650,454",9.98,10.94,32.53,29.68,-,25.19B
278,Albemarle Corporation,ALB,0.074088,209.96,-8.47,(-3.88%),2023-04-04,"2,212,463",22.82,28.91,9.18,7.25,0.76%,24.74B
279,Walgreens Boots Alliance Inc.,WBA,0.073706,35.82,0.36,(1.02%),2023-04-04,"7,082,014",-3.64,4.81,-,7.38,5.41%,30.64B
280,Arch Capital Group Ltd.,ACGL,0.073487,67.94,-0.67,(-0.98%),2023-04-04,"2,639,785",3.81,6.72,17.83,10.10,-,25.29B
281,Willis Towers Watson Public Limited Company,WTW,0.073123,234.4,1.05,(0.45%),2023-04-04,"463,130",9.48,17.21,24.62,13.56,1.44%,24.51B
282,T. Rowe Price Group,TROW,0.073105,112.3,-0.05,(-0.04%),2023-04-04,"1,104,796",6.69,7.20,16.80,15.61,4.34%,24.66B
283,Constellation Energy Corporation,CEG,0.07254,76.08,-0.54,(-0.70%),2023-04-04,"1,316,171",-0.46,5.14,-,14.92,1.47%,24.56B
284,Equifax Inc.,EFX,0.0717,110.88,-91.4,(-45.17%),2023-04-04,"492,266",5.64,9.10,35.83,22.22,0.77%,24.53B
285,LyondellBasell Industries NV,LYB,0.069903,96.53,1.33,(1.40%),2023-04-04,"2,405,571",11.89,10.64,8.01,8.95,5.00%,30.71B
286,eBay Inc.,EBAY,0.069577,44.43,0.15,(0.33%),2023-04-04,"3,509,197",-2.14,4.53,-,9.77,2.26%,23.53B
287,Fortive Corp.,FTV,0.06944,65.75,-2.05,(-3.03%),2023-04-04,"2,102,623",2.10,3.66,32.35,18.52,0.41%,23.66B
288,Genuine Parts Company,GPC,0.068897,164.96,-3.32,(-1.98%),2023-04-04,"721,664",8.31,9.60,20.25,17.52,2.26%,23.28B
289,Align Technology Inc.,ALGN,0.068749,325.23,-2.12,(-0.65%),2023-04-04,"489,998",4.60,9.76,71.07,33.49,-,23.37B
290,Quanta Services Inc.,PWR,0.068717,166.3,0.51,(0.31%),2023-04-04,"830,598",3.32,8.06,49.91,20.56,0.19%,23.86B
291,Ingersoll Rand Inc.,IR,0.068459,48.29,-10.0,(-17.15%),2023-04-04,"3,569,027",1.44,2.82,40.54,20.68,0.14%,23.26B
292,AvalonBay Communities Inc.,AVB,0.067694,161.5,-5.58,(-3.34%),2023-04-04,"1,206,241",8.11,5.54,20.61,30.15,3.95%,22.71B
293,International Flavors & Fragrances Inc.,IFF,0.066885,96.65,6.05,(6.67%),2023-04-04,"1,423,048",-7.33,5.67,-,15.98,3.58%,22.75B
294,CBRE Group Inc. Class A,CBRE,0.066572,75.04,2.27,(3.12%),2023-04-04,"2,422,536",4.27,5.83,17.04,12.49,-,21.94B
295,Vulcan Materials Company,VMC,0.066559,160.5,-12.4,(-7.19%),2023-04-04,"929,653",4.45,7.30,38.87,23.68,0.99%,22.82B
296,Hartford Financial Services Group Inc.,HIG,0.064583,69.11,-1.01,(-1.44%),2023-04-04,"1,675,672",5.45,9.68,12.86,7.24,2.42%,21.70B
297,Ameren Corporation,AEE,0.064498,86.47,0.31,(0.36%),2023-04-04,"1,038,117",4.14,4.68,20.88,18.46,2.92%,22.70B
298,Insulet Corporation,PODD,0.064359,320.14,1.3,(0.41%),2023-04-04,"553,851",0.06,2.08,5693.57,153.58,-,22.03B
299,Weyerhaeuser Company,WY,0.064289,29.78,-0.23,(-0.75%),2023-04-04,"2,934,660",2.52,1.18,11.90,25.34,2.53%,21.33B
300,Martin Marietta Materials Inc.,MLM,0.064109,372.05,16.05,(4.51%),2023-04-04,"425,626",13.70,17.19,25.99,20.71,0.74%,21.83B
301,Monolithic Power Systems Inc.,MPWR,0.063984,488.58,-4.4,(-0.89%),2023-04-04,"296,201",9.05,15.66,54.48,31.48,0.81%,23.19B
302,Delta Air Lines Inc.,DAL,0.06396,33.93,-0.47,(-1.35%),2023-04-04,"8,551,663",2.05,6.90,16.78,4.98,-,21.54B
303,Entergy Corporation,ETR,0.063257,108.57,1.39,(1.29%),2023-04-04,"538,425",5.38,7.19,19.90,14.90,3.99%,22.57B
304,Church & Dwight Co. Inc.,CHD,0.062859,88.31,-0.56,(-0.63%),2023-04-04,"947,318",1.68,3.28,52.93,27.08,1.23%,21.30B
305,FirstEnergy Corp.,FE,0.06234,39.5,-0.3,(-0.75%),2023-04-04,"2,863,282",0.71,2.68,56.14,14.87,3.92%,22.53B
306,DTE Energy Company,DTE,0.061246,105.9,-3.09,(-2.84%),2023-04-04,"1,462,359",5.51,6.69,19.77,16.29,3.50%,22.29B
307,McCormick & Company Incorporated,MKC,0.061191,84.75,0.43,(0.50%),2023-04-04,"1,851,624",2.47,2.88,34.18,29.27,1.85%,22.00B
308,Dover Corporation,DOV,0.061159,145.23,-5.3,(-3.52%),2023-04-04,"662,179",7.27,9.78,20.72,15.39,1.34%,20.51B
309,Hewlett Packard Enterprise Co.,HPE,0.060986,16.14,-0.2,(-1.19%),2023-04-04,"13,000,293",0.64,2.15,25.40,7.60,2.94%,20.88B
310,Teledyne Technologies Incorporated,TDY,0.06057,433.86,-11.7,(-2.63%),2023-04-04,"136,809",16.53,20.82,26.95,21.40,-,20.52B
311,Extra Space Storage Inc.,EXR,0.060017,159.62,5.11,(3.30%),2023-04-04,"5,085,187",6.41,6.34,24.11,24.35,4.19%,20.33B
312,First Solar Inc.,FSLR,0.059856,208.22,-0.27,(-0.13%),2023-04-04,"1,158,389",-0.42,12.81,-,16.27,-,21.80B
313,Laboratory Corporation of America Holdings,LH,0.059138,268.0,37.51,(16.27%),2023-04-04,"641,241",13.84,19.00,16.65,12.13,1.25%,19.98B
314,Equity Residential,EQR,0.058905,59.43,-0.2,(-0.34%),2023-04-04,"1,476,844",2.07,1.71,28.83,34.97,4.44%,22.02B
315,PPL Corporation,PPL,0.058522,27.44,-0.14,(-0.51%),2023-04-04,"4,611,011",0.97,1.71,28.46,16.18,3.48%,20.14B
316,Baxter International Inc.,BAX,0.058521,40.57,0.59,(1.48%),2023-04-04,"8,661,291",-4.83,3.29,-,12.15,2.90%,20.09B
317,M&T Bank Corporation,MTB,0.058302,116.25,-2.49,(-2.10%),2023-04-04,"1,505,423",10.98,18.07,10.81,6.57,4.38%,19.96B
318,Hologic Inc.,HOLX,0.058263,80.88,0.3,(0.37%),2023-04-04,"1,024,012",3.92,4.05,20.55,19.88,-,19.82B
319,Cardinal Health Inc.,CAH,0.058228,72.55,-4.16,(-5.42%),2023-04-04,"2,624,339",-4.65,6.34,-,12.09,2.59%,19.72B
320,Coterra Energy Inc.,CTRA,0.057622,25.33,0.21,(0.84%),2023-04-04,"7,615,507",5.08,3.13,4.94,8.02,9.95%,18.91B
321,VeriSign Inc.,VRSN,0.057458,213.89,0.55,(0.26%),2023-04-04,"540,071",6.24,8.16,34.17,26.14,-,21.82B
322,Alexandria Real Estate Equities Inc.,ARE,0.056811,124.11,-0.26,(-0.21%),2023-04-04,"715,685",3.17,3.61,39.21,34.46,3.89%,21.25B
323,Omnicom Group Inc,OMC,0.056224,94.86,-0.34,(-0.36%),2023-04-04,"2,463,635",6.37,7.75,14.94,12.28,2.94%,18.85B
324,Clorox Company,CLX,0.056157,156.0,-0.75,(-0.48%),2023-04-04,"1,089,508",3.51,5.38,44.65,29.14,3.01%,18.90B
325,Las Vegas Sands Corp.,LVS,0.055663,55.49,-3.23,(-5.51%),2023-04-04,"3,363,282",-1.40,2.75,-,21.34,-,43.39B
326,STERIS Plc,STE,0.054735,191.4,0.88,(0.46%),2023-04-04,"324,579",-0.29,8.78,-,21.69,0.99%,18.67B
327,Xylem Inc.,XYL,0.054614,101.25,-3.21,(-3.08%),2023-04-04,"2,388,082",1.96,3.63,53.27,28.79,1.26%,18.42B
328,Take-Two Interactive Software Inc.,TTWO,0.054583,121.66,2.97,(2.50%),2023-04-04,"1,647,692",-2.26,5.24,-,22.64,-,19.56B
329,Southwest Airlines Co.,LUV,0.054489,31.72,0.03,(0.08%),2023-04-04,"4,715,468",0.79,3.84,40.11,8.25,2.27%,18.42B
330,Darden Restaurants Inc.,DRI,0.054439,153.2,-0.69,(-0.45%),2023-04-04,"1,415,550",7.67,8.79,20.07,17.52,3.15%,18.57B
331,Steel Dynamics Inc.,STLD,0.054395,104.22,-8.95,(-7.91%),2023-04-04,"2,819,978",20.80,8.43,5.44,13.43,1.50%,19.12B
332,Skyworks Solutions Inc.,SWKS,0.054296,113.86,-3.53,(-3.01%),2023-04-04,"1,499,495",7.33,10.80,16.03,10.86,2.11%,18.58B
333,CenterPoint Energy Inc.,CNP,0.05359,27.48,-1.87,(-6.39%),2023-04-04,"2,262,008",1.60,1.62,18.38,18.16,2.59%,18.41B
334,Nasdaq Inc.,NDAQ,0.053211,55.03,0.63,(1.15%),2023-04-04,"2,515,986",2.26,2.92,24.05,18.62,1.47%,26.29B
335,Waters Corporation,WAT,0.053114,302.95,-4.51,(-1.47%),2023-04-04,"334,050",11.74,14.13,26.18,21.76,-,17.83B
336,Northern Trust Corporation,NTRS,0.053028,87.1,-0.62,(-0.71%),2023-04-04,"911,783",6.14,7.50,14.29,11.69,3.42%,17.94B
337,Westinghouse Air Brake Technologies Corporation,WAB,0.052932,97.71,-3.14,(-3.12%),2023-04-04,"766,966",3.46,5.98,29.11,16.85,0.67%,17.86B
338,Cooper Companies Inc.,COO,0.052732,370.33,1.95,(0.53%),2023-04-04,"261,281",7.55,14.37,48.77,25.63,0.02%,17.93B
339,Fifth Third Bancorp,FITB,0.052476,25.61,-0.79,(-2.99%),2023-04-04,"9,332,303",3.35,3.92,7.88,6.73,5.00%,17.70B
340,Invitation Homes Inc.,INVH,0.052169,31.28,0.09,(0.27%),2023-04-04,"2,541,282",0.63,0.75,49.82,41.70,3.33%,18.75B
341,Cincinnati Financial Corporation,CINF,0.051635,110.93,-1.5,(-1.33%),2023-04-04,"385,690",-2.97,5.99,-,18.78,2.67%,17.40B
342,CMS Energy Corporation,CMS,0.051565,63.0,1.96,(3.21%),2023-04-04,"2,234,722",2.61,3.35,23.35,18.24,3.19%,17.75B
343,Raymond James Financial Inc.,RJF,0.051495,119.03,26.93,(29.24%),2023-04-04,"1,725,272",7.18,10.46,12.82,8.81,1.82%,19.60B
344,Conagra Brands Inc.,CAG,0.051395,38.61,1.17,(3.14%),2023-04-04,"6,397,734",1.42,2.81,26.46,13.30,3.53%,17.76B
345,Regions Financial Corporation,RF,0.050476,18.16,-0.42,(-2.26%),2023-04-04,"11,644,243",2.28,2.50,8.16,7.42,4.31%,17.15B
346,Fair Isaac Corporation,FICO,0.050328,689.41,-0.43,(-0.06%),2023-04-04,"290,461",14.95,22.80,46.14,30.25,-,17.20B
347,Mid-America Apartment Communities Inc.,MAA,0.05018,149.26,-0.56,(-0.37%),2023-04-04,"807,277",5.48,4.87,27.32,30.74,3.74%,17.17B
348,Tyson Foods Inc. Class A,TSN,0.050072,59.68,0.27,(0.45%),2023-04-04,"2,234,512",6.73,5.47,8.83,10.86,3.23%,20.77B
349,Ball Corporation,BALL,0.049949,54.28,-0.8,(-1.45%),2023-04-04,"1,914,711",2.23,3.56,24.70,15.48,1.45%,17.06B
350,Expeditors International of Washington Inc.,EXPD,0.049916,106.53,-1.79,(-1.65%),2023-04-04,"987,780",8.23,5.12,13.15,21.14,1.24%,16.27B
351,IDEX Corporation,IEX,0.049789,219.53,-9.7,(-4.23%),2023-04-04,"336,808",7.72,9.17,29.68,25.00,1.05%,17.01B
352,Kellogg Company,K,0.049745,68.86,1.75,(2.61%),2023-04-04,"1,504,730",2.81,4.25,23.92,15.79,3.52%,22.89B
353,Ventas Inc.,VTR,0.049491,41.52,-1.14,(-2.67%),2023-04-04,"3,567,761",-0.12,0.09,-,468.79,4.22%,17.50B
354,Broadridge Financial Solutions Inc.,BR,0.049472,143.62,-1.58,(-1.09%),2023-04-04,"502,478",4.49,7.53,32.34,19.28,2.00%,16.92B
355,EPAM Systems Inc.,EPAM,0.049204,307.32,10.1,(3.40%),2023-04-04,"356,986",7.08,14.02,41.99,21.21,-,16.84B
356,Targa Resources Corp.,TRGP,0.049147,63.75,-11.7,(-15.46%),2023-04-04,"1,650,012",3.89,6.66,19.41,11.33,1.86%,16.78B
357,Amcor PLC,AMCR,0.04905,11.66,0.36,(3.18%),2023-04-04,"7,746,238",0.71,0.82,15.76,13.75,4.37%,16.32B
358,J.M. Smucker Company,SJM,0.048818,155.85,-1.79,(-1.14%),2023-04-04,"886,033",6.66,9.48,23.69,16.63,2.59%,16.83B
359,NVR Inc.,NVR,0.048625,5694.73,118.03,(2.12%),2023-04-04,"20,786",492.33,363.32,11.33,15.35,-,17.62B
360,Principal Financial Group Inc.,PFG,0.048518,72.49,-1.16,(-1.57%),2023-04-04,"1,837,586",18.82,7.52,3.91,9.79,3.48%,17.86B
361,Marathon Oil Corporation,MRO,0.048417,26.04,-0.3,(-1.12%),2023-04-04,"18,239,420",5.19,4.31,5.07,6.11,1.52%,16.41B
