Symbol,Previous Close,Open,Bid,Ask,Day's Range,52 Week Range,Volume,Avg. Volume,YTD Return,Expense Ratio (net),Category,Last Cap Gain,Morningstar Rating,Morningstar Risk Rating,Sustainability Rating
AIG,47.16,46.05,46.20 x 800,48.20 x 800,45.66 - 47.36,45.66 - 65.73,"6,258,147","5,198,436",,,,,,,
ON,80.97,79.82,77.82 x 900,78.25 x 800,77.10 - 80.48,44.76 - 87.55,"5,794,099","6,881,649",,,,,,,
IQV,188.00,186.62,183.30 x 1300,193.74 x 1300,183.15 - 188.73,165.75 - 254.94,"1,508,564","955,091",,,,,,,
STZ,214.99,216.17,217.95 x 800,219.05 x 900,214.67 - 218.69,208.12 - 261.52,"898,899","1,409,034",,,,,,,
XEL,63.31,63.45,65.55 x 1000,65.90 x 1000,63.36 - 65.57,56.89 - 77.66,"2,713,349","2,855,527",,,,,,,
PAYX,107.88,107.88,108.84 x 1000,109.52 x 900,107.15 - 109.13,105.66 - 141.92,"1,654,990","1,713,345",,,,,,,
CNC,62.58,62.68,62.16 x 1100,64.48 x 1000,62.47 - 64.14,61.71 - 98.53,"2,867,085","3,894,678",,,,,,,
COF,89.91,88.10,88.50 x 1000,91.59 x 800,86.84 - 90.65,86.84 - 144.73,"2,932,433","3,494,878",,,,,,,
WMB,28.30,27.91,28.52 x 2200,28.90 x 2200,27.80 - 28.79,27.80 - 37.97,"6,977,825","7,166,804",,,,,,,
ILMN,216.95,216.89,216.20 x 1000,224.00 x 1000,214.24 - 220.44,173.45 - 371.16,"754,580","1,342,981",,,,,,,
OTIS,80.28,79.16,77.83 x 800,80.50 x 1000,78.53 - 80.65,62.49 - 87.33,"1,687,293","1,772,318",,,,,,,
SPG,102.38,101.36,103.50 x 1300,104.00 x 800,100.32 - 103.63,86.02 - 138.65,"1,959,604","1,625,985",,,,,,,
HES,120.56,117.80,122.49 x 800,126.90 x 800,117.32 - 123.09,90.34 - 160.52,"2,031,373","1,789,239",,,,,,,
ED,91.73,92.10,92.70 x 1000,95.70 x 1000,91.83 - 95.11,78.10 - 102.21,"1,593,735","1,838,093",,,,,,,
KMI,16.39,16.17,16.80 x 21500,16.82 x 21500,16.15 - 16.83,15.78 - 20.20,"15,370,051","13,046,521",,,,,,,
MTD,"1,451.10","1,447.26","1,421.74 x 800","1,580.00 x 1000","1,428.10 - 1,459.75","1,065.55 - 1,609.25","59,411","91,070",,,,,,,
WBD,14.53,14.20,14.01 x 1800,14.02 x 3000,13.72 - 14.32,8.82 - 27.50,"12,749,223","21,111,949",,,,,,,
CMI,226.19,223.84,223.01 x 1000,234.03 x 1100,220.59 - 224.68,184.28 - 261.91,"1,193,154","1,037,695",,,,,,,
ROK,278.42,275.08,277.23 x 1200,284.18 x 800,271.08 - 278.00,190.08 - 309.36,"647,646","691,326",,,,,,,
AME,138.35,136.77,137.90 x 800,141.29 x 900,135.85 - 139.37,106.17 - 148.06,"978,747","1,010,249",,,,,,,
BK,43.24,42.43,42.65 x 1200,43.64 x 1800,41.57 - 42.89,36.22 - 53.63,"5,895,019","5,888,306",,,,,,,
AMP,297.16,291.43,272.49 x 800,309.47 x 800,283.69 - 291.92,219.99 - 357.46,"901,314","611,885",,,,,,,
KR,48.52,48.71,48.91 x 2900,49.15 x 1100,48.62 - 49.44,41.82 - 62.78,"6,644,873","5,347,696",,,,,,,
DD,68.36,67.74,66.70 x 800,69.00 x 1300,66.83 - 68.91,49.52 - 78.98,"2,105,490","3,119,145",,,,,,,
WELL,65.76,65.44,66.22 x 900,67.41 x 1000,65.18 - 67.56,56.50 - 99.43,"1,501,014","2,275,057",,,,,,,
RMD,210.59,210.94,207.25 x 800,216.00 x 800,209.44 - 212.71,189.40 - 253.67,"382,928","658,495",,,,,,,
EA,116.04,118.08,117.62 x 900,119.50 x 1200,117.61 - 119.21,108.53 - 142.79,"2,527,332","2,493,022",,,,,,,
CPRT,71.23,70.75,71.43 x 1100,71.95 x 1100,70.14 - 71.50,51.10 - 72.14,"1,541,094","1,899,577",,,,,,,
DVN,46.72,45.45,46.60 x 900,46.65 x 1200,45.44 - 46.99,44.03 - 79.40,"8,633,691","10,361,706",,,,,,,
VICI,30.06,29.91,31.02 x 1100,31.03 x 1800,29.65 - 31.10,26.42 - 35.69,"7,510,653","6,345,539",,,,,,,
DHI,96.28,96.10,96.49 x 1000,98.10 x 1100,94.69 - 97.50,59.25 - 104.14,"2,765,979","2,873,016",,,,,,,
GWW,665.38,661.68,645.92 x 800,680.16 x 900,650.46 - 668.83,440.48 - 709.21,"254,871","293,754",,,,,,,
CTSH,58.16,57.77,58.65 x 900,59.72 x 1000,57.24 - 58.67,51.33 - 92.99,"3,302,954","4,881,163",,,,,,,
ODFL,329.50,326.28,329.50 x 900,340.70 x 800,320.85 - 330.29,231.31 - 381.81,"640,377","778,213",,,,,,,
KHC,37.42,37.50,38.24 x 1800,38.11 x 1000,37.42 - 38.22,32.73 - 44.87,"4,871,888","6,761,198",,,,,,,
FIS,49.97,49.13,49.70 x 900,49.84 x 800,48.57 - 49.93,48.57 - 106.65,"7,594,397","6,406,478",,,,,,,
FAST,51.74,51.66,52.30 x 900,52.80 x 1100,51.15 - 52.43,43.73 - 60.74,"2,626,576","3,353,696",,,,,,,
APTV,107.70,106.96,105.81 x 900,108.97 x 800,105.93 - 107.70,77.96 - 129.18,"2,726,574","1,767,663",,,,,,,
PPG,123.51,122.77,120.44 x 800,128.20 x 800,120.90 - 125.48,107.06 - 138.10,"1,221,254","1,401,544",,,,,,,
KDP,34.11,34.27,34.77 x 2200,34.83 x 3200,34.16 - 34.95,33.35 - 41.31,"8,523,329","7,339,211",,,,,,,
DLTR,135.46,134.52,131.88 x 800,137.39 x 1000,133.38 - 137.46,124.76 - 177.19,"1,951,941","2,250,359",,,,,,,
VRSK,181.82,182.06,185.69 x 900,192.40 x 1100,181.29 - 187.08,156.05 - 222.11,"1,003,153","1,048,934",,,,,,,
PRU,77.23,76.02,77.37 x 800,77.91 x 1000,75.37 - 77.64,75.37 - 122.54,"2,675,092","2,257,654",,,,,,,
WEC,89.93,90.55,90.56 x 900,94.21 x 900,90.30 - 93.23,80.82 - 108.39,"1,105,156","1,356,536",,,,,,,
PEG,56.74,56.92,58.74 x 1300,58.76 x 800,56.57 - 58.83,52.51 - 75.61,"1,839,503","2,429,357",,,,,,,
KEYS,156.44,156.18,151.67 x 900,156.69 x 800,154.68 - 156.75,127.93 - 189.45,"901,284","1,165,159",,,,,,,
ALL,105.58,104.31,103.38 x 1000,132.00 x 800,103.20 - 105.62,103.20 - 144.46,"2,780,928","1,878,068",,,,,,,
ENPH,204.66,202.35,195.76 x 900,196.20 x 900,192.46 - 203.55,128.67 - 339.92,"4,042,246","4,319,829",,,,,,,
GEHC,75.71,75.26,76.23 x 1100,76.69 x 800,74.89 - 76.49,53.00 - 78.76,"1,152,922","3,235,757",,,,,,,
ANSS,314.65,315.20,315.70 x 800,323.01 x 1300,311.68 - 316.40,194.23 - 328.94,"348,731","497,350",,,,,,,
CSGP,65.85,65.85,67.14 x 800,67.95 x 800,65.38 - 67.17,53.51 - 85.37,"3,342,669","2,113,124",,,,,,,
DLR,93.51,93.33,93.95 x 1000,99.43 x 1000,91.93 - 94.45,85.76 - 153.50,"2,590,994","2,079,449",,,,,,,
BKR,26.73,26.13,27.02 x 1000,27.20 x 1100,26.12 - 27.18,20.42 - 38.66,"7,614,650","6,414,909",,,,,,,
HAL,29.42,28.60,29.51 x 1300,29.66 x 800,28.58 - 29.88,23.30 - 43.99,"11,226,726","9,172,845",,,,,,,
SBAC,246.90,244.90,248.34 x 2200,255.36 x 1000,243.30 - 256.55,236.20 - 379.99,"617,907","816,573",,,,,,,
URI,382.18,374.43,364.00 x 900,371.18 x 800,361.64 - 375.96,230.54 - 481.99,"1,508,814","847,824",,,,,,,
AWK,136.72,137.28,141.56 x 800,144.32 x 800,136.80 - 141.93,122.77 - 173.87,"824,871","1,216,842",,,,,,,
ULTA,515.74,514.80,513.25 x 900,514.30 x 1400,507.20 - 516.27,330.80 - 537.52,"473,541","574,986",,,,,,,
LEN,103.37,103.46,102.60 x 1100,105.60 x 900,102.02 - 104.33,62.54 - 109.28,"1,797,401","2,249,340",,,,,,,
ZBH,124.96,124.73,125.75 x 800,126.86 x 800,123.77 - 126.12,100.39 - 135.05,"843,416","1,430,891",,,,,,,
OKE,58.64,57.54,59.36 x 900,60.32 x 800,57.14 - 59.56,50.50 - 75.07,"2,154,652","2,551,208",,,,,,,
RSG,127.96,128.00,130.35 x 800,131.61 x 1400,127.94 - 131.19,119.72 - 149.17,"1,157,511","1,562,744",,,,,,,
GPN,98.44,97.00,98.10 x 1000,98.90 x 1100,95.78 - 98.63,92.27 - 146.71,"1,568,412","1,775,314",,,,,,,
CDW,191.10,190.36,190.73 x 800,191.00 x 800,187.57 - 191.71,147.91 - 215.00,"558,252","803,701",,,,,,,
ES,73.25,73.56,75.58 x 900,78.78 x 800,73.24 - 75.75,70.54 - 94.63,"1,882,742","1,761,232",,,,,,,
STT,72.69,70.99,71.52 x 800,71.53 x 800,69.36 - 71.84,58.62 - 94.74,"2,635,929","3,050,254",,,,,,,
ALB,215.64,212.41,217.70 x 800,218.34 x 1200,208.67 - 217.94,185.15 - 334.55,"1,588,273","1,673,873",,,,,,,
EIX,66.04,66.10,68.33 x 1000,68.50 x 800,65.81 - 68.42,54.45 - 73.32,"2,001,329","2,066,836",,,,,,,
TSCO,226.61,226.82,227.22 x 900,230.30 x 800,224.70 - 229.07,166.49 - 241.54,"816,085","1,028,944",,,,,,,
DFS,93.57,91.80,91.10 x 1000,93.30 x 900,90.45 - 92.87,87.64 - 121.17,"1,883,235","2,542,381",,,,,,,
GLW,32.66,32.41,32.75 x 1400,32.95 x 3200,32.11 - 32.87,28.98 - 38.52,"3,371,512","4,273,585",,,,,,,
PCG,15.29,15.15,15.66 x 4000,15.64 x 800,15.10 - 15.67,9.64 - 16.83,"14,153,219","14,174,086",,,,,,,
WST,331.85,330.84,334.54 x 800,334.00 x 900,327.00 - 335.17,206.19 - 424.00,"264,019","596,937",,,,,,,
WTW,226.19,223.68,124.74 x 800,263.00 x 1000,223.06 - 226.39,187.89 - 258.93,"529,893","529,834",,,,,,,
TROW,108.85,108.15,107.00 x 900,112.00 x 1000,106.50 - 109.84,93.53 - 157.77,"1,242,568","1,830,111",,,,,,,
ABC,150.93,150.85,156.28 x 800,156.54 x 800,150.25 - 156.59,135.14 - 174.63,"1,155,883","1,347,693",,,,,,,
IT,308.54,307.81,302.56 x 800,320.58 x 1000,302.03 - 312.26,221.39 - 358.25,"418,421","451,255",,,,,,,
ACGL,65.60,64.90,65.81 x 800,65.98 x 800,63.89 - 66.06,41.05 - 72.28,"1,651,565","2,069,695",,,,,,,
CEG,73.40,72.56,73.44 x 800,75.00 x 900,71.16 - 73.52,52.64 - 97.89,"2,777,170","2,100,831",,,,,,,
HPQ,27.72,27.56,27.63 x 4000,27.64 x 1000,27.24 - 27.76,24.08 - 41.47,"5,689,903","6,301,878",,,,,,,
EFX,195.83,194.69,149.05 x 800,215.59 x 800,193.28 - 197.60,145.98 - 243.51,"557,630","789,355",,,,,,,
FANG,126.63,123.51,125.42 x 1000,126.25 x 2200,121.90 - 126.50,103.71 - 168.95,"2,350,315","2,421,786",,,,,,,
WBA,32.33,32.38,32.71 x 900,32.78 x 2200,31.86 - 32.78,30.39 - 48.48,"8,105,992","6,757,934",,,,,,,
EBAY,42.45,42.21,42.17 x 1000,42.79 x 900,41.66 - 42.85,35.92 - 60.39,"4,541,786","4,978,362",,,,,,,
MPWR,510.50,505.53,485.00 x 800,495.00 x 800,479.42 - 506.24,301.69 - 541.39,"661,506","522,980",,,,,,,
FTV,64.53,64.00,65.17 x 1000,65.69 x 800,63.60 - 65.28,52.47 - 69.78,"2,600,748","1,856,800",,,,,,,
PWR,158.97,156.98,160.78 x 800,161.08 x 1000,154.86 - 161.85,106.33 - 168.75,"1,183,965","921,886",,,,,,,
ALGN,311.48,309.70,306.70 x 800,308.34 x 1000,300.86 - 311.31,172.05 - 458.25,"945,378","1,076,152",,,,,,,
IR,54.95,54.27,54.11 x 900,56.10 x 800,53.38 - 55.20,39.28 - 60.39,"1,941,813","2,370,763",,,,,,,
VMC,164.50,162.91,163.70 x 800,169.30 x 1000,161.69 - 166.26,137.54 - 197.76,"683,278","767,939",,,,,,,
GPC,154.29,156.08,154.59 x 1400,159.43 x 800,154.81 - 157.76,124.85 - 187.73,"1,619,788","1,186,616",,,,,,,
CBRE,68.91,67.88,68.72 x 1200,69.42 x 1000,66.43 - 68.92,66.31 - 94.21,"3,723,779","1,515,229",,,,,,,
LYB,85.74,84.65,86.35 x 900,88.85 x 800,84.14 - 86.85,71.46 - 117.22,"2,682,787","1,989,242",,,,,,,
PODD,311.49,311.61,309.94 x 800,310.91 x 800,308.38 - 315.58,181.00 - 326.74,"429,110","813,908",,,,,,,
AVB,154.07,153.20,156.18 x 2200,159.72 x 1400,153.07 - 157.79,153.07 - 259.05,"626,967","843,678",,,,,,,
IFF,83.51,83.29,83.00 x 800,85.18 x 900,82.25 - 84.44,81.53 - 135.17,"1,344,485","2,111,708",,,,,,,
WY,28.30,28.01,28.41 x 1000,29.00 x 900,27.65 - 28.54,27.37 - 42.86,"3,387,812","4,269,273",,,,,,,
HIG,65.79,64.96,65.88 x 800,66.36 x 800,64.57 - 66.17,60.17 - 79.44,"2,053,925","2,218,660",,,,,,,
AEE,80.61,80.77,51.36 x 1300,87.00 x 800,80.68 - 84.09,73.28 - 99.20,"1,127,421","1,424,140",,,,,,,
FSLR,210.19,208.03,210.98 x 800,211.50 x 800,207.07 - 212.04,59.60 - 218.25,"1,623,438","2,525,900",,,,,,,
MLM,333.45,329.71,336.62 x 900,336.90 x 1000,326.61 - 337.27,284.99 - 406.85,"338,585","378,001",,,,,,,
DAL,32.14,31.74,31.62 x 1000,31.57 x 1300,31.04 - 31.86,27.20 - 46.27,"12,658,605","10,120,273",,,,,,,
CHD,84.32,84.87,83.55 x 800,89.18 x 900,84.75 - 86.22,70.16 - 105.28,"760,546","1,362,678",,,,,,,
ETR,100.35,100.43,100.37 x 1000,105.41 x 800,100.10 - 103.69,94.94 - 126.82,"1,275,750","1,492,662",,,,,,,
FE,37.75,37.76,38.30 x 1100,39.39 x 1400,37.72 - 39.19,35.32 - 48.85,"2,258,957","3,735,319",,,,,,,
EXR,149.27,148.70,149.97 x 800,156.65 x 900,148.38 - 153.26,139.97 - 222.36,"650,281","1,028,703",,,,,,,
DTE,102.66,102.95,101.76 x 1100,106.99 x 1100,102.86 - 106.79,100.64 - 140.23,"998,831","1,184,365",,,,,,,
DOV,140.53,139.06,140.97 x 800,144.94 x 800,137.80 - 141.62,114.49 - 162.88,"665,841","865,795",,,,,,,
TDY,418.32,416.03,413.64 x 800,435.23 x 1000,415.08 - 425.00,325.00 - 493.97,"151,851","180,131",,,,,,,
HOLX,78.53,78.50,78.02 x 800,80.53 x 900,78.07 - 79.30,59.78 - 86.65,"1,140,566","1,610,142",,,,,,,
BAX,38.12,38.26,39.04 x 800,40.00 x 2900,38.14 - 39.47,37.35 - 80.72,"7,426,172","6,407,709",,,,,,,
CLX,154.61,155.66,157.35 x 800,157.70 x 1000,154.63 - 157.65,120.50 - 160.59,"715,739","1,180,809",,,,,,,
MTB,112.37,110.76,113.03 x 1000,116.20 x 1100,110.00 - 115.65,110.00 - 193.42,"3,020,434","1,811,545",,,,,,,
LH,214.65,213.76,218.02 x 1200,218.99 x 900,212.22 - 218.60,200.32 - 280.72,"642,305","623,054",,,,,,,
PPL,25.91,25.91,26.46 x 1000,26.80 x 4000,25.89 - 26.79,23.47 - 31.74,"4,977,125","5,645,198",,,,,,,
EQR,54.80,54.60,55.73 x 1000,56.52 x 1800,54.60 - 56.02,54.60 - 94.32,"2,321,888","2,425,178",,,,,,,
VRSN,200.62,200.29,197.66 x 900,206.22 x 1000,199.51 - 202.09,155.25 - 228.80,"528,609","574,931",,,,,,,
TTWO,117.48,118.82,115.32 x 800,118.74 x 800,117.11 - 120.00,90.00 - 159.51,"1,176,335","1,823,839",,,,,,,
SWKS,116.36,115.03,115.00 x 800,114.87 x 800,113.41 - 115.59,76.16 - 141.26,"1,702,602","1,901,362",,,,,,,
HPE,14.27,14.18,14.21 x 29200,14.21 x 1100,14.05 - 14.23,11.90 - 17.66,"12,521,123","13,373,500",,,,,,,
DRI,150.52,151.47,148.51 x 800,153.85 x 1000,149.91 - 152.83,110.96 - 154.14,"1,555,808","1,243,057",,,,,,,
ARE,116.06,115.90,116.01 x 1000,120.00 x 800,114.94 - 119.94,114.94 - 206.85,"1,682,919","1,094,000",,,,,,,
CTRA,23.10,22.81,23.68 x 800,23.96 x 1800,22.66 - 23.72,22.25 - 36.55,"11,330,847","9,364,322",,,,,,,
CAH,69.01,68.70,70.16 x 800,70.76 x 800,68.53 - 70.50,49.70 - 81.57,"1,861,003","2,570,596",,,,,,,
OMC,88.63,87.32,87.33 x 800,87.99 x 1000,85.70 - 87.68,61.31 - 96.52,"2,274,207","1,880,875",,,,,,,
STE,181.42,181.29,73.98 x 1100,220.92 x 1100,180.94 - 185.46,159.21 - 255.93,"313,807","545,119",,,,,,,
LVS,54.73,54.11,54.15 x 800,54.49 x 800,53.42 - 54.46,28.88 - 60.99,"3,246,336","5,160,790",,,,,,,
MKC,71.20,71.41,71.94 x 1100,73.31 x 800,71.36 - 73.11,70.60 - 105.19,"1,259,293","1,317,542",,,,,,,
STLD,107.50,104.97,108.10 x 800,109.14 x 800,103.35 - 109.78,62.44 - 136.46,"1,539,366","1,887,724",,,,,,,
WAT,298.17,295.73,299.60 x 800,299.98 x 1100,291.95 - 300.64,265.61 - 369.00,"336,720","369,821",,,,,,,
NDAQ,52.49,52.05,52.00 x 1100,54.36 x 1200,52.00 - 53.07,46.77 - 69.22,"2,892,697","2,409,034",,,,,,,
RJF,91.31,90.00,85.00 x 1100,89.09 x 800,87.33 - 90.00,84.86 - 126.00,"2,070,593","1,545,540",,,,,,,
LUV,29.62,29.29,29.65 x 900,29.66 x 1000,28.95 - 29.69,28.95 - 50.10,"6,302,795","7,432,431",,,,,,,
XYL,97.23,96.36,98.36 x 1300,98.66 x 1100,95.74 - 98.79,72.08 - 118.58,"1,468,031","1,646,959",,,,,,,
FITB,25.34,24.94,25.40 x 900,25.58 x 1100,24.71 - 25.64,22.11 - 47.02,"10,995,881","8,711,204",,,,,,,
NTRS,83.22,81.40,83.14 x 800,83.12 x 800,80.62 - 83.45,76.15 - 121.25,"1,102,926","1,191,211",,,,,,,
CAG,36.57,36.63,36.60 x 1000,37.40 x 1800,36.49 - 37.23,31.02 - 41.30,"3,412,306","4,406,598",,,,,,,
WAB,95.49,94.75,95.28 x 1100,96.13 x 1000,93.40 - 95.71,78.26 - 107.86,"636,347","944,601",,,,,,,
CNP,27.32,27.35,28.08 x 1000,28.69 x 900,27.28 - 28.36,25.03 - 33.50,"3,119,320","3,924,773",,,,,,,
FICO,680.85,677.55,646.36 x 800,692.22 x 1100,672.00 - 691.15,340.48 - 711.85,"126,586","281,929",,,,,,,
COO,344.96,345.04,354.68 x 800,356.46 x 900,343.86 - 358.09,244.22 - 429.89,"369,013","299,249",,,,,,,
CMS,57.96,58.19,60.27 x 1100,60.84 x 900,58.10 - 60.46,52.41 - 73.76,"1,443,770","1,828,888",,,,,,,
TER,107.61,106.58,106.19 x 800,106.64 x 1000,104.44 - 106.99,67.81 - 127.29,"1,679,422","1,605,829",,,,,,,
CINF,105.98,104.37,106.38 x 800,107.13 x 800,104.04 - 106.63,88.66 - 143.22,"574,507","778,652",,,,,,,
VTR,41.69,41.58,42.36 x 800,42.37 x 1100,41.41 - 42.46,35.33 - 64.02,"1,911,265","2,083,957",,,,,,,
EXPD,104.56,103.95,101.66 x 1200,107.42 x 900,102.93 - 104.86,86.08 - 119.90,"861,121","1,413,937",,,,,,,
INVH,28.68,28.57,29.40 x 800,29.87 x 1400,28.55 - 29.45,28.52 - 44.36,"2,899,255","3,324,585",,,,,,,
K,64.60,64.88,65.48 x 1100,65.50 x 800,64.62 - 65.48,62.29 - 77.17,"2,072,029","2,190,804",,,,,,,
BALL,52.53,52.16,52.81 x 900,53.10 x 800,51.48 - 52.98,46.00 - 94.35,"1,411,523","1,742,237",,,,,,,
RF,17.53,17.23,17.82 x 2200,17.99 x 2200,17.12 - 17.99,13.94 - 24.33,"11,315,219","10,913,804",,,,,,,
IEX,218.00,215.95,214.39 x 800,224.52 x 1100,214.45 - 219.64,172.19 - 246.23,"199,950","382,729",,,,,,,
SEDG,291.54,288.14,284.00 x 1400,285.50 x 900,276.09 - 289.56,190.15 - 375.90,"902,148","1,139,231",,,,,,,
TSN,56.08,56.01,56.89 x 1100,57.41 x 900,56.00 - 57.36,55.81 - 99.54,"2,986,910","3,196,126",,,,,,,
EPAM,284.45,283.46,275.00 x 1200,279.69 x 800,273.33 - 283.46,260.68 - 462.99,"371,248","443,201",,,,,,,
AMCR,10.84,10.80,10.78 x 3000,11.10 x 2900,10.74 - 10.97,10.42 - 13.61,"5,827,009","8,095,477",,,,,,,
BR,137.86,137.79,137.76 x 800,143.69 x 1100,136.98 - 140.63,131.35 - 183.33,"1,018,247","556,652",,,,,,,
PFG,71.26,69.96,62.00 x 1100,71.43 x 800,68.94 - 71.60,61.05 - 96.17,"1,870,770","1,913,485",,,,,,,
MAA,139.99,139.02,140.12 x 1100,146.43 x 800,138.68 - 143.44,138.68 - 217.64,"785,112","747,798",,,,,,,
SJM,151.09,151.82,152.23 x 800,157.32 x 800,151.31 - 154.81,119.82 - 163.07,"940,536","940,227",,,,,,,
NVR,"5,354.43","5,342.29","5,402.41 x 900","5,520.00 x 900","5,275.00 - 5,443.79","3,576.01 - 5,549.43","20,629","21,786",,,,,,,
PKI,125.10,124.47,127.61 x 800,129.58 x 800,123.08 - 127.87,113.46 - 181.66,"766,968","858,003",,,,,,,
DGX,135.39,135.59,137.30 x 800,140.95 x 800,134.96 - 141.28,120.40 - 158.34,"1,655,109","1,189,350",,,,,,,
MOH,263.68,263.32,258.81 x 800,273.68 x 800,261.24 - 267.91,249.78 - 374.00,"447,877","516,681",,,,,,,
ATO,106.52,106.78,109.31 x 1800,111.54 x 1100,106.23 - 109.42,97.71 - 122.96,"910,174","823,286",,,,,,,
HBAN,10.68,10.51,10.79 x 29200,10.80 x 28000,10.41 - 10.82,9.94 - 15.74,"21,173,941","19,564,472",,,,,,,
TRGP,66.85,65.48,67.28 x 1200,67.95 x 900,64.85 - 67.74,55.56 - 81.50,"1,473,116","1,597,445",,,,,,,
FDS,392.59,390.34,391.07 x 900,399.13 x 800,381.92 - 399.95,345.92 - 474.13,"493,443","235,632",,,,,,,
BBY,74.59,74.28,73.20 x 900,74.99 x 800,73.89 - 74.93,60.79 - 100.93,"1,581,495","2,371,972",,,,,,,
ZBRA,288.75,286.58,288.20 x 800,290.16 x 900,283.07 - 289.29,224.87 - 440.64,"321,993","364,401",,,,,,,
HWM,40.19,39.76,40.12 x 900,40.50 x 800,39.24 - 40.37,29.84 - 44.37,"2,064,401","3,021,449",,,,,,,
FLT,199.76,196.66,180.00 x 800,321.31 x 900,194.60 - 201.01,161.69 - 265.30,"523,241","591,295",,,,,,,
AES,21.96,21.77,21.64 x 900,22.25 x 1000,21.53 - 22.23,18.62 - 29.89,"3,879,895","4,393,798",,,,,,,
FMC,116.96,116.12,117.79 x 800,118.38 x 1100,115.00 - 118.17,98.24 - 140.99,"670,433","789,724",,,,,,,
CFG,29.89,29.18,30.99 x 900,31.75 x 1800,28.79 - 31.43,28.79 - 48.98,"11,371,063","5,505,773",,,,,,,
MOS,42.98,42.35,42.43 x 800,42.69 x 2200,41.16 - 42.54,41.16 - 79.28,"7,217,715","4,368,831",,,,,,,
GRMN,95.09,94.79,92.65 x 800,96.53 x 800,94.33 - 96.09,76.37 - 121.74,"624,095","976,536",,,,,,,
IRM,49.54,49.34,50.26 x 900,50.89 x 1000,48.94 - 50.46,43.33 - 58.61,"1,040,747","1,504,440",,,,,,,
MKTX,383.21,380.91,370.00 x 900,398.29 x 800,379.95 - 386.00,217.44 - 397.27,"172,884","349,386",,,,,,,
J,111.68,110.86,112.21 x 1000,112.35 x 1000,109.67 - 112.41,106.78 - 150.32,"344,841","661,486",,,,,,,
TXT,67.34,66.67,66.13 x 1000,69.48 x 800,66.26 - 67.91,57.11 - 76.11,"1,003,786","1,417,481",,,,,,,
LW,98.78,98.80,98.53 x 800,100.13 x 1100,98.45 - 100.38,56.93 - 102.77,"1,238,316","1,423,267",,,,,,,
BG,93.54,92.99,93.65 x 1000,93.83 x 1000,91.55 - 94.40,80.41 - 128.40,"1,215,971","1,866,509",,,,,,,
MRO,22.00,21.53,22.16 x 1800,22.20 x 3100,21.41 - 22.20,19.42 - 33.42,"10,144,757","10,330,095",,,,,,,
AVY,169.63,168.59,168.06 x 800,171.94 x 800,166.56 - 170.38,151.62 - 204.37,"523,576","507,095",,,,,,,
ETSY,110.09,109.00,106.49 x 1100,107.40 x 800,105.11 - 109.00,67.01 - 149.91,"2,769,656","3,240,862",,,,,,,
EXPE,92.65,91.26,90.54 x 900,90.85 x 800,89.01 - 92.04,82.39 - 203.98,"2,649,029","2,664,818",,,,,,,
JBHT,165.96,164.81,165.65 x 800,167.22 x 1000,163.66 - 166.52,153.92 - 211.92,"525,294","724,308",,,,,,,
CF,70.00,69.33,67.57 x 800,69.22 x 800,67.95 - 69.58,67.95 - 119.60,"3,389,733","2,964,578",,,,,,,
UAL,41.66,41.06,41.43 x 1800,41.60 x 1300,40.44 - 41.50,31.58 - 55.04,"7,722,645","8,664,008",,,,,,,
IPG,35.03,34.65,34.59 x 900,35.60 x 3000,34.37 - 35.06,25.14 - 39.52,"4,773,090","3,375,516",,,,,,,
LKQ,53.57,53.26,53.08 x 800,54.62 x 900,52.98 - 53.86,43.37 - 59.33,"1,125,450","1,660,019",,,,,,,
RCL,61.75,60.80,60.57 x 900,60.81 x 1000,59.53 - 61.34,31.09 - 87.68,"3,952,541","3,875,262",,,,,,,
RE,341.79,338.28,314.19 x 1200,550.72 x 800,334.71 - 345.03,244.58 - 395.00,"271,811","293,796",,,,,,,
TYL,322.55,323.41,329.58 x 800,338.29 x 1200,319.63 - 329.80,281.11 - 453.03,"174,662","285,611",,,,,,,
INCY,72.26,70.74,70.24 x 1200,71.70 x 800,67.83 - 71.74,65.07 - 86.29,"3,421,870","1,663,709",,,,,,,
CBOE,127.18,126.91,129.31 x 900,129.34 x 900,126.84 - 129.50,103.82 - 132.01,"594,588","702,319",,,,,,,
NTAP,61.53,61.39,61.00 x 800,61.04 x 800,59.81 - 61.47,58.08 - 88.53,"1,931,146","1,860,516",,,,,,,
PAYC,272.32,272.73,271.95 x 800,279.38 x 900,268.00 - 272.82,255.82 - 402.78,"293,297","502,750",,,,,,,
EVRG,57.15,57.36,59.29 x 800,59.38 x 1200,57.27 - 59.46,54.12 - 73.13,"1,280,174","1,430,175",,,,,,,
MGM,41.23,40.71,40.97 x 1000,41.18 x 1000,39.85 - 41.28,26.41 - 46.24,"3,795,183","4,279,834",,,,,,,
PHM,56.39,56.21,55.60 x 800,57.00 x 1100,55.26 - 56.94,35.03 - 60.89,"2,054,570","2,630,791",,,,,,,
BRO,55.06,54.62,54.24 x 900,57.53 x 1100,54.24 - 55.46,52.82 - 74.00,"881,609","1,163,070",,,,,,,
PTC,119.98,119.61,121.42 x 800,123.61 x 800,118.68 - 121.73,96.55 - 139.91,"413,594","714,336",,,,,,,
POOL,325.27,324.18,319.29 x 1000,332.02 x 900,315.15 - 325.67,278.10 - 473.98,"492,717","422,860",,,,,,,
