#,Company,Symbol,Weight,Price,Chg,% Chg,date,Volume,EPS (Trailing),EPS (Forward),P/E (Trailing),P/E (Forward),Dividend Yield,Market Cap
181,Arista Networks Inc.,ANET,0.115289,159.32,-0.54,(-0.33%),2023-04-07,"2,677,546",4.28,6.48,37.38,24.67,-,47.41B
182,TE Connectivity Ltd.,TEL,0.11496,123.92,-0.04,(-0.03%),2023-04-07,"1,559,008",7.00,7.63,17.71,16.24,1.90%,38.63B
183,Trane Technologies plc,TT,0.114356,167.03,-3.65,(-2.14%),2023-04-07,"2,860,059",7.58,9.11,22.52,18.74,1.76%,38.87B
184,Realty Income Corporation,O,0.114172,62.38,-0.2,(-0.31%),2023-04-07,"3,177,606",1.42,1.50,44.06,41.77,4.89%,40.87B
185,Sysco Corporation,SYY,0.114137,77.25,-0.02,(-0.03%),2023-04-07,"2,125,450",2.77,4.61,27.86,16.75,2.54%,39.08B
186,IDEXX Laboratories Inc.,IDXX,0.114106,472.07,-0.45,(-0.10%),2023-04-07,"529,751",8.03,10.93,58.86,43.24,-,38.66B
187,Hess Corporation,HES,0.11392,141.29,0.41,(0.29%),2023-04-07,"1,463,583",6.77,10.03,20.81,14.05,1.24%,43.18B
188,Cintas Corporation,CTAS,0.113717,451.27,-0.46,(-0.10%),2023-04-07,"238,855",12.31,14.22,36.70,31.76,1.02%,46.40B
189,Xcel Energy Inc.,XEL,0.113462,71.21,-0.07,(-0.09%),2023-04-07,"2,476,231",3.17,3.61,22.48,19.76,2.92%,38.88B
190,MetLife Inc.,MET,0.113258,61.55,2.48,(4.20%),2023-04-07,"4,250,820",2.54,9.15,23.23,6.46,3.39%,45.04B
191,Dow Inc.,DOW,0.111902,56.05,1.39,(2.54%),2023-04-07,"5,022,121",6.25,4.86,8.75,11.25,5.12%,38.12B
192,Johnson Controls International plc,JCI,0.111772,60.49,4.51,(8.05%),2023-04-07,"7,828,886",1.83,4.02,30.51,13.91,2.57%,37.97B
193,Hershey Company,HSY,0.111295,258.25,-1.62,(-0.62%),2023-04-07,"986,344",7.96,10.07,32.65,25.81,1.59%,52.79B
194,American International Group Inc.,AIG,0.110418,53.29,2.21,(4.32%),2023-04-07,"3,439,173",12.79,7.36,4.00,6.94,2.51%,37.25B
195,TransDigm Group Incorporated,TDG,0.109472,723.59,-0.74,(-0.10%),2023-04-07,"175,877",14.69,26.71,49.30,27.12,-,39.43B
196,L3Harris Technologies Inc,LHX,0.109213,198.33,1.32,(0.67%),2023-04-07,"954,534",5.46,13.23,36.08,14.89,2.31%,37.13B
197,Hilton Worldwide Holdings Inc,HLT,0.109197,140.54,-0.1,(-0.07%),2023-04-07,"1,294,285",4.54,6.62,30.99,21.26,0.43%,36.56B
198,Yum! Brands Inc.,YUM,0.108248,131.92,-0.18,(-0.14%),2023-04-07,"1,080,546",4.57,5.93,28.92,22.29,1.83%,36.23B
199,Ross Stores Inc.,ROST,0.107654,106.16,-0.06,(-0.06%),2023-04-07,"1,709,025",4.38,5.49,24.23,19.34,1.26%,35.31B
200,Charter Communications Inc. Class A,CHTR,0.107512,349.92,-0.35,(-0.10%),2023-04-07,"765,605",30.76,40.19,11.39,8.71,-,57.82B
201,Nucor Corporation,NUE,0.107297,149.39,3.86,(2.65%),2023-04-07,"2,292,168",29.05,11.78,5.01,12.35,1.40%,35.93B
202,Aflac Incorporated,AFL,0.106275,64.0,-0.56,(-0.87%),2023-04-07,"2,355,744",6.56,6.04,9.84,10.68,2.60%,39.35B
203,Constellation Brands Inc. Class A,STZ,0.106049,224.53,-0.12,(-0.05%),2023-04-07,"2,027,831",0.34,11.70,664.62,19.21,1.42%,41.27B
204,Centene Corporation,CNC,0.105961,66.35,0.33,(0.50%),2023-04-07,"3,807,035",2.03,7.16,32.47,9.22,-,36.89B
205,IQVIA Holdings Inc,IQV,0.105836,195.4,-0.44,(-0.22%),2023-04-07,"632,531",5.72,12.04,34.24,16.26,-,35.73B
206,Capital One Financial Corp,COF,0.105659,93.72,-1.22,(-1.28%),2023-04-07,"2,045,893",17.82,15.22,5.33,6.24,2.53%,35.56B
207,Illumina Inc.,ILMN,0.10524,230.76,0.77,(0.33%),2023-04-07,"1,035,443",-28.06,3.12,-,73.60,-,35.20B
208,Williams Companies Inc.,WMB,0.104733,29.68,0.03,(0.08%),2023-04-07,"6,628,823",1.67,1.75,17.72,16.89,6.04%,35.59B
209,Simon Property Group Inc.,SPG,0.104586,109.7,-0.07,(-0.06%),2023-04-07,"1,145,146",6.52,6.12,16.84,17.95,6.56%,34.45B
210,PACCAR Inc,PCAR,0.10395,68.43,-0.06,(-0.09%),2023-04-07,"2,487,628",5.17,5.62,13.25,12.18,1.46%,35.31B
211,Consolidated Edison Inc.,ED,0.102186,94.61,-4.36,(-4.40%),2023-04-07,"1,578,628",4.67,5.20,21.20,19.04,3.27%,34.79B
212,Carrier Global Corp.,CARR,0.102015,41.74,-0.06,(-0.14%),2023-04-07,"4,862,080",4.09,2.84,10.22,14.72,1.77%,34.40B
213,Kinder Morgan Inc Class P,KMI,0.101794,17.67,-0.04,(-0.25%),2023-04-07,"7,980,571",1.12,1.18,15.78,15.03,6.27%,39.33B
214,Paychex Inc.,PAYX,0.101757,108.93,-0.12,(-0.11%),2023-04-07,"2,090,086",4.15,4.59,26.29,23.77,2.90%,38.94B
215,Devon Energy Corporation,DVN,0.100442,52.85,-0.06,(-0.11%),2023-04-07,"6,239,934",9.12,7.11,5.80,7.44,9.56%,34.08B
216,Welltower Inc.,WELL,0.098367,71.5,-0.05,(-0.07%),2023-04-07,"1,858,229",0.28,1.11,259.24,64.23,3.41%,34.74B
217,Warner Bros. Discovery Inc. Series A,WBD,0.097305,15.13,0.02,(0.13%),2023-04-07,"21,833,891",-2.62,0.94,-,15.99,-,36.11B
218,Mettler-Toledo International Inc.,MTD,0.097303,1423.62,-77.3,(-5.15%),2023-04-07,"96,402",38.46,49.02,39.02,30.62,-,32.46B
219,Electronic Arts Inc.,EA,0.095865,125.15,-0.01,(-0.01%),2023-04-07,"1,990,976",3.71,6.55,33.78,19.10,0.61%,33.94B
220,Fidelity National Information Services Inc.,FIS,0.095695,55.56,0.13,(0.23%),2023-04-07,"5,721,738",-28.27,6.46,-,8.58,3.75%,31.51B
221,Bank of New York Mellon Corp,BK,0.095617,45.13,0.28,(0.62%),2023-04-07,"3,207,345",2.90,5.38,15.47,8.33,3.30%,35.44B
222,Otis Worldwide Corporation,OTIS,0.095533,78.41,-0.09,(-0.11%),2023-04-07,"1,826,235",2.96,3.83,26.50,20.52,1.48%,32.07B
223,ON Semiconductor Corporation,ON,0.094617,75.23,-0.11,(-0.14%),2023-04-07,"3,530,708",4.25,5.15,17.73,14.64,-,32.35B
224,ResMed Inc.,RMD,0.09455,239.0,17.15,(7.73%),2023-04-07,"368,730",5.50,7.29,40.33,30.43,0.79%,32.14B
225,VICI Properties Inc,VICI,0.094533,32.15,-0.18,(-0.54%),2023-04-07,"4,631,548",1.25,2.45,25.79,13.20,4.83%,31.65B
226,PPG Industries Inc.,PPG,0.094077,137.94,-0.14,(-0.10%),2023-04-07,"1,461,683",4.34,7.76,31.84,17.79,1.80%,31.58B
227,DuPont de Nemours Inc.,DD,0.092972,69.5,-0.14,(-0.20%),2023-04-07,"2,888,363",2.01,4.38,34.61,15.91,2.07%,31.41B
228,Copart Inc.,CPRT,0.092736,74.95,0.57,(0.77%),2023-04-07,"1,632,234",2.25,2.63,33.13,28.30,-,34.63B
229,Ameriprise Financial Inc.,AMP,0.092043,301.38,4.06,(1.37%),2023-04-07,"430,825",22.45,33.11,13.25,8.98,1.68%,30.66B
230,Kroger Co.,KR,0.091976,48.46,-0.06,(-0.12%),2023-04-07,"4,393,802",3.06,4.50,15.87,10.77,2.14%,34.59B
231,Public Service Enterprise Group Inc,PEG,0.091921,61.51,-1.8,(-2.85%),2023-04-07,"3,869,136",2.06,3.70,30.75,17.09,3.60%,31.28B
232,Dollar Tree Inc.,DLTR,0.091222,149.0,-0.04,(-0.03%),2023-04-07,"1,404,564",7.20,7.93,20.69,18.80,-,32.34B
233,Cummins Inc.,CMI,0.090727,219.3,-1.03,(-0.47%),2023-04-07,"861,183",15.12,19.22,14.58,11.46,2.85%,30.56B
234,Rockwell Automation Inc.,ROK,0.090666,278.46,6.31,(2.32%),2023-04-07,"551,776",9.23,12.31,29.49,22.10,1.73%,30.61B
235,Cognizant Technology Solutions Corporation Class A,CTSH,0.090619,60.37,-0.05,(-0.08%),2023-04-07,"3,211,895",4.42,4.88,13.68,12.39,1.92%,30.21B
236,WEC Energy Group Inc,WEC,0.090521,97.5,-1.14,(-1.16%),2023-04-07,"1,250,562",4.45,4.90,22.15,20.13,3.16%,31.00B
237,AMETEK Inc.,AME,0.090515,135.1,-0.15,(-0.11%),2023-04-07,"1,175,833",5.01,6.43,27.00,21.03,0.74%,30.61B
238,Kraft Heinz Company,KHC,0.090375,39.07,-0.07,(-0.18%),2023-04-07,"4,978,138",1.91,2.86,20.45,13.68,4.09%,48.24B
239,Prudential Financial Inc.,PRU,0.089246,83.81,0.45,(0.54%),2023-04-07,"1,921,500",-3.94,12.93,-,6.45,6.00%,30.22B
240,Allstate Corporation,ALL,0.088904,118.18,2.96,(2.57%),2023-04-07,"1,414,450",-5.33,13.25,-,8.70,3.09%,29.87B
241,Keurig Dr Pepper Inc.,KDP,0.087773,35.59,-0.05,(-0.15%),2023-04-07,"8,511,689",1.01,1.92,35.36,18.55,2.24%,49.91B
242,D.R. Horton Inc.,DHI,0.087086,95.62,-0.02,(-0.02%),2023-04-07,"3,569,581",16.13,9.41,5.93,10.16,1.05%,32.02B
243,Verisk Analytics Inc,VRSK,0.086664,190.21,-0.21,(-0.11%),2023-04-07,"859,022",6.52,6.38,29.21,29.87,0.71%,29.32B
244,Halliburton Company,HAL,0.086422,32.56,-0.15,(-0.46%),2023-04-07,"5,832,660",1.73,3.64,18.92,8.99,1.96%,29.03B
245,Old Dominion Freight Line Inc.,ODFL,0.085861,325.45,-0.33,(-0.10%),2023-04-07,"489,004",12.18,13.31,26.74,24.48,0.49%,35.08B
246,Fastenal Company,FAST,0.085637,51.63,0.15,(0.29%),2023-04-07,"3,076,483",1.89,2.12,27.27,24.26,2.72%,28.78B
247,ONEOK Inc.,OKE,0.085423,65.18,-0.51,(-0.78%),2023-04-07,"2,031,524",3.84,4.85,17.12,13.54,5.82%,28.91B
248,American Water Works Company Inc.,AWK,0.085408,150.04,-1.84,(-1.21%),2023-04-07,"1,059,266",4.50,5.14,33.71,29.55,1.73%,29.44B
249,GE Healthcare Technologies Inc.,GEHC,0.084672,80.57,0.41,(0.51%),2023-04-07,"1,356,746",4.18,4.33,19.17,18.51,-,36.44B
250,W.W. Grainger Inc.,GWW,0.084229,687.65,45.99,(7.17%),2023-04-07,"318,621",30.28,36.37,21.19,17.64,1.07%,31.34B
251,Baker Hughes Company Class A,BKR,0.083054,28.51,-0.01,(-0.02%),2023-04-07,"4,583,269",-0.60,2.07,-,13.80,2.67%,28.72B
252,Eversource Energy,ES,0.082032,84.97,4.15,(5.13%),2023-04-07,"1,175,879",4.05,4.67,19.97,17.30,3.34%,28.13B
253,ANSYS Inc.,ANSS,0.081758,321.73,-0.35,(-0.11%),2023-04-07,"421,757",5.99,9.58,53.80,33.63,-,27.39B
254,SBA Communications Corp. Class A,SBAC,0.081706,262.53,2.85,(1.10%),2023-04-07,"336,375",4.22,5.86,61.58,44.29,1.31%,27.64B
255,Keysight Technologies Inc,KEYS,0.081278,155.58,-0.17,(-0.11%),2023-04-07,"869,656",6.37,8.53,24.47,18.27,-,27.16B
256,Aptiv PLC,APTV,0.081219,107.5,4.48,(4.35%),2023-04-07,"1,648,428",1.96,6.27,52.64,16.42,-,27.35B
257,CoStar Group Inc.,CSGP,0.080888,67.84,-0.52,(-0.75%),2023-04-07,"2,071,037",0.93,1.39,73.74,49.14,-,27.52B
258,Republic Services Inc.,RSG,0.080811,135.57,-0.14,(-0.10%),2023-04-07,"919,828",4.69,5.79,28.92,23.46,1.46%,42.77B
259,Edison International,EIX,0.080619,79.35,6.79,(9.36%),2023-04-07,"1,349,799",1.59,5.13,45.55,14.13,4.07%,27.53B
260,Global Payments Inc.,GPN,0.080574,104.4,-0.7,(-0.66%),2023-04-07,"1,567,359",0.43,11.78,241.61,8.92,0.95%,27.18B
261,Zimmer Biomet Holdings Inc.,ZBH,0.078861,129.05,-0.13,(-0.10%),2023-04-07,"780,982",1.38,7.57,93.67,17.07,0.74%,26.62B
262,AmerisourceBergen Corporation,ABC,0.078396,166.13,-0.22,(-0.13%),2023-04-07,"870,167",8.24,12.60,20.20,13.20,1.17%,33.48B
263,PG&E Corporation,PCG,0.078273,16.73,0.02,(0.09%),2023-04-07,"12,843,498",0.84,1.34,19.82,12.43,-,40.50B
264,Ulta Beauty Inc.,ULTA,0.077613,521.03,0.08,(0.01%),2023-04-07,"737,791",24.01,27.21,21.69,19.14,-,25.70B
265,State Street Corporation,STT,0.077463,77.99,1.83,(2.40%),2023-04-07,"2,163,765",7.19,9.46,10.59,8.05,3.31%,26.00B
266,Tractor Supply Company,TSCO,0.075821,232.87,-2.76,(-1.17%),2023-04-07,"986,504",9.71,11.58,24.26,20.35,1.75%,25.38B
267,Digital Realty Trust Inc.,DLR,0.075756,93.75,2.82,(3.10%),2023-04-07,"2,686,106",1.15,1.27,78.93,71.65,5.37%,25.18B
268,Enphase Energy Inc.,ENPH,0.075654,190.77,-0.23,(-0.12%),2023-04-07,"2,907,783",2.74,7.34,69.76,26.03,-,25.34B
269,Corning Inc,GLW,0.075645,34.09,-0.02,(-0.04%),2023-04-07,"3,104,703",1.54,2.49,22.19,13.67,3.28%,28.51B
270,Discover Financial Services,DFS,0.075489,97.16,0.14,(0.14%),2023-04-07,"1,770,005",15.45,13.98,6.28,6.94,2.47%,24.98B
271,Lennar Corporation Class A,LEN,0.075441,105.25,3.19,(3.12%),2023-04-07,"1,684,068",12.98,10.69,7.86,9.55,1.47%,28.17B
272,Diamondback Energy Inc.,FANG,0.07527,141.0,0.45,(0.32%),2023-04-07,"1,683,602",24.74,22.59,5.68,6.22,6.80%,25.45B
273,Walgreens Boots Alliance Inc.,WBA,0.074724,35.74,-0.04,(-0.11%),2023-04-07,"5,632,134",-3.64,4.81,-,7.44,5.37%,30.92B
274,Willis Towers Watson Public Limited Company,WTW,0.074538,236.5,-0.23,(-0.10%),2023-04-07,"396,251",9.48,17.21,24.98,13.75,1.42%,24.86B
275,West Pharmaceutical Services Inc.,WST,0.074369,344.38,-0.35,(-0.10%),2023-04-07,"462,143",7.66,8.45,45.03,40.81,0.22%,25.19B
276,Arch Capital Group Ltd.,ACGL,0.074191,69.47,0.53,(0.77%),2023-04-07,"1,979,232",3.81,6.72,18.10,10.25,-,25.68B
277,HP Inc.,HPQ,0.073772,29.24,-0.05,(-0.17%),2023-04-07,"3,968,232",2.51,3.59,11.67,8.17,3.58%,28.41B
278,Constellation Energy Corporation,CEG,0.073206,76.88,-0.08,(-0.10%),2023-04-07,"1,222,995",-0.46,5.14,-,14.98,1.47%,24.67B
279,CDW Corporation,CDW,0.073186,185.32,-0.18,(-0.09%),2023-04-07,"545,168",8.14,11.39,22.80,16.29,1.27%,24.53B
280,Gartner Inc.,IT,0.071958,313.43,-0.32,(-0.10%),2023-04-07,"477,832",9.98,10.94,31.43,28.68,-,24.34B
281,United Rentals Inc.,URI,0.071627,355.41,0.14,(0.04%),2023-04-07,"1,495,207",29.75,44.14,11.94,8.05,1.67%,24.06B
282,T. Rowe Price Group,TROW,0.071404,110.28,1.06,(0.97%),2023-04-07,"978,785",6.69,7.20,16.33,15.18,4.47%,23.97B
283,Equifax Inc.,EFX,0.069962,110.88,-85.5,(-43.55%),2023-04-07,"791,731",5.64,9.10,34.80,21.58,0.79%,23.83B
284,LyondellBasell Industries NV,LYB,0.069607,94.66,0.31,(0.33%),2023-04-07,"1,800,215",11.89,10.64,7.93,8.87,5.05%,30.43B
285,eBay Inc.,EBAY,0.068785,43.5,-0.07,(-0.16%),2023-04-07,"3,629,646",-2.14,4.53,-,9.62,2.30%,23.15B
286,AvalonBay Communities Inc.,AVB,0.068469,168.02,-0.17,(-0.10%),2023-04-07,"544,583",8.11,5.54,20.75,30.35,3.92%,22.86B
287,Align Technology Inc.,ALGN,0.068189,322.15,-0.99,(-0.31%),2023-04-07,"612,982",4.60,9.76,70.26,33.11,-,23.10B
288,International Flavors & Fragrances Inc.,IFF,0.067831,88.0,-3.45,(-3.77%),2023-04-07,"1,470,930",-7.33,5.67,-,16.13,3.54%,22.96B
289,Ameren Corporation,AEE,0.067744,89.52,-0.55,(-0.61%),2023-04-07,"1,543,765",4.14,4.68,21.76,19.25,2.80%,23.66B
290,Genuine Parts Company,GPC,0.066757,162.12,-0.16,(-0.10%),2023-04-07,"859,807",8.31,9.60,19.53,16.90,2.34%,22.45B
291,Albemarle Corporation,ALB,0.066343,194.98,0.3,(0.15%),2023-04-07,"2,014,379",22.82,28.91,8.53,6.73,0.82%,22.98B
292,Quanta Services Inc.,PWR,0.06627,158.98,-0.16,(-0.10%),2023-04-07,"679,287",3.32,8.06,47.90,19.74,0.20%,22.90B
293,Fortive Corp.,FTV,0.06623,54.13,-10.2,(-15.89%),2023-04-07,"1,617,312",2.10,3.66,30.71,17.58,0.44%,22.46B
294,Entergy Corporation,ETR,0.065805,110.0,-0.97,(-0.87%),2023-04-07,"917,564",5.38,7.19,20.61,15.43,3.86%,23.37B
295,FirstEnergy Corp.,FE,0.065622,41.48,-0.23,(-0.54%),2023-04-07,"3,640,271",0.71,2.68,58.82,15.58,3.74%,23.60B
296,Hartford Financial Services Group Inc.,HIG,0.064652,70.43,0.57,(0.82%),2023-04-07,"1,291,556",5.45,9.68,12.81,7.21,2.43%,21.62B
297,CBRE Group Inc. Class A,CBRE,0.064627,93.2,22.89,(32.56%),2023-04-07,"1,432,390",4.27,5.83,16.46,12.07,-,21.20B
298,Insulet Corporation,PODD,0.064442,317.91,0.19,(0.06%),2023-04-07,"391,003",0.06,2.08,5673.57,153.04,-,21.95B
299,Church & Dwight Co. Inc.,CHD,0.064395,85.34,-5.27,(-5.82%),2023-04-07,"1,264,752",1.68,3.28,53.97,27.61,1.20%,21.72B
300,DTE Energy Company,DTE,0.064282,111.41,-2.44,(-2.15%),2023-04-07,"1,754,036",5.51,6.69,20.65,17.02,3.35%,23.28B
301,Weyerhaeuser Company,WY,0.064275,29.71,-0.15,(-0.49%),2023-04-07,"2,918,732",2.52,1.18,11.85,25.21,2.55%,21.22B
302,Ingersoll Rand Inc.,IR,0.064265,56.9,2.44,(4.47%),2023-04-07,"1,887,489",1.44,2.82,37.87,19.33,0.15%,21.73B
303,Vulcan Materials Company,VMC,0.063781,166.49,1.56,(0.94%),2023-04-07,"877,293",4.45,7.30,37.07,22.58,1.04%,21.76B
304,Extra Space Storage Inc.,EXR,0.063532,154.41,-8.38,(-5.15%),2023-04-07,"2,202,527",6.41,6.34,25.40,25.66,3.98%,21.42B
305,Delta Air Lines Inc.,DAL,0.062956,33.85,0.16,(0.49%),2023-04-07,"6,291,766",2.05,6.90,16.44,4.88,-,21.10B
306,McCormick & Company Incorporated,MKC,0.062561,86.95,1.15,(1.33%),2023-04-07,"1,188,073",2.47,2.88,34.78,29.78,1.82%,22.39B
307,Baxter International Inc.,BAX,0.06221,41.73,-0.57,(-1.35%),2023-04-07,"4,393,803",-4.83,3.29,-,12.86,2.74%,21.25B
308,Monolithic Power Systems Inc.,MPWR,0.061756,472.26,-1.35,(-0.28%),2023-04-07,"299,029",9.05,15.66,52.34,30.24,0.84%,22.28B
309,Martin Marietta Materials Inc.,MLM,0.061263,350.55,11.96,(3.53%),2023-04-07,"287,087",13.70,17.19,24.71,19.70,0.78%,20.76B
310,PPL Corporation,PPL,0.060864,28.12,-0.44,(-1.52%),2023-04-07,"4,524,948",0.97,1.71,29.46,16.74,3.36%,20.85B
311,Cardinal Health Inc.,CAH,0.060432,79.24,0.01,(0.01%),2023-04-07,"1,855,286",-4.65,6.34,-,12.49,2.50%,20.37B
312,Hologic Inc.,HOLX,0.060201,82.86,0.0,(0.00%),2023-04-07,"1,214,725",3.92,4.05,21.13,20.44,-,20.38B
313,Laboratory Corporation of America Holdings,LH,0.059852,251.11,18.93,(8.15%),2023-04-07,"423,244",13.84,19.00,16.77,12.22,1.24%,20.13B
314,Equity Residential,EQR,0.05969,59.75,-0.39,(-0.65%),2023-04-07,"1,054,552",2.07,1.71,29.08,35.27,4.41%,22.21B
315,Hewlett Packard Enterprise Co.,HPE,0.059513,15.84,-0.02,(-0.10%),2023-04-07,"6,339,030",0.64,2.15,24.67,7.38,3.03%,20.28B
316,Teledyne Technologies Incorporated,TDY,0.05925,433.39,-0.44,(-0.10%),2023-04-07,"321,920",16.53,20.82,26.24,20.84,-,19.98B
317,First Solar Inc.,FSLR,0.058991,204.02,-0.49,(-0.24%),2023-04-07,"1,484,278",-0.42,12.81,-,15.96,-,21.38B
318,M&T Bank Corporation,MTB,0.058,116.53,-1.04,(-0.88%),2023-04-07,"1,473,511",10.98,18.07,10.71,6.51,4.42%,19.76B
319,Dover Corporation,DOV,0.057798,141.52,-0.05,(-0.03%),2023-04-07,"945,533",7.27,9.78,19.48,14.47,1.43%,19.29B
320,VeriSign Inc.,VRSN,0.057658,212.83,-0.23,(-0.11%),2023-04-07,"256,979",6.24,8.16,34.13,26.10,-,21.79B
321,Coterra Energy Inc.,CTRA,0.057482,24.89,-0.05,(-0.20%),2023-04-07,"5,166,626",5.08,3.13,4.91,7.97,10.02%,18.77B
322,Alexandria Real Estate Equities Inc.,ARE,0.057094,124.13,-0.27,(-0.21%),2023-04-07,"604,221",3.17,3.61,39.22,34.47,3.89%,21.25B
323,Clorox Company,CLX,0.056785,157.63,-0.13,(-0.08%),2023-04-07,"679,491",3.51,5.38,44.93,29.33,2.99%,19.02B
324,CenterPoint Energy Inc.,CNP,0.056449,29.3,-1.47,(-4.77%),2023-04-07,"4,792,126",1.60,1.62,19.27,19.04,2.47%,19.30B
325,STERIS Plc,STE,0.055739,192.9,-0.2,(-0.10%),2023-04-07,"241,208",-0.29,8.78,-,21.99,0.97%,18.92B
326,Omnicom Group Inc,OMC,0.055217,92.95,-0.1,(-0.11%),2023-04-07,"1,294,264",6.37,7.75,14.60,12.00,3.01%,18.42B
327,Take-Two Interactive Software Inc.,TTWO,0.054987,119.38,0.38,(0.32%),2023-04-07,"1,512,680",-2.26,5.24,-,22.70,-,19.62B
328,Southwest Airlines Co.,LUV,0.054573,31.58,-0.02,(-0.05%),2023-04-07,"2,979,659",0.79,3.84,39.99,8.23,2.28%,18.36B
329,Las Vegas Sands Corp.,LVS,0.054296,56.91,-0.11,(-0.18%),2023-04-07,"2,818,900",-1.40,2.75,-,20.72,-,42.12B
330,Nasdaq Inc.,NDAQ,0.053953,54.62,-0.28,(-0.52%),2023-04-07,"2,440,169",2.26,2.92,24.27,18.79,1.46%,26.53B
331,Cooper Companies Inc.,COO,0.053551,372.15,-0.16,(-0.04%),2023-04-07,"286,356",7.55,14.37,49.29,25.90,0.02%,18.12B
332,Darden Restaurants Inc.,DRI,0.053206,148.81,-0.89,(-0.59%),2023-04-07,"1,282,218",7.67,8.79,19.52,17.04,3.23%,18.07B
333,Conagra Brands Inc.,CAG,0.052932,37.71,-0.68,(-1.76%),2023-04-07,"4,635,448",1.42,2.81,27.12,13.63,3.44%,18.21B
334,Invitation Homes Inc.,INVH,0.052917,31.46,-0.04,(-0.11%),2023-04-07,"1,928,505",0.63,0.75,50.30,42.10,3.30%,18.93B
335,CMS Energy Corporation,CMS,0.052887,64.75,2.44,(3.92%),2023-04-07,"1,855,847",2.61,3.35,23.84,18.62,3.13%,18.12B
336,Northern Trust Corporation,NTRS,0.052679,87.77,1.04,(1.20%),2023-04-07,"1,989,829",6.14,7.50,14.13,11.56,3.46%,17.74B
337,Xylem Inc.,XYL,0.052669,93.0,-7.26,(-7.24%),2023-04-07,"1,260,004",1.96,3.63,51.13,27.64,1.32%,17.68B
338,Fifth Third Bancorp,FITB,0.052087,26.16,0.08,(0.31%),2023-04-07,"8,396,416",3.35,3.92,7.79,6.65,5.06%,17.49B
339,Waters Corporation,WAT,0.052077,299.7,-0.3,(-0.10%),2023-04-07,"313,658",11.74,14.13,25.55,21.23,-,17.40B
340,Skyworks Solutions Inc.,SWKS,0.051746,111.03,-0.32,(-0.29%),2023-04-07,"1,249,564",7.33,10.80,15.20,10.31,2.23%,17.62B
341,Cincinnati Financial Corporation,CINF,0.051614,114.57,2.72,(2.43%),2023-04-07,"575,769",-2.97,5.99,-,18.68,2.68%,17.31B
342,Westinghouse Air Brake Technologies Corporation,WAB,0.050815,96.2,-0.16,(-0.17%),2023-04-07,"488,824",3.46,5.98,27.82,16.10,0.71%,17.06B
343,Kellogg Company,K,0.050635,65.78,-2.21,(-3.25%),2023-04-07,"1,559,604",2.81,4.25,24.23,16.00,3.47%,23.19B
344,Mid-America Apartment Communities Inc.,MAA,0.050565,150.22,-0.04,(-0.03%),2023-04-07,"390,087",5.48,4.87,27.40,30.84,3.73%,17.22B
345,Tyson Foods Inc. Class A,TSN,0.050486,59.6,-0.01,(-0.02%),2023-04-07,"1,957,172",6.73,5.47,8.86,10.90,3.22%,20.84B
346,Raymond James Financial Inc.,RJF,0.05019,104.19,14.84,(16.61%),2023-04-07,"1,333,400",7.18,10.46,12.44,8.54,1.88%,19.02B
347,Regions Financial Corporation,RF,0.050116,18.38,0.02,(0.11%),2023-04-07,"6,509,457",2.28,2.50,8.06,7.33,4.36%,16.95B
348,Steel Dynamics Inc.,STLD,0.049949,102.02,-1.41,(-1.36%),2023-04-07,"1,669,523",20.80,8.43,4.97,12.28,1.64%,17.48B
349,Ventas Inc.,VTR,0.049692,42.62,-0.01,(-0.02%),2023-04-07,"1,774,566",-0.12,0.09,-,468.46,4.22%,17.49B
350,Fair Isaac Corporation,FICO,0.049289,615.0,-57.4,(-8.54%),2023-04-07,"127,596",14.95,22.80,44.97,29.49,-,16.76B
351,PerkinElmer Inc.,PKI,0.049169,135.04,1.47,(1.10%),2023-04-07,"600,143",4.05,6.17,32.96,21.67,0.21%,16.60B
352,Amcor PLC,AMCR,0.049068,11.23,-0.03,(-0.22%),2023-04-07,"9,398,343",0.71,0.82,15.80,13.79,4.36%,16.36B
353,Targa Resources Corp.,TRGP,0.049063,74.88,-0.05,(-0.07%),2023-04-07,"1,027,576",3.89,6.66,19.28,11.25,1.87%,16.67B
354,Expeditors International of Washington Inc.,EXPD,0.048777,105.3,-0.05,(-0.04%),2023-04-07,"1,280,047",8.23,5.12,12.79,20.56,1.27%,15.82B
355,J.M. Smucker Company,SJM,0.048696,157.79,1.28,(0.82%),2023-04-07,"796,398",6.66,9.48,23.52,16.51,2.61%,16.71B
356,Principal Financial Group Inc.,PFG,0.048601,75.18,1.76,(2.39%),2023-04-07,"1,363,678",18.82,7.52,3.90,9.76,3.49%,17.81B
357,Broadridge Financial Solutions Inc.,BR,0.048337,141.07,-0.14,(-0.10%),2023-04-07,"784,934",4.49,7.53,31.45,18.74,2.05%,16.45B
358,Atmos Energy Corporation,ATO,0.048155,115.31,-0.11,(-0.09%),2023-04-07,"903,633",5.65,6.41,20.43,18.01,2.56%,16.46B
359,Molina Healthcare Inc.,MOH,0.048132,285.45,-0.12,(-0.04%),2023-04-07,"583,128",13.54,22.99,21.08,12.42,-,16.55B
360,Ball Corporation,BALL,0.047952,69.75,17.12,(32.54%),2023-04-07,"1,931,143",2.23,3.56,23.60,14.80,1.52%,16.30B
361,NVR Inc.,NVR,0.047861,5415.31,-52.8,(-0.97%),2023-04-07,"20,126",492.33,363.32,11.11,15.05,-,17.28B
