#,Company,Symbol,Weight,Price,Chg,% Chg,date,Volume,EPS (Trailing),EPS (Forward),P/E (Trailing),P/E (Forward),Dividend Yield,Market Cap
494,Alaska Air Group Inc.,ALK,0.014156,38.97,0.84,(2.19%),2023-03-27,"516,680",0.44,6.88,87.25,5.55,-,5.01B
495,Ralph Lauren Corporation Class A,RL,0.013725,114.54,3.45,(3.11%),2023-03-27,"587,858",7.45,9.23,14.92,12.04,2.70%,7.41B
496,Newell Brands Inc,NWL,0.013149,11.89,0.26,(2.19%),2023-03-27,"1,201,925",0.47,1.37,24.64,8.50,7.91%,4.97B
497,Zions Bancorporation N.A.,ZION,0.012765,29.71,1.46,(5.15%),2023-03-27,"3,287,313",5.79,6.54,4.88,4.32,5.81%,4.50B
498,Fox Corporation Class B,FOX,0.012731,31.01,0.63,(2.07%),2023-03-27,"283,392",2.72,2.35,11.17,12.93,1.65%,17.11B
499,DaVita Inc.,DVA,0.012708,77.2,1.08,(1.42%),2023-03-27,"283,806",5.64,7.06,13.50,10.78,-,6.99B
500,Lincoln National Corp,LNC,0.009611,21.36,0.66,(3.18%),2023-03-27,"4,020,780",-13.17,9.51,-,2.18,8.70%,3.82B
501,First Republic Bank,FRC,0.006766,14.13,1.77,(14.33%),2023-03-27,"5,389,850",8.25,7.01,1.50,1.76,8.74%,3.36B
502,DISH Network Corporation Class A,DISH,0.006471,8.62,-0.13,(-1.44%),2023-03-27,"4,160,757",3.62,0.61,2.42,14.39,-,4.87B
503,News Corporation Class B,NWS,0.005997,16.66,0.32,(1.96%),2023-03-27,"274,886",-1.46,-,-,-,1.22%,9.35B
504,SVB Financial Group,SIVB,0.0,39.19,-66.8,(-63.04%),2023-03-27,"11,485,731",,,,,,
505,Signature Bank,SBNY,0.0,65.12,-4.88,(-6.97%),2023-03-27,1,,,,,,
