Symbol,Previous Close,Open,Bid,Ask,Day's Range,52 Week Range,Volume,Avg. Volume
RMD,221.15,221.42,218.19 x 2200,225.39 x 800,220.63 - 221.94,189.40 - 253.67,"346,342","626,037"
VICI,32.12,32.15,32.24 x 2200,32.25 x 1100,32.00 - 32.33,26.42 - 35.69,"3,775,194","6,634,442"
DD,70.36,69.98,69.00 x 900,69.75 x 800,69.15 - 70.24,49.52 - 78.40,"2,602,175","3,202,160"
CPRT,74.68,74.06,74.58 x 800,75.76 x 800,73.58 - 74.52,51.10 - 76.23,"1,632,222","1,971,404"
FIS,53.72,53.63,55.39 x 1200,56.10 x 900,53.60 - 55.49,48.57 - 106.65,"5,629,596","6,751,067"
AMP,298.49,298.84,288.15 x 1000,314.75 x 800,296.39 - 300.89,219.99 - 357.46,"407,384","633,404"
PEG,63.17,63.57,63.34 x 800,63.37 x 900,62.86 - 63.91,52.51 - 75.61,"3,789,980","2,522,498"
KR,48.06,48.04,48.53 x 1800,48.52 x 800,47.92 - 48.57,41.82 - 62.78,"4,250,750","5,513,588"
DLTR,148.70,147.74,149.06 x 2200,149.04 x 800,147.29 - 149.35,124.76 - 177.19,"1,222,882","2,319,468"
ROK,273.17,272.18,270.00 x 900,272.19 x 800,270.94 - 274.49,190.08 - 309.36,"533,894","709,226"
CTSH,60.66,60.45,60.36 x 800,60.37 x 1000,60.21 - 60.89,51.33 - 89.32,"2,974,455","4,703,249"
AME,135.67,135.24,135.25 x 900,135.40 x 800,134.50 - 136.45,106.17 - 148.06,"1,130,021","1,033,931"
CMI,220.35,220.42,218.00 x 800,223.20 x 800,218.42 - 221.74,184.28 - 261.91,"839,792","1,067,539"
WEC,98.34,98.95,96.39 x 800,100.00 x 800,97.56 - 99.26,80.82 - 108.39,"1,250,562","1,393,359"
KHC,39.02,39.15,39.04 x 1800,39.17 x 1100,38.97 - 39.36,32.73 - 44.87,"4,801,167","6,747,198"
PRU,82.84,83.18,83.32 x 900,83.34 x 900,82.85 - 83.93,75.37 - 122.54,"1,716,855","2,411,955"
DHI,97.39,97.10,94.11 x 1400,96.91 x 1000,94.22 - 97.15,59.25 - 104.14,"3,508,197","3,016,165"
ALL,114.88,115.37,115.24 x 1200,115.22 x 900,114.80 - 116.60,103.20 - 144.46,"1,362,948","1,979,385"
HAL,33.06,33.10,32.57 x 1300,32.69 x 1400,32.51 - 33.20,23.30 - 43.99,"5,722,056","9,764,449"
KDP,35.40,35.43,35.45 x 3100,35.80 x 1200,35.44 - 35.89,33.35 - 41.31,"8,302,403","7,738,211"
VRSK,191.46,191.22,189.87 x 900,190.71 x 800,189.59 - 191.22,156.05 - 221.82,"805,121","1,094,121"
OKE,65.99,66.14,65.49 x 900,65.60 x 1200,65.49 - 66.33,50.50 - 75.07,"1,891,669","2,597,031"
FAST,51.51,51.22,51.54 x 1300,51.55 x 1200,50.70 - 51.85,43.73 - 59.75,"2,830,879","3,315,588"
GEHC,81.12,80.97,80.00 x 900,80.22 x 1300,80.09 - 81.06,53.00 - 82.62,"1,329,889","2,605,788"
ODFL,324.97,324.05,325.83 x 800,327.69 x 800,320.80 - 329.03,231.31 - 381.81,"468,560","783,634"
GWW,646.25,642.00,565.00 x 800,782.56 x 800,637.42 - 648.57,440.48 - 709.21,"295,867","299,975"
BKR,29.04,29.01,28.30 x 1300,29.20 x 1300,28.42 - 29.10,20.42 - 38.66,"4,583,139","6,740,647"
AWK,150.21,151.00,146.45 x 800,151.68 x 900,150.42 - 152.31,122.77 - 173.87,"1,059,254","1,240,662"
APTV,104.50,103.67,101.97 x 1200,104.33 x 900,101.89 - 103.93,77.96 - 124.88,"1,636,619","1,837,308"
ANSS,323.30,320.82,314.26 x 800,327.76 x 1300,319.06 - 322.64,194.23 - 333.89,"401,993","512,565"
ES,80.52,81.09,78.83 x 900,82.72 x 800,79.99 - 81.36,70.54 - 94.63,"1,071,195","1,818,175"
KEYS,155.96,154.50,153.38 x 900,158.02 x 1000,153.66 - 156.68,127.93 - 189.45,"868,170","1,191,113"
SBAC,258.21,258.60,258.66 x 800,265.00 x 900,256.56 - 259.95,236.20 - 379.99,"318,700","836,368"
RSG,135.23,135.45,135.02 x 1100,135.80 x 900,134.79 - 136.09,119.72 - 149.17,"869,712","1,538,080"
EIX,72.26,72.50,72.31 x 800,72.75 x 1000,71.76 - 72.75,54.45 - 73.32,"1,241,722","2,102,816"
CSGP,67.75,67.76,66.94 x 1100,69.84 x 900,67.41 - 68.58,53.51 - 85.37,"1,793,354","2,211,604"
GPN,103.93,103.52,105.30 x 800,106.40 x 900,103.06 - 105.41,92.27 - 146.71,"1,535,160","1,822,554"
ULTA,534.12,530.00,520.00 x 900,522.00 x 1000,520.73 - 532.42,330.80 - 553.06,"735,764","584,018"
ABC,167.36,168.00,166.42 x 900,166.48 x 900,165.89 - 168.82,135.14 - 174.63,"857,765","1,290,632"
ZBH,128.59,128.59,128.85 x 800,128.87 x 800,127.81 - 129.37,100.39 - 135.05,"754,824","1,396,947"
PCG,16.50,16.58,16.56 x 3000,16.73 x 900,16.41 - 16.73,9.64 - 16.83,"12,403,050","14,689,898"
LEN,104.03,103.65,102.00 x 800,102.82 x 1000,100.95 - 104.07,62.54 - 109.28,"1,620,779","2,269,144"
STT,75.59,75.67,76.22 x 1200,76.52 x 1300,75.12 - 76.71,58.62 - 94.74,"2,159,050","3,031,485"
ENPH,193.67,191.43,190.36 x 1300,191.00 x 900,187.17 - 192.00,128.67 - 339.92,"2,867,821","4,249,719"
FANG,142.98,142.23,140.00 x 800,140.97 x 1100,140.30 - 142.44,103.71 - 168.95,"1,681,600","2,437,711"
GLW,34.26,34.03,34.07 x 2900,34.54 x 900,33.91 - 34.29,28.98 - 37.73,"3,028,482","4,319,140"
DFS,97.40,97.53,97.02 x 900,99.30 x 900,96.65 - 97.99,87.64 - 121.17,"1,730,129","2,527,327"
TSCO,234.53,232.74,235.39 x 800,240.46 x 800,229.68 - 235.89,166.49 - 242.02,"939,296","1,043,488"
WBA,36.12,36.06,35.66 x 3000,35.92 x 4000,35.56 - 36.20,30.39 - 47.28,"5,631,479","6,852,349"
DLR,90.21,90.00,90.72 x 800,90.96 x 800,88.40 - 90.97,85.76 - 153.50,"2,684,751","2,312,818"
WST,346.76,345.87,344.21 x 800,344.22 x 1000,339.91 - 346.36,206.19 - 424.00,"456,140","586,598"
WTW,236.06,236.16,236.27 x 900,236.46 x 800,234.49 - 237.12,187.89 - 258.93,"377,577","546,785"
CDW,187.97,186.86,182.91 x 800,185.50 x 900,185.32 - 187.26,147.91 - 215.00,"529,790","837,077"
HPQ,29.41,29.34,29.06 x 3100,29.31 x 1400,29.18 - 29.52,24.08 - 41.47,"3,824,266","6,312,442"
ACGL,68.59,68.77,68.72 x 800,70.00 x 1100,68.43 - 69.44,41.05 - 72.28,"1,914,905","2,136,986"
CEG,76.50,76.61,76.91 x 900,78.65 x 1100,76.17 - 76.98,52.64 - 97.89,"1,172,208","2,138,745"
IT,313.16,312.43,312.54 x 800,312.70 x 1000,307.42 - 313.83,221.39 - 358.25,"470,701","462,447"
TROW,109.59,109.49,107.79 x 900,111.88 x 1100,108.67 - 109.92,93.53 - 148.95,"945,041","1,789,919"
EFX,199.40,198.50,149.77 x 800,250.00 x 800,196.26 - 198.50,145.98 - 234.14,"779,974","800,686"
URI,351.27,349.99,345.60 x 1100,357.09 x 900,345.63 - 360.44,230.54 - 481.99,"1,465,337","917,919"
LYB,94.27,93.88,93.41 x 800,94.42 x 800,93.11 - 94.90,71.46 - 117.22,"1,604,798","2,114,573"
EBAY,43.85,43.64,43.21 x 900,43.86 x 900,43.24 - 43.83,35.92 - 56.23,"3,629,503","4,867,763"
AVB,166.32,167.72,165.18 x 800,167.66 x 1400,165.60 - 168.21,153.07 - 258.81,"464,692","890,627"
AEE,89.27,89.85,90.07 x 1000,90.18 x 900,88.84 - 90.24,73.28 - 99.20,"1,543,763","1,434,362"
ALB,196.71,195.18,193.90 x 900,195.20 x 1100,193.02 - 195.99,185.15 - 334.55,"2,013,730","1,734,301"
IFF,90.32,90.11,91.49 x 800,91.46 x 1200,89.85 - 91.62,81.53 - 135.17,"1,428,890","2,187,977"
ALGN,317.02,315.67,321.00 x 1100,327.25 x 1100,312.47 - 324.63,172.05 - 431.27,"595,667","1,049,478"
GPC,162.16,161.92,162.59 x 800,165.82 x 900,160.73 - 162.77,125.55 - 187.73,"859,796","1,188,765"
PWR,159.83,159.21,158.20 x 1200,165.25 x 900,159.07 - 161.11,106.33 - 168.75,"662,140","940,003"
FTV,64.71,64.47,64.40 x 800,64.45 x 800,63.99 - 64.77,52.47 - 69.78,"1,554,931","1,952,337"
ETR,110.57,111.48,110.93 x 800,112.00 x 1200,109.71 - 111.90,94.94 - 126.82,"900,187","1,416,004"
FE,41.61,41.77,41.00 x 1200,41.48 x 1400,41.29 - 41.88,35.32 - 48.85,"3,540,703","3,985,272"
IR,54.89,54.60,54.45 x 800,54.46 x 800,54.37 - 55.34,39.28 - 60.39,"1,808,022","2,523,132"
CBRE,70.08,69.87,69.50 x 800,71.58 x 800,69.57 - 70.39,66.31 - 89.76,"1,313,856","1,660,591"
HIG,69.25,69.56,69.75 x 800,69.76 x 800,69.33 - 70.26,60.17 - 79.44,"1,099,569","2,277,316"
PODD,315.89,316.74,312.00 x 900,326.34 x 900,313.75 - 317.84,181.00 - 326.74,"386,285","842,414"
CHD,89.71,90.09,86.88 x 800,90.80 x 800,89.71 - 90.67,70.16 - 105.28,"1,105,075","1,379,088"
WY,29.58,29.59,29.10 x 1800,30.32 x 900,29.50 - 30.02,27.37 - 42.86,"2,836,390","4,418,886"
VMC,164.06,163.34,162.25 x 900,170.87 x 1000,162.00 - 165.35,137.54 - 197.76,"854,425","818,793"
DTE,112.13,112.77,112.14 x 900,113.61 x 900,112.45 - 114.01,100.64 - 140.23,"1,753,904","1,257,481"
DAL,33.46,33.58,33.53 x 1200,33.66 x 1400,33.22 - 33.82,27.20 - 46.27,"6,143,690","10,090,875"
EXR,160.02,161.13,162.03 x 900,162.93 x 1100,159.23 - 162.79,139.97 - 222.36,"2,161,862","1,331,091"
MKC,84.92,85.14,85.75 x 1200,85.73 x 900,84.74 - 85.82,70.60 - 105.19,"1,133,346","1,547,240"
BAX,42.26,42.46,42.32 x 2200,42.33 x 800,41.85 - 42.72,37.35 - 80.58,"4,216,050","6,704,381"
MPWR,473.32,466.53,453.50 x 800,492.07 x 1000,460.54 - 477.75,301.69 - 541.39,"287,891","512,621"
MLM,337.06,334.32,338.05 x 1000,338.97 x 1000,332.13 - 340.04,284.99 - 386.73,"282,020","393,496"
CAH,79.42,79.77,77.90 x 1200,80.48 x 900,78.97 - 80.61,49.70 - 81.57,"1,797,836","2,567,113"
PPL,28.38,28.51,28.46 x 3200,28.70 x 3100,28.25 - 28.62,23.47 - 31.74,"4,427,307","5,743,208"
LH,234.01,234.45,185.73 x 1000,251.11 x 800,231.40 - 234.99,200.32 - 280.72,"406,598","617,857"
HPE,15.91,15.90,15.57 x 2200,16.10 x 2200,15.80 - 15.95,11.90 - 17.25,"6,047,260","13,728,047"
HOLX,82.09,82.07,82.90 x 900,83.02 x 800,81.77 - 83.02,59.78 - 86.65,"1,185,186","1,554,942"
TDY,433.74,432.36,435.00 x 800,695.39 x 1000,431.27 - 438.00,325.00 - 493.97,"306,078","182,324"
EQR,59.61,60.02,59.93 x 1200,60.84 x 800,59.33 - 60.18,54.60 - 94.32,"972,798","2,293,354"
CTRA,25.41,25.21,24.50 x 2200,24.90 x 1000,24.90 - 25.33,22.25 - 36.55,"5,164,078","9,325,385"
DOV,142.89,142.29,139.54 x 800,143.81 x 1100,141.29 - 143.19,114.49 - 160.66,"857,360","895,178"
FSLR,201.61,201.08,203.55 x 1300,204.45 x 800,199.88 - 204.64,59.60 - 219.55,"1,483,148","2,451,772"
MTB,117.41,117.78,117.41 x 800,117.40 x 900,116.51 - 118.68,110.00 - 193.42,"1,447,751","1,937,001"
VRSN,212.44,211.38,210.21 x 800,213.00 x 800,210.01 - 213.06,155.25 - 224.56,"256,979","591,250"
ARE,123.66,124.32,122.08 x 1000,127.10 x 800,122.64 - 124.74,114.95 - 205.70,"603,719","1,116,626"
CLX,157.42,157.81,153.90 x 800,158.04 x 800,157.07 - 158.84,120.50 - 160.59,"613,130","1,233,098"
TTWO,120.98,120.50,118.01 x 900,119.01 x 1000,118.74 - 120.91,90.00 - 147.90,"1,406,692","1,755,518"
CNP,30.39,30.50,30.07 x 1100,30.99 x 1300,30.29 - 30.80,25.03 - 33.50,"4,625,380","3,928,214"
OMC,93.65,93.62,92.86 x 800,92.98 x 1200,92.62 - 93.64,61.31 - 96.52,"1,264,579","1,951,796"
STE,192.25,192.51,188.53 x 800,195.57 x 800,191.03 - 193.31,159.21 - 255.93,"218,718","545,693"
LUV,31.58,31.77,31.57 x 1400,31.61 x 1100,31.36 - 31.83,28.95 - 50.10,"2,910,663","6,608,629"
DRI,151.85,151.79,149.87 x 900,152.27 x 900,149.14 - 151.79,110.96 - 155.90,"1,278,367","1,287,932"
LVS,56.55,56.68,56.61 x 1400,56.85 x 800,55.46 - 57.02,28.88 - 60.99,"2,767,791","4,906,609"
COO,373.60,373.27,371.29 x 800,371.89 x 900,366.01 - 373.96,244.22 - 424.36,"278,591","309,824"
NDAQ,54.56,54.63,54.88 x 900,55.26 x 1100,54.37 - 55.04,46.77 - 69.22,"2,373,348","2,555,498"
NTRS,87.54,87.73,86.77 x 800,86.78 x 800,86.36 - 88.06,76.15 - 116.58,"1,629,815","1,215,532"
CAG,38.27,38.60,38.20 x 800,38.70 x 1400,38.04 - 38.78,31.02 - 41.30,"4,387,644","4,491,931"
CMS,62.12,62.47,61.09 x 800,63.50 x 900,61.68 - 62.92,52.41 - 73.76,"1,779,495","1,934,654"
XYL,100.27,100.06,100.17 x 1100,100.17 x 800,99.15 - 100.30,72.08 - 118.58,"1,225,051","1,768,911"
WAT,302.66,302.94,299.53 x 800,299.87 x 800,298.30 - 304.11,265.61 - 369.00,"301,584","358,226"
INVH,31.21,31.37,30.80 x 900,31.87 x 800,31.12 - 31.58,28.52 - 44.36,"1,779,310","3,216,603"
SWKS,112.48,111.32,110.62 x 1000,111.36 x 900,110.61 - 112.38,76.16 - 124.83,"1,249,528","1,838,781"
FITB,25.77,26.49,26.08 x 3200,26.25 x 3100,26.01 - 26.68,22.11 - 41.87,"8,321,041","9,111,672"
CINF,111.28,111.28,111.61 x 800,111.66 x 1100,110.15 - 111.96,88.66 - 143.22,"561,019","795,116"
WAB,96.58,96.72,94.92 x 800,97.62 x 800,95.75 - 96.78,78.26 - 107.86,"471,533","974,734"
TSN,59.96,60.19,59.23 x 800,59.80 x 800,59.44 - 60.42,55.81 - 99.54,"1,814,444","3,172,996"
K,68.03,68.31,67.73 x 800,68.60 x 900,67.68 - 68.63,63.74 - 77.17,"1,545,639","2,187,167"
RJF,89.78,89.91,89.30 x 900,89.25 x 800,88.56 - 90.85,84.86 - 126.00,"1,277,975","1,595,167"
MAA,149.19,149.50,147.21 x 900,153.36 x 1200,148.27 - 150.29,138.68 - 217.23,"351,136","797,524"
RF,18.29,18.30,18.35 x 1000,18.55 x 2900,18.22 - 18.59,13.94 - 24.33,"6,289,697","11,987,472"
STLD,103.22,103.17,100.71 x 800,105.00 x 800,101.19 - 104.24,62.44 - 136.46,"1,669,068","1,894,296"
FICO,676.62,671.30,655.21 x 800,690.61 x 1100,668.98 - 677.00,340.48 - 711.85,"112,579","292,462"
AMCR,11.31,11.31,11.15 x 1000,11.30 x 4000,11.18 - 11.32,10.42 - 13.61,"8,335,451","8,227,742"
TRGP,75.28,75.62,74.57 x 1200,75.25 x 1000,74.68 - 75.62,55.56 - 81.50,"959,921","1,644,155"
PKI,133.36,133.36,133.42 x 800,133.53 x 1000,132.08 - 133.98,113.46 - 174.10,"590,073","873,524"
SJM,157.29,157.91,156.00 x 900,158.35 x 900,155.99 - 158.27,119.82 - 163.07,"734,596","973,531"
VTR,41.97,42.26,42.62 x 800,42.63 x 1200,41.88 - 42.67,35.33 - 62.07,"1,687,692","2,247,618"
EXPD,105.63,105.24,78.33 x 1200,110.25 x 800,104.68 - 106.14,86.08 - 119.90,"1,247,723","1,424,852"
NVR,"5,542.84","5,538.16","5,275.00 x 800","5,473.16 x 900","5,444.06 - 5,538.16","3,576.01 - 5,620.00","18,376","22,403"
BALL,53.18,52.89,52.49 x 900,52.50 x 800,51.99 - 53.07,46.00 - 89.89,"1,873,521","1,777,573"
PFG,73.07,73.24,71.58 x 900,76.93 x 900,73.18 - 74.25,61.05 - 96.17,"1,331,374","1,951,372"
BR,140.88,140.57,140.88 x 800,140.94 x 800,139.35 - 141.25,131.35 - 183.33,"759,733","573,540"
ATO,114.84,115.49,113.69 x 2200,117.03 x 1200,113.89 - 115.78,97.71 - 122.96,"781,813","814,103"
MOH,283.91,285.56,278.74 x 800,285.25 x 800,282.62 - 288.64,249.78 - 374.00,"556,124","507,836"
IEX,217.84,217.41,216.79 x 800,216.63 x 1100,215.28 - 218.25,172.19 - 246.23,"243,969","382,268"
DGX,142.60,143.07,140.58 x 1100,145.22 x 800,142.16 - 143.78,120.40 - 158.34,"867,610","1,202,304"
MRO,25.70,25.51,25.44 x 1300,25.60 x 1200,25.25 - 25.70,19.42 - 33.42,"7,765,212","10,838,970"
EPAM,282.53,281.26,285.71 x 1000,289.62 x 800,278.76 - 286.51,260.68 - 462.99,"350,207","452,526"
AES,24.10,24.24,23.81 x 900,24.39 x 2200,24.04 - 24.40,18.62 - 29.89,"4,660,799","4,375,183"
TER,101.23,99.93,100.36 x 800,100.86 x 800,99.25 - 101.16,67.81 - 117.42,"1,171,578","1,649,547"
HBAN,11.04,11.15,11.19 x 34100,11.20 x 1300,11.02 - 11.34,9.94 - 15.74,"14,405,334","20,483,336"
MOS,46.29,44.61,43.69 x 800,43.70 x 1300,43.26 - 44.63,41.16 - 79.28,"6,240,802","4,283,122"
SEDG,278.90,276.14,280.33 x 1200,280.65 x 800,273.54 - 281.39,190.15 - 375.90,"624,009","1,150,372"
HWM,42.11,41.94,39.47 x 1200,42.49 x 1400,41.51 - 42.20,29.84 - 44.37,"2,465,129","3,113,878"
ZBRA,300.15,297.28,293.86 x 1000,306.26 x 800,294.91 - 303.13,224.87 - 427.02,"179,130","356,329"
FDS,402.04,400.60,397.74 x 900,410.94 x 800,399.74 - 405.66,345.92 - 474.13,"190,690","242,527"
BBY,76.28,76.07,74.90 x 800,74.91 x 1200,74.86 - 76.07,60.79 - 98.18,"1,751,502","2,415,311"
FLT,207.47,207.00,207.42 x 1200,332.22 x 800,205.90 - 208.80,161.69 - 265.30,"259,993","610,013"
FMC,121.88,120.55,114.32 x 1100,116.96 x 800,116.12 - 121.09,98.24 - 140.99,"1,479,919","792,044"
GRMN,98.20,97.97,97.94 x 800,97.98 x 900,97.46 - 98.46,76.37 - 117.20,"489,524","978,660"
IRM,51.58,51.50,52.10 x 900,52.80 x 800,51.09 - 52.29,43.33 - 58.61,"1,121,798","1,509,362"
LW,104.17,106.00,106.79 x 1000,106.71 x 800,105.03 - 109.70,60.59 - 109.70,"3,957,351","1,334,885"
EVRG,63.15,63.67,61.83 x 800,63.26 x 800,62.90 - 63.93,54.12 - 73.13,"2,015,282","1,428,901"
TYL,347.72,344.82,346.24 x 800,359.32 x 1100,342.59 - 352.91,281.11 - 440.07,"162,107","289,627"
AVY,176.79,176.32,176.81 x 800,177.00 x 800,175.03 - 177.20,151.62 - 204.37,"487,752","506,390"
J,112.40,112.59,112.77 x 1000,115.41 x 800,112.02 - 113.02,106.78 - 150.32,"438,853","666,995"
IPG,37.03,36.90,36.15 x 3000,37.75 x 900,36.62 - 37.12,25.14 - 39.52,"4,301,695","3,541,070"
CF,73.16,72.80,70.57 x 1000,71.76 x 1000,71.29 - 72.81,67.95 - 119.60,"2,295,697","2,882,027"
TXT,67.89,67.74,67.71 x 900,67.91 x 800,67.25 - 68.36,57.11 - 76.11,"1,501,552","1,449,881"
RE,363.00,363.94,350.35 x 1200,366.00 x 800,361.82 - 366.98,244.58 - 395.00,"245,369","293,242"
CBOE,135.62,134.75,135.33 x 800,136.64 x 1200,134.75 - 137.20,103.82 - 137.20,"536,494","704,068"
JBHT,170.26,170.02,165.59 x 800,169.95 x 800,169.01 - 170.93,153.92 - 200.64,"553,966","725,129"
CFG,28.62,28.71,29.00 x 800,29.26 x 1000,28.64 - 29.42,28.27 - 45.34,"5,510,221","6,364,865"
PAYC,285.60,283.49,284.00 x 800,288.62 x 900,278.55 - 289.91,255.82 - 402.78,"510,842","507,865"
BG,92.24,92.09,92.00 x 1300,92.48 x 800,90.39 - 92.77,80.41 - 128.40,"1,429,376","1,929,867"
BRO,58.84,58.81,59.14 x 800,59.09 x 800,58.50 - 59.17,52.82 - 73.86,"757,619","1,164,011"
LNT,54.82,55.18,53.68 x 800,54.84 x 900,54.52 - 55.38,47.19 - 65.37,"1,270,557","1,594,977"
LKQ,54.27,54.07,53.80 x 800,55.11 x 800,53.99 - 54.50,43.71 - 59.33,"978,469","1,708,906"
MGM,43.18,43.32,42.99 x 1000,43.00 x 1400,42.58 - 43.43,26.41 - 46.24,"3,688,254","4,192,734"
UAL,42.03,42.29,42.61 x 900,42.68 x 900,41.85 - 42.83,31.58 - 55.04,"6,297,590","8,579,355"
INCY,73.78,74.10,74.52 x 1100,75.39 x 800,73.87 - 76.03,65.07 - 86.29,"1,601,604","1,608,970"
NTAP,62.81,62.48,62.80 x 800,63.20 x 1000,62.34 - 63.46,58.08 - 80.79,"2,714,088","1,894,901"
EXPE,91.49,91.88,91.55 x 1100,91.61 x 1300,90.05 - 92.38,82.39 - 196.78,"1,572,659","2,670,868"
RCL,61.99,62.30,61.16 x 1000,61.20 x 800,60.71 - 62.33,31.09 - 87.68,"3,049,716","3,836,770"
PHM,58.63,58.36,57.83 x 900,57.84 x 900,57.40 - 58.58,35.03 - 60.89,"2,120,640","2,680,591"
PTC,126.14,125.33,125.27 x 900,125.14 x 1000,124.34 - 125.94,96.55 - 139.91,"504,064","722,324"
ESS,209.44,211.00,205.06 x 800,208.99 x 800,207.92 - 211.00,195.03 - 363.36,"336,325","544,527"
ETSY,105.27,103.96,102.80 x 1100,104.70 x 3100,100.74 - 104.72,67.01 - 149.91,"3,120,202","3,283,488"
PKG,140.39,140.72,137.90 x 800,143.00 x 900,139.72 - 141.82,110.56 - 168.50,"681,188","764,557"
IP,35.47,35.53,35.72 x 2200,35.73 x 800,35.35 - 35.81,30.69 - 50.23,"2,278,361","3,164,972"
WRB,62.65,62.96,63.00 x 800,63.01 x 1200,62.58 - 63.82,58.92 - 76.99,"1,281,414","1,495,136"
MKTX,337.74,334.59,329.12 x 900,342.68 x 900,332.30 - 345.09,217.44 - 399.78,"477,179","368,557"
STX,64.86,64.38,62.89 x 1300,65.92 x 1200,64.04 - 64.86,47.47 - 88.25,"1,023,739","2,529,988"
POOL,321.82,322.93,291.00 x 1000,473.19 x 900,321.03 - 327.70,278.10 - 473.98,"443,085","427,601"
SYF,28.50,28.56,28.59 x 1400,29.30 x 1400,28.33 - 29.07,27.15 - 41.88,"5,176,244","5,801,281"
LDOS,91.51,91.97,90.11 x 800,95.40 x 800,90.83 - 92.12,87.24 - 111.12,"801,668","943,668"
UDR,40.14,40.39,39.99 x 800,41.36 x 1000,39.99 - 40.70,37.18 - 60.01,"1,694,667","2,473,431"
APA,37.99,37.78,38.04 x 800,38.47 x 800,37.55 - 38.54,30.15 - 51.95,"5,084,166","6,201,408"
TFX,262.17,262.49,262.21 x 800,262.46 x 800,259.04 - 264.75,182.65 - 349.39,"305,569","339,819"
AKAM,77.41,77.28,77.61 x 900,78.88 x 800,77.08 - 78.99,70.65 - 123.25,"1,041,448","1,725,218"
SNA,229.73,228.96,125.00 x 800,248.00 x 1100,226.68 - 229.38,190.08 - 259.78,"309,171","306,049"
TRMB,49.16,48.80,48.02 x 900,49.89 x 1100,48.18 - 49.31,47.09 - 73.17,"1,396,458","1,278,370"
VTRS,9.80,9.90,9.89 x 4000,9.94 x 27000,9.82 - 9.94,8.42 - 12.40,"9,088,130","9,716,050"
EQT,32.60,32.28,32.19 x 1200,32.27 x 1200,31.69 - 32.51,28.11 - 51.97,"5,367,528","6,973,016"
PEAK,21.48,21.23,20.83 x 3200,22.01 x 2200,21.12 - 21.55,20.21 - 35.72,"5,151,695","4,594,434"
DPZ,328.38,328.90,324.92 x 900,331.50 x 800,327.29 - 331.34,291.00 - 426.44,"683,407","839,309"
KIM,19.12,19.20,19.05 x 3100,19.51 x 1800,18.89 - 19.20,17.34 - 26.57,"3,099,078","4,827,121"
HRL,40.49,40.66,40.20 x 1000,40.35 x 1800,40.07 - 40.73,37.78 - 55.11,"2,730,667","2,055,544"
TECH,74.04,74.38,68.05 x 800,75.67 x 800,74.10 - 75.81,68.00 - 113.81,"1,015,707","986,891"
NI,28.69,28.79,28.62 x 1800,28.63 x 1800,28.50 - 28.95,23.78 - 32.43,"3,003,059","3,965,495"
HST,16.08,16.18,15.81 x 3200,16.36 x 1400,15.93 - 16.18,14.51 - 21.63,"4,236,792","7,556,396"
CPT,103.49,103.88,102.88 x 900,106.28 x 900,103.20 - 104.64,97.74 - 174.58,"324,694","909,057"
HSIC,83.98,84.21,84.78 x 900,97.00 x 1000,83.65 - 84.86,64.75 - 92.68,"883,930","885,439"
NDSN,211.71,211.39,206.82 x 800,213.99 x 900,208.77 - 211.53,194.89 - 251.26,"216,805","275,113"
WYNN,108.60,108.59,109.05 x 900,109.55 x 800,107.10 - 109.15,50.20 - 117.17,"1,387,775","2,520,262"
WDC,35.06,34.85,35.30 x 1000,35.35 x 1200,34.67 - 35.40,29.73 - 63.26,"4,661,704","4,308,296"
CPB,55.56,55.56,55.48 x 800,55.51 x 800,55.36 - 56.04,44.37 - 57.78,"1,492,935","2,417,844"
CTLT,61.62,61.54,64.94 x 900,64.95 x 900,60.90 - 65.64,40.69 - 115.33,"1,832,924","2,300,114"
BWA,46.40,46.35,45.97 x 900,45.98 x 2200,45.78 - 46.40,31.14 - 51.14,"2,014,734","2,086,277"
JNPR,34.31,33.64,32.99 x 4000,34.39 x 800,33.25 - 33.75,25.18 - 37.18,"3,206,270","3,743,322"
CHRW,93.18,92.87,92.62 x 1200,94.11 x 1200,92.15 - 93.25,86.60 - 121.23,"840,089","1,466,309"
SWK,74.47,74.47,74.00 x 1000,76.10 x 800,73.27 - 74.55,70.24 - 147.37,"1,385,302","1,894,642"
L,56.22,56.37,56.38 x 800,56.38 x 900,55.88 - 56.58,49.36 - 68.20,"561,532","904,850"
KEY,11.56,11.57,11.94 x 4000,11.91 x 3100,11.52 - 12.11,9.61 - 22.17,"18,796,424","21,064,903"
JKHY,147.17,147.17,148.57 x 800,148.38 x 800,147.17 - 149.31,139.28 - 212.62,"432,918","616,572"
MAS,47.38,47.27,45.35 x 900,47.05 x 800,46.69 - 47.37,42.33 - 58.18,"1,685,020","1,919,414"
CE,106.82,106.17,99.50 x 1100,110.53 x 900,104.89 - 106.63,86.71 - 161.37,"662,765","1,135,326"
CDAY,69.33,68.47,65.83 x 800,70.24 x 800,67.54 - 69.26,43.23 - 79.66,"654,516","1,200,491"
PARA,21.00,20.96,21.60 x 3100,21.66 x 3100,20.72 - 21.77,15.29 - 37.00,"8,153,898","11,372,727"
FOXA,33.74,33.37,33.45 x 1000,33.46 x 1300,33.22 - 33.65,28.01 - 40.12,"2,509,696","2,909,532"
MTCH,36.01,35.70,35.66 x 1300,36.30 x 1800,34.70 - 35.75,34.62 - 104.69,"6,181,746","4,218,842"
KMX,62.44,62.51,63.50 x 900,64.33 x 900,61.97 - 64.61,52.10 - 106.24,"1,643,635","2,289,542"
