Symbol,Previous Close,Open,Bid,Ask,Day's Range,52 Week Range,Volume,Avg. Volume,YTD Return,Expense Ratio (net),Category,Last Cap Gain,Morningstar Rating,Morningstar Risk Rating,Sustainability Rating
AAPL,162.36,162.44,164.90 x 1100,164.91 x 1300,162.13 - 165.00,124.17 - 178.49,"68,749,792","68,884,983",,,,,,,
MSFT,284.05,283.73,288.36 x 1000,288.55 x 900,283.03 - 288.81,213.43 - 315.11,"32,765,976","32,729,230",,,,,,,
AMZN,102.00,102.16,103.32 x 900,103.33 x 1300,101.95 - 103.42,81.43 - 168.39,"56,750,317","68,335,864",,,,,,,
NVDA,273.83,271.40,278.00 x 1100,278.10 x 900,271.05 - 278.34,108.13 - 278.34,"43,393,277","50,175,538",,,,,,,
GOOGL,100.89,101.30,103.55 x 1200,103.66 x 1000,101.05 - 103.89,83.34 - 143.71,"36,863,369","40,085,480",,,,,,,
BRK.B,N/A,N/A,N/A x N/A,N/A x N/A,N/A - N/A,undefined - undefined,N/A,N/A,,,,,,,
GOOG,101.32,101.71,103.90 x 1000,103.91 x 800,101.44 - 104.19,83.45 - 144.04,"28,107,953","32,354,383",,,,,,,
TSLA,195.28,197.53,207.62 x 1200,207.65 x 900,197.23 - 207.79,101.81 - 384.29,"170,222,118","174,717,187",,,,,,,
META,207.84,207.24,212.00 x 1400,212.20 x 1100,206.77 - 212.17,88.09 - 236.86,"25,440,273","32,431,335",,,,,,,
XOM,109.49,109.68,109.50 x 800,109.60 x 1000,109.05 - 110.16,79.29 - 119.63,"14,417,961","16,993,569",,,,,,,
UNH,470.06,471.52,483.00 x 800,488.00 x 800,470.28 - 475.99,449.70 - 558.10,"3,996,695","3,604,795",,,,,,,
JNJ,153.43,153.79,154.80 x 800,155.05 x 900,153.24 - 155.18,150.11 - 186.69,"9,890,047","8,242,203",,,,,,,
JPM,128.75,129.66,128.72 x 900,130.25 x 800,128.85 - 130.34,101.28 - 144.34,"13,105,215","13,515,120",,,,,,,
V,222.36,223.60,225.62 x 800,227.00 x 800,223.30 - 225.83,174.60 - 234.30,"9,508,978","6,287,720",,,,,,,
PG,147.45,147.74,148.50 x 1000,148.90 x 800,147.58 - 148.69,122.18 - 164.90,"7,685,942","6,885,888",,,,,,,
MA,359.26,361.13,363.38 x 800,363.70 x 900,360.38 - 363.64,276.87 - 390.00,"3,376,796","2,888,346",,,,,,,
HD,285.36,286.99,294.55 x 900,295.00 x 1000,286.76 - 295.55,264.51 - 347.25,"5,800,560","3,901,887",,,,,,,
CVX,162.39,162.70,162.85 x 900,163.16 x 3000,162.16 - 163.70,132.54 - 189.68,"7,041,436","8,915,880",,,,,,,
ABBV,157.92,158.43,157.41 x 1000,160.00 x 800,157.73 - 159.57,134.09 - 175.91,"4,957,340","6,343,206",,,,,,,
LLY,340.69,342.00,341.00 x 1000,344.50 x 800,340.69 - 343.65,276.83 - 375.25,"2,933,578","3,185,582",,,,,,,
MRK,105.92,106.23,102.00 x 800,112.00 x 800,105.52 - 106.53,82.73 - 115.49,"7,184,258","8,818,146",,,,,,,
AVGO,633.75,630.54,641.55 x 2200,643.00 x 900,625.91 - 642.22,415.07 - 648.50,"2,209,728","2,297,351",,,,,,,
PEP,180.83,182.16,182.10 x 800,182.50 x 3200,181.32 - 182.49,154.86 - 186.84,"4,480,030","4,773,891",,,,,,,
KO,61.85,62.06,61.96 x 900,62.09 x 900,61.87 - 62.25,54.02 - 67.20,"14,440,888","13,904,324",,,,,,,
PFE,40.38,40.55,40.75 x 4000,40.79 x 2900,40.28 - 40.83,39.23 - 56.32,"23,393,576","23,076,714",,,,,,,
TMO,562.97,566.97,574.50 x 800,576.70 x 800,563.66 - 576.66,475.77 - 618.36,"1,438,708","1,424,906",,,,,,,
COST,491.48,495.00,497.05 x 800,497.50 x 1300,493.94 - 498.27,406.51 - 612.27,"2,082,044","1,958,991",,,,,,,
CSCO,51.43,51.44,52.40 x 1200,52.50 x 1000,51.39 - 52.35,38.60 - 56.12,"20,588,795","18,425,859",,,,,,,
WMT,145.67,146.58,147.21 x 1000,147.53 x 1200,146.53 - 148.44,117.27 - 160.77,"6,955,996","6,544,264",,,,,,,
MCD,277.79,278.92,279.52 x 800,279.99 x 800,278.50 - 280.64,228.34 - 281.67,"2,902,491","2,743,340",,,,,,,
BAC,28.30,28.62,28.53 x 1300,28.55 x 38500,28.26 - 28.68,26.32 - 41.14,"56,482,080","56,234,924",,,,,,,
CRM,196.60,197.49,199.85 x 1400,199.99 x 800,196.99 - 200.00,126.34 - 221.00,"6,634,260","9,173,577",,,,,,,
DIS,98.10,98.89,100.22 x 1200,100.35 x 800,98.50 - 100.20,84.07 - 139.26,"8,919,965","10,941,969",,,,,,,
ACN,282.66,283.12,285.75 x 800,288.76 x 800,282.61 - 285.96,242.80 - 345.30,"3,009,370","2,416,379",,,,,,,
ADBE,381.90,382.29,385.00 x 1100,385.80 x 900,380.28 - 385.73,274.73 - 473.49,"3,063,428","3,050,967",,,,,,,
LIN,351.54,350.37,350.10 x 900,360.00 x 800,349.11 - 355.63,262.47 - 362.74,"1,513,468","2,641,291",,,,,,,
ABT,99.08,99.92,99.76 x 3100,102.17 x 1200,99.73 - 101.41,93.25 - 124.36,"6,442,440","5,172,203",,,,,,,
TXN,184.24,184.02,186.01 x 900,186.44 x 1100,183.12 - 186.30,144.46 - 186.30,"4,793,263","5,350,246",,,,,,,
DHR,249.80,251.26,237.00 x 900,270.00 x 900,249.83 - 252.74,233.71 - 303.82,"2,754,736","2,600,590",,,,,,,
VZ,38.66,38.79,38.92 x 3100,39.04 x 1400,38.55 - 39.05,34.55 - 55.51,"22,801,450","20,443,138",,,,,,,
AMD,97.88,96.34,98.03 x 800,98.04 x 1200,95.27 - 98.36,54.57 - 110.94,"55,861,066","62,631,953",,,,,,,
CMCSA,37.15,37.28,37.89 x 3200,38.00 x 3000,37.21 - 37.95,28.39 - 48.42,"15,858,425","19,623,061",,,,,,,
NEE,76.59,76.76,77.01 x 900,78.00 x 800,75.98 - 77.12,67.22 - 91.35,"10,124,428","9,252,616",,,,,,,
NFLX,338.43,340.05,345.65 x 800,345.95 x 1300,337.23 - 345.84,162.71 - 396.02,"5,610,161","7,860,067",,,,,,,
PM,96.62,97.14,96.09 x 800,97.80 x 1000,96.68 - 97.36,82.85 - 109.81,"3,887,397","4,707,374",,,,,,,
NKE,120.10,120.92,122.50 x 800,122.70 x 1000,120.60 - 122.71,82.22 - 139.14,"5,659,422","6,341,061",,,,,,,
BMY,68.20,68.66,68.31 x 1100,69.86 x 1800,68.37 - 69.38,65.28 - 81.44,"8,953,242","8,183,966",,,,,,,
RTX,97.37,97.98,97.70 x 900,98.19 x 1100,97.50 - 98.05,80.27 - 106.02,"4,652,714","4,803,188",,,,,,,
WFC,37.38,37.73,37.38 x 2900,37.49 x 1000,37.31 - 37.94,35.25 - 50.19,"30,287,859","23,278,195",,,,,,,
QCOM,127.40,126.65,128.00 x 800,128.10 x 1100,126.39 - 127.97,101.93 - 156.66,"6,222,445","7,756,891",,,,,,,
UPS,191.09,191.93,193.50 x 900,194.20 x 900,190.93 - 194.10,154.87 - 209.39,"2,571,248","3,117,853",,,,,,,
ORCL,90.51,90.56,92.92 x 800,92.99 x 1000,90.46 - 93.00,60.78 - 93.00,"10,476,333","7,227,632",,,,,,,
T,19.08,19.12,19.25 x 2200,19.28 x 900,19.03 - 19.25,14.46 - 21.53,"27,130,925","32,272,635",,,,,,,
INTC,32.09,31.80,32.65 x 2200,32.66 x 3100,31.74 - 32.90,24.59 - 49.23,"59,764,991","47,010,653",,,,,,,
AMGN,241.50,241.43,239.08 x 800,243.49 x 1100,239.15 - 242.40,223.30 - 296.67,"2,762,531","2,514,345",,,,,,,
HON,189.12,190.12,191.05 x 900,191.55 x 1000,189.33 - 191.38,166.63 - 220.96,"2,702,570","3,189,558",,,,,,,
INTU,440.09,442.63,445.77 x 1000,450.00 x 900,441.86 - 448.04,339.36 - 507.71,"1,700,999","1,623,143",,,,,,,
COP,99.25,99.81,99.02 x 1100,99.21 x 800,98.94 - 99.90,78.30 - 138.49,"7,708,836","6,721,688",,,,,,,
UNP,198.36,198.87,201.28 x 900,205.19 x 800,198.68 - 201.38,183.69 - 260.69,"3,422,593","3,601,611",,,,,,,
BA,211.04,211.75,212.40 x 1300,212.60 x 900,211.39 - 214.80,113.02 - 221.33,"5,147,549","6,314,688",,,,,,,
CAT,224.54,226.38,228.50 x 900,229.19 x 900,224.90 - 229.05,160.60 - 266.04,"2,746,909","3,353,864",,,,,,,
IBM,129.22,129.47,131.03 x 800,131.13 x 900,129.42 - 131.22,115.55 - 153.21,"4,524,686","5,159,538",,,,,,,
LOW,192.65,194.09,199.81 x 800,200.20 x 1400,193.95 - 200.23,170.12 - 223.31,"3,151,577","3,097,279",,,,,,,
SBUX,101.32,101.84,104.02 x 900,104.30 x 1100,102.03 - 104.28,68.39 - 110.83,"6,900,065","6,187,604",,,,,,,
MS,86.11,86.80,87.69 x 1000,87.95 x 900,86.18 - 87.87,72.05 - 100.99,"6,142,357","7,986,875",,,,,,,
PLD,121.92,122.97,124.57 x 800,126.97 x 900,122.69 - 124.89,98.03 - 174.54,"5,305,332","3,046,314",,,,,,,
SPGI,341.27,343.83,344.77 x 800,351.19 x 800,342.16 - 346.59,279.32 - 417.37,"1,732,799","1,425,448",,,,,,,
ELV,458.92,461.33,464.40 x 1000,467.00 x 900,457.42 - 461.81,440.02 - 549.52,"1,084,012","1,151,043",,,,,,,
DE,403.70,406.00,412.65 x 800,413.77 x 1300,406.00 - 413.56,283.81 - 448.40,"1,779,199","1,521,253",,,,,,,
GS,321.14,323.47,326.60 x 800,326.96 x 1000,322.42 - 327.32,277.84 - 389.58,"2,281,101","3,030,337",,,,,,,
LMT,473.18,474.19,472.00 x 1100,473.50 x 800,471.03 - 475.35,373.67 - 498.95,"1,409,664","1,484,433",,,,,,,
MDT,79.18,79.65,80.24 x 900,81.00 x 1200,79.25 - 80.63,75.77 - 114.31,"5,561,355","6,338,119",,,,,,,
AMAT,122.11,121.52,122.84 x 900,123.00 x 900,121.00 - 123.52,71.12 - 129.70,"5,016,500","6,586,308",,,,,,,
GE,94.05,94.53,95.63 x 900,95.75 x 900,94.31 - 95.67,46.78 - 95.67,"7,380,208","8,141,094",,,,,,,
GILD,81.45,81.64,82.97 x 1100,83.34 x 900,81.19 - 83.14,57.17 - 89.74,"7,135,830","6,249,900",,,,,,,
BKNG,"2,609.76","2,625.70","2,648.00 x 800","2,675.00 x 800","2,621.99 - 2,660.86","1,616.85 - 2,660.86","365,790","331,814",,,,,,,
BLK,661.04,665.09,658.72 x 800,675.00 x 800,662.61 - 669.15,503.12 - 788.65,"516,338","729,801",,,,,,,
ADI,194.21,193.52,197.22 x 800,197.59 x 800,193.25 - 197.56,133.48 - 197.56,"3,873,013","3,502,116",,,,,,,
AXP,162.41,163.67,164.65 x 900,164.99 x 800,161.75 - 165.08,130.65 - 192.42,"3,594,349","3,683,048",,,,,,,
CVS,74.70,74.77,75.01 x 1200,75.32 x 800,74.08 - 74.89,72.11 - 107.73,"10,515,035","9,260,135",,,,,,,
MDLZ,69.58,69.94,69.53 x 900,69.73 x 1000,69.46 - 70.02,54.72 - 70.39,"7,037,393","6,076,754",,,,,,,
SYK,280.71,282.62,212.30 x 900,295.00 x 800,280.93 - 285.68,188.84 - 285.68,"1,881,350","1,343,522",,,,,,,
AMT,201.18,201.14,201.00 x 800,206.58 x 900,201.01 - 204.49,178.17 - 282.47,"2,558,038","2,071,353",,,,,,,
ADP,219.49,220.92,222.63 x 800,231.41 x 900,219.81 - 222.77,196.61 - 274.92,"1,782,915","2,094,793",,,,,,,
NOW,439.63,443.10,465.00 x 800,465.90 x 1000,441.60 - 465.40,337.00 - 575.81,"2,454,005","1,635,454",,,,,,,
TJX,76.91,77.42,77.37 x 900,79.20 x 800,77.15 - 78.40,53.69 - 83.13,"5,104,809","5,360,383",,,,,,,
C,46.07,46.60,46.98 x 4000,47.00 x 2900,46.33 - 46.97,40.01 - 54.56,"16,009,182","20,387,154",,,,,,,
ISRG,251.30,253.22,255.47 x 1300,256.65 x 800,252.07 - 256.74,180.07 - 308.97,"1,575,223","1,715,654",,,,,,,
REGN,811.50,814.90,809.80 x 800,822.00 x 1000,810.95 - 822.52,538.01 - 835.00,"866,170","650,946",,,,,,,
TMUS,144.57,144.90,144.84 x 900,145.25 x 900,144.48 - 145.27,120.90 - 154.38,"5,228,312","5,337,485",,,,,,,
PYPL,74.39,74.51,75.71 x 800,75.99 x 800,74.12 - 76.03,66.39 - 122.92,"8,378,585","13,224,390",,,,,,,
PGR,143.79,144.18,143.06 x 1000,145.00 x 900,142.39 - 144.84,106.35 - 146.50,"2,344,477","2,455,564",,,,,,,
MMC,164.88,166.64,166.55 x 800,169.13 x 800,164.97 - 166.64,143.33 - 183.14,"1,656,502","1,652,387",,,,,,,
VRTX,312.16,313.00,308.85 x 800,319.55 x 800,312.10 - 315.37,233.01 - 325.19,"1,111,143","1,280,758",,,,,,,
CB,193.42,195.04,191.48 x 800,196.78 x 1000,193.24 - 195.70,173.78 - 231.37,"1,989,196","1,903,374",,,,,,,
SCHW,52.47,52.45,52.22 x 1000,52.25 x 1200,50.76 - 52.65,45.00 - 86.63,"43,886,081","21,937,619",,,,,,,
MO,44.50,44.63,44.60 x 1400,44.62 x 1300,44.42 - 44.72,40.35 - 57.05,"7,711,451","8,508,806",,,,,,,
ZTS,164.15,165.10,164.39 x 800,166.44 x 1800,164.03 - 166.49,124.15 - 201.32,"1,705,029","2,172,282",,,,,,,
CI,254.09,255.74,258.01 x 1300,260.00 x 800,253.40 - 256.00,240.11 - 340.11,"1,876,861","1,788,875",,,,,,,
SO,69.06,69.20,69.31 x 1000,71.25 x 900,68.76 - 69.61,60.71 - 80.57,"5,195,229","4,414,853",,,,,,,
DUK,96.16,96.40,94.75 x 1000,96.65 x 1100,95.92 - 96.99,83.76 - 116.33,"3,205,281","3,001,911",,,,,,,
TGT,160.27,161.50,165.60 x 800,165.90 x 1200,160.95 - 165.83,137.16 - 254.87,"3,094,079","3,283,379",,,,,,,
LRCX,531.36,527.64,529.60 x 1000,530.70 x 900,525.39 - 533.09,299.59 - 548.85,"1,163,703","1,297,519",,,,,,,
FISV,113.00,113.79,112.00 x 900,113.03 x 1100,112.61 - 113.90,87.03 - 119.48,"3,874,126","3,648,630",,,,,,,
BSX,49.60,49.80,49.41 x 3200,50.73 x 1400,49.69 - 50.21,34.98 - 50.21,"11,585,749","7,745,725",,,,,,,
BDX,245.17,246.49,243.54 x 800,251.68 x 800,244.25 - 247.64,215.90 - 277.29,"1,107,486","1,108,790",,,,,,,
SLB,48.74,48.85,48.95 x 800,49.17 x 1000,48.63 - 49.48,30.65 - 59.45,"8,153,990","9,740,487",,,,,,,
MU,63.09,60.35,60.44 x 900,60.48 x 2200,59.90 - 61.65,48.43 - 78.18,"35,416,496","15,379,593",,,,,,,
CME,188.93,188.99,191.54 x 900,192.52 x 1000,188.80 - 192.00,166.55 - 247.02,"2,047,224","1,940,153",,,,,,,
ETN,169.09,170.24,165.70 x 1000,173.51 x 900,169.27 - 171.76,122.50 - 178.75,"2,931,576","1,990,406",,,,,,,
ITW,239.88,241.28,222.73 x 900,245.00 x 900,240.62 - 243.74,173.52 - 253.37,"1,043,094","1,103,804",,,,,,,
NOC,460.98,462.98,461.02 x 800,462.70 x 800,459.45 - 463.40,430.94 - 556.27,"640,613","1,119,256",,,,,,,
EOG,113.54,114.00,111.20 x 1100,114.70 x 1000,113.49 - 114.94,92.16 - 150.88,"4,940,079","3,930,150",,,,,,,
EQIX,702.01,704.21,720.53 x 800,758.74 x 1200,702.56 - 722.88,494.89 - 776.35,"614,214","397,558",,,,,,,
AON,313.00,315.01,309.92 x 900,317.97 x 800,312.87 - 315.45,246.21 - 341.98,"606,671","842,961",,,,,,,
CL,75.25,75.61,75.15 x 4000,75.59 x 1000,75.06 - 75.86,67.84 - 83.81,"5,153,558","4,484,361",,,,,,,
APD,277.97,278.87,282.30 x 800,290.00 x 800,278.14 - 287.55,218.88 - 328.56,"1,487,605","1,150,995",,,,,,,
CSX,29.50,29.60,29.53 x 4000,29.95 x 4000,29.46 - 29.98,25.80 - 38.17,"11,340,781","13,880,530",,,,,,,
HUM,488.36,490.49,499.11 x 800,501.00 x 800,483.65 - 490.67,410.87 - 571.30,"1,274,590","1,058,856",,,,,,,
MPC,133.94,134.19,131.43 x 900,134.88 x 1300,132.86 - 134.90,77.62 - 136.46,"3,143,368","3,940,437",,,,,,,
ATVI,84.89,84.95,85.55 x 2900,85.85 x 1000,84.71 - 85.74,70.94 - 85.74,"5,235,101","6,550,116",,,,,,,
WM,161.53,162.39,161.17 x 1000,165.29 x 800,162.11 - 163.43,138.89 - 175.98,"3,115,601","1,852,593",,,,,,,
FCX,40.20,40.26,41.03 x 1100,41.05 x 800,40.23 - 41.10,24.80 - 51.78,"11,181,342","12,966,630",,,,,,,
ICE,102.73,103.50,101.48 x 800,105.84 x 800,103.30 - 104.38,88.60 - 133.52,"3,192,342","2,766,198",,,,,,,
SNPS,375.94,377.00,386.27 x 900,392.00 x 900,375.96 - 386.67,255.02 - 391.17,"1,131,930","793,812",,,,,,,
CCI,132.53,132.71,133.84 x 1000,136.99 x 900,131.86 - 133.96,121.71 - 199.97,"2,379,796","2,026,354",,,,,,,
EL,246.72,248.25,246.40 x 1000,247.09 x 1000,245.01 - 249.63,186.47 - 285.79,"1,893,164","1,431,003",,,,,,,
CDNS,207.01,208.00,208.91 x 900,210.50 x 900,207.54 - 210.23,132.32 - 210.23,"2,104,120","1,750,996",,,,,,,
MMM,102.78,103.50,104.91 x 900,105.15 x 800,103.01 - 105.19,100.16 - 154.66,"3,611,488","3,602,425",,,,,,,
HCA,259.44,260.74,258.00 x 1300,263.66 x 800,260.07 - 263.68,164.47 - 279.02,"1,223,921","1,269,874",,,,,,,
KLAC,396.03,393.73,399.25 x 1000,404.71 x 900,392.89 - 399.88,250.20 - 429.46,"1,055,518","1,171,308",,,,,,,
VLO,137.02,136.67,136.91 x 800,139.60 x 900,135.10 - 139.83,96.71 - 150.39,"3,330,602","4,191,377",,,,,,,
ORLY,841.50,843.10,826.38 x 800,854.00 x 1000,842.90 - 850.00,562.90 - 873.94,"404,367","464,564",,,,,,,
FDX,224.40,224.99,228.21 x 900,228.54 x 1000,224.82 - 228.86,141.92 - 248.76,"1,654,502","2,064,037",,,,,,,
SHW,217.02,217.92,224.25 x 900,225.50 x 1400,217.40 - 225.28,195.24 - 285.00,"1,484,477","1,611,600",,,,,,,
PNC,127.03,128.45,127.01 x 1100,127.30 x 800,126.36 - 128.85,119.27 - 188.59,"3,600,453","3,363,469",,,,,,,
GD,226.49,227.55,227.61 x 800,228.70 x 800,226.64 - 228.30,207.42 - 256.86,"1,323,622","1,215,332",,,,,,,
EW,81.57,82.04,82.60 x 1100,82.96 x 800,81.39 - 82.78,67.13 - 131.10,"2,878,736","3,565,729",,,,,,,
GIS,84.96,85.25,79.00 x 1000,95.00 x 800,84.85 - 85.54,64.94 - 88.34,"3,069,902","3,562,196",,,,,,,
GM,35.99,36.27,36.68 x 4000,36.88 x 1200,36.13 - 36.72,30.33 - 43.63,"10,872,663","15,509,701",,,,,,,
USB,35.45,35.81,36.00 x 2200,36.15 x 3200,35.10 - 36.06,32.72 - 53.88,"15,541,677","12,964,948",,,,,,,
MCK,357.78,359.69,350.75 x 800,360.80 x 1000,355.23 - 361.50,298.69 - 401.78,"840,341","986,329",,,,,,,
EMR,85.59,86.11,86.50 x 800,88.34 x 800,85.74 - 87.20,72.41 - 99.65,"2,674,048","3,633,480",,,,,,,
MRNA,147.44,148.52,153.40 x 1200,153.87 x 800,147.89 - 154.98,115.03 - 217.25,"3,784,556","3,586,645",,,,,,,
F,12.29,12.41,12.53 x 38800,12.58 x 1000,12.39 - 12.63,10.61 - 16.73,"66,868,199","69,186,500",,,,,,,
PXD,202.06,202.89,203.76 x 900,205.79 x 1000,202.14 - 204.71,177.27 - 288.46,"1,889,098","2,574,988",,,,,,,
APH,80.66,80.90,57.64 x 900,83.37 x 800,80.81 - 81.80,61.67 - 82.86,"2,673,786","2,472,098",,,,,,,
NSC,208.84,209.43,212.03 x 800,233.00 x 800,209.00 - 212.67,196.33 - 276.65,"1,451,742","1,633,053",,,,,,,
MCO,300.94,303.16,298.77 x 1200,313.48 x 1000,301.00 - 306.21,230.16 - 346.22,"641,502","871,512",,,,,,,
MSI,281.65,283.16,272.00 x 800,289.77 x 800,282.69 - 286.24,195.18 - 286.24,"730,601","678,374",,,,,,,
NXPI,181.62,180.71,185.93 x 1000,186.87 x 800,180.38 - 186.82,132.08 - 198.28,"2,081,239","2,066,646",,,,,,,
SRE,149.56,149.97,148.78 x 900,170.00 x 800,149.58 - 151.19,136.54 - 176.47,"1,322,176","1,360,024",,,,,,,
PSX,99.99,99.87,100.70 x 900,102.29 x 1000,99.16 - 101.44,74.02 - 113.53,"3,920,648","3,664,253",,,,,,,
PSA,294.64,296.07,285.39 x 1000,366.68 x 1400,295.60 - 302.30,270.13 - 421.76,"1,175,322","1,045,579",,,,,,,
DG,207.69,208.65,210.01 x 1000,210.80 x 900,207.62 - 210.50,183.25 - 262.21,"2,198,202","2,058,079",,,,,,,
D,55.69,55.72,55.00 x 800,55.96 x 800,55.32 - 55.94,52.03 - 88.78,"3,466,704","4,978,277",,,,,,,
AEP,90.43,90.85,91.00 x 900,92.09 x 1100,90.32 - 91.14,80.30 - 105.60,"2,210,556","2,938,585",,,,,,,
ROP,437.00,439.01,403.17 x 800,439.74 x 900,436.35 - 440.69,356.22 - 488.23,"957,008","566,298",,,,,,,
CMG,"1,672.17","1,677.79","1,702.00 x 800","1,715.00 x 800","1,677.79 - 1,709.00","1,196.28 - 1,754.56","286,382","284,701",,,,,,,
MCHP,82.78,82.49,83.70 x 900,84.20 x 1100,82.25 - 83.92,54.33 - 87.76,"3,115,246","4,864,350",,,,,,,
OXY,62.32,62.39,62.40 x 3200,62.48 x 900,62.16 - 62.98,51.53 - 77.13,"9,618,819","13,763,116",,,,,,,
AZO,"2,406.19","2,416.21","2,450.00 x 800","3,934.01 x 800","2,414.34 - 2,460.15","1,703.32 - 2,610.05","186,711","154,408",,,,,,,
KMB,133.01,133.35,123.80 x 900,134.68 x 1200,133.35 - 134.28,108.74 - 144.53,"1,660,537","1,723,295",,,,,,,
TFC,33.85,34.24,33.80 x 1100,34.28 x 1400,33.36 - 34.37,28.70 - 56.00,"12,628,225","12,172,838",,,,,,,
DXCM,114.40,115.02,115.72 x 800,116.50 x 800,114.52 - 116.87,66.89 - 134.76,"2,118,213","2,490,937",,,,,,,
MSCI,548.72,553.50,523.40 x 1000,678.00 x 1000,550.12 - 559.79,376.41 - 572.50,"347,072","433,093",,,,,,,
MAR,162.67,164.29,163.60 x 800,167.36 x 1200,164.29 - 166.68,131.01 - 195.90,"1,514,268","1,856,938",,,,,,,
ADM,79.47,79.96,79.20 x 800,79.35 x 900,79.15 - 80.45,70.02 - 98.88,"3,416,555","3,396,437",,,,,,,
ADSK,201.61,202.78,207.50 x 900,209.79 x 900,202.01 - 208.38,163.20 - 235.01,"1,871,244","1,427,945",,,,,,,
PH,336.57,338.50,327.38 x 900,343.61 x 900,334.82 - 339.51,230.44 - 364.57,"1,032,922","962,050",,,,,,,
CTVA,59.95,60.11,55.80 x 900,63.10 x 900,59.84 - 60.43,50.03 - 68.43,"2,700,238","3,578,980",,,,,,,
FTNT,65.81,66.02,66.46 x 1000,66.58 x 800,65.56 - 66.57,42.61 - 71.52,"5,714,939","5,210,820",,,,,,,
TT,182.91,183.79,175.66 x 800,189.00 x 1100,182.34 - 184.54,120.64 - 196.22,"2,119,811","1,438,919",,,,,,,
EXC,41.45,41.55,41.73 x 800,41.99 x 1400,41.35 - 41.93,35.19 - 50.71,"5,378,220","7,337,709",,,,,,,
TEL,129.14,129.89,128.73 x 800,133.96 x 800,129.88 - 131.29,104.76 - 138.24,"1,361,861","1,831,901",,,,,,,
IDXX,493.55,496.86,499.71 x 800,505.00 x 800,494.69 - 500.47,317.06 - 558.01,"507,477","492,150",,,,,,,
JCI,59.44,59.87,50.00 x 800,61.19 x 800,59.33 - 60.25,45.52 - 69.60,"4,017,198","3,655,103",,,,,,,
ECL,163.28,163.62,150.47 x 800,166.08 x 1000,163.62 - 166.00,131.04 - 185.50,"1,716,252","1,176,546",,,,,,,
CTAS,467.64,463.37,437.18 x 800,740.35 x 1100,460.39 - 465.87,343.86 - 470.23,"577,564","354,238",,,,,,,
AJG,189.67,190.42,189.08 x 800,193.73 x 1000,189.46 - 191.37,148.24 - 202.37,"935,645","900,830",,,,,,,
ANET,162.49,162.54,167.50 x 1000,170.00 x 900,160.73 - 168.06,89.11 - 171.44,"3,030,464","2,604,766",,,,,,,
MNST,52.49,52.94,53.51 x 1100,54.50 x 800,52.77 - 54.17,39.58 - 54.17,"5,497,067","4,083,732",,,,,,,
A,134.49,135.40,136.74 x 800,140.07 x 800,134.86 - 138.73,112.52 - 160.26,"2,579,848","1,410,779",,,,,,,
BIIB,275.13,275.44,278.01 x 1000,280.00 x 800,275.44 - 278.95,187.16 - 311.88,"1,196,988","993,622",,,,,,,
TRV,170.82,171.74,155.88 x 800,188.00 x 800,170.07 - 172.26,149.65 - 194.51,"1,865,724","1,541,469",,,,,,,
O,62.35,62.52,62.20 x 1000,63.50 x 1400,62.47 - 63.36,55.50 - 75.40,"4,142,562","3,576,587",,,,,,,
SYY,76.94,77.40,73.25 x 900,77.30 x 1100,76.65 - 77.41,70.61 - 91.53,"2,802,158","2,379,719",,,,,,,
NEM,48.84,48.90,45.50 x 1100,49.50 x 900,48.47 - 49.04,37.45 - 86.37,"5,832,536","7,878,067",,,,,,,
NUE,151.36,152.16,154.47 x 900,165.00 x 1400,151.62 - 154.99,100.13 - 187.90,"1,791,850","1,850,751",,,,,,,
TDG,734.87,739.22,723.26 x 800,748.51 x 800,732.26 - 742.00,499.63 - 772.01,"290,340","342,961",,,,,,,
DOW,54.00,54.17,54.82 x 1000,57.80 x 800,53.96 - 54.89,42.91 - 71.86,"4,410,842","5,219,112",,,,,,,
CARR,45.09,45.76,45.75 x 800,46.56 x 1300,45.33 - 46.08,33.10 - 49.17,"4,795,802","4,438,661",,,,,,,
PCAR,72.21,72.16,72.93 x 900,73.60 x 1400,72.02 - 73.32,51.33 - 76.72,"3,008,842","3,282,442",,,,,,,
MET,57.05,57.53,53.00 x 1100,58.14 x 900,57.40 - 57.99,52.83 - 77.36,"6,143,507","5,077,861",,,,,,,
HSY,253.29,254.16,237.12 x 900,254.90 x 1100,253.33 - 255.05,201.42 - 255.05,"764,855","1,076,808",,,,,,,
LHX,194.72,196.09,196.07 x 800,196.36 x 800,194.55 - 196.46,189.73 - 264.71,"977,058","1,311,717",,,,,,,
AIG,49.82,50.22,50.20 x 800,51.00 x 1000,49.96 - 50.49,45.66 - 65.73,"5,071,565","5,442,461",,,,,,,
CHTR,349.05,349.86,336.56 x 800,357.60 x 900,349.76 - 358.22,297.66 - 574.65,"998,806","1,161,570",,,,,,,
HES,132.47,133.24,130.00 x 800,132.91 x 800,131.38 - 133.38,90.34 - 160.52,"1,364,059","1,833,491",,,,,,,
HLT,137.46,139.01,136.81 x 900,142.30 x 800,138.92 - 141.22,108.41 - 167.99,"1,815,812","1,676,235",,,,,,,
XEL,66.91,67.17,67.45 x 1000,70.62 x 800,66.78 - 67.98,56.89 - 77.66,"5,987,670","2,958,469",,,,,,,
STZ,224.91,226.99,224.50 x 800,227.36 x 900,224.64 - 227.00,208.12 - 261.52,"1,244,519","1,419,280",,,,,,,
