#,Company,Symbol,Weight,Price,Chg,% Chg,date,Volume,EPS (Trailing),EPS (Forward),P/E (Trailing),P/E (Forward),Dividend Yield,Market Cap
183,Biogen Inc.,BIIB,0.116709,276.5,-1.53,(-0.55%),2023-04-03,"406,727",20.92,16.51,13.29,16.84,-,39.45B
184,Cintas Corporation,CTAS,0.116347,459.9,-2.78,(-0.60%),2023-04-03,"153,238",12.29,14.15,37.64,32.71,0.99%,46.68B
185,Realty Income Corporation,O,0.115421,62.66,-0.66,(-1.05%),2023-04-03,"2,285,479",1.42,1.48,44.59,42.78,4.83%,40.61B
186,Travelers Companies Inc.,TRV,0.115319,172.54,1.13,(0.66%),2023-04-03,"653,970",11.76,16.82,14.58,10.19,2.17%,39.53B
187,Sysco Corporation,SYY,0.113959,78.18,0.95,(1.23%),2023-04-03,"798,611",2.77,4.61,27.84,16.76,2.54%,38.46B
188,Nucor Corporation,NUE,0.11377,154.23,-0.24,(-0.15%),2023-04-03,"1,034,065",29.05,11.92,5.32,12.96,1.32%,38.75B
189,Newmont Corporation,NEM,0.113268,49.1,0.08,(0.16%),2023-04-03,"3,873,586",-0.57,2.18,-,22.50,3.26%,38.34B
190,Dow Inc.,DOW,0.112114,55.14,0.32,(0.58%),2023-04-03,"2,770,405",6.25,4.86,8.78,11.28,5.11%,38.71B
191,Carrier Global Corp.,CARR,0.111536,45.67,-0.08,(-0.17%),2023-04-03,"3,006,830",4.09,2.84,11.18,16.11,1.62%,38.53B
192,TransDigm Group Incorporated,TDG,0.111282,744.21,7.16,(0.97%),2023-04-03,"100,766",14.69,26.79,50.16,27.51,-,40.09B
193,PACCAR Inc,PCAR,0.110984,72.74,-0.46,(-0.62%),2023-04-03,"1,199,056",5.17,5.62,14.16,13.02,1.37%,38.20B
194,MetLife Inc.,MET,0.110976,58.3,0.36,(0.62%),2023-04-03,"2,454,714",2.54,9.15,22.78,6.33,3.45%,44.83B
195,Charter Communications Inc. Class A,CHTR,0.109652,353.9,-3.71,(-1.04%),2023-04-03,"486,120",30.76,40.27,11.63,8.88,-,60.16B
196,Hilton Worldwide Holdings Inc,HLT,0.10927,139.68,-1.19,(-0.85%),2023-04-03,"661,695",4.54,6.63,31.04,21.26,0.43%,38.63B
197,Hershey Company,HSY,0.108846,257.13,2.72,(1.07%),2023-04-03,"415,226",7.19,10.09,35.36,25.21,1.63%,51.10B
198,American International Group Inc.,AIG,0.108749,50.6,0.24,(0.47%),2023-04-03,"2,338,033",12.79,7.36,3.94,6.85,2.54%,36.99B
199,L3Harris Technologies Inc,LHX,0.108671,199.86,3.62,(1.84%),2023-04-03,"373,349",5.46,13.25,35.93,14.81,2.32%,36.82B
200,Yum! Brands Inc.,YUM,0.108117,132.87,0.79,(0.60%),2023-04-03,"662,481",4.57,5.93,28.91,22.29,1.83%,36.95B
201,Ross Stores Inc.,ROST,0.107445,108.19,2.06,(1.94%),2023-04-03,"1,662,740",4.38,5.58,24.21,19.01,1.26%,36.66B
202,IQVIA Holdings Inc,IQV,0.10738,199.54,0.65,(0.32%),2023-04-03,"845,424",5.72,12.04,34.78,16.52,-,36.95B
203,Xcel Energy Inc.,XEL,0.107254,67.91,0.47,(0.70%),2023-04-03,"1,485,807",3.17,3.61,21.27,18.70,3.08%,35.81B
204,Capital One Financial Corp,COF,0.106915,96.51,0.35,(0.36%),2023-04-03,"999,802",17.82,15.11,5.40,6.36,2.50%,36.43B
205,Hess Corporation,HES,0.106901,143.04,10.7,(8.09%),2023-04-03,"1,686,862",6.77,10.05,19.55,13.16,1.32%,39.88B
206,Paychex Inc.,PAYX,0.106825,111.2,-3.39,(-2.96%),2023-04-03,"2,098,719",4.04,4.53,28.35,25.31,2.76%,40.94B
207,Simon Property Group Inc.,SPG,0.106571,111.79,-0.19,(-0.17%),2023-04-03,"1,184,660",6.52,6.12,17.18,18.30,6.43%,36.22B
208,Constellation Brands Inc. Class A,STZ,0.10653,226.22,0.33,(0.14%),2023-04-03,"484,440",0.34,11.71,668.31,19.30,1.42%,41.11B
209,Illumina Inc.,ILMN,0.106303,227.38,-5.17,(-2.22%),2023-04-03,"1,439,955",-28.06,3.12,-,74.42,-,36.23B
210,Aflac Incorporated,AFL,0.106094,64.85,0.33,(0.51%),2023-04-03,"913,832",6.56,6.04,9.83,10.68,2.60%,39.25B
211,Williams Companies Inc.,WMB,0.105368,29.87,0.01,(0.02%),2023-04-03,"5,383,597",1.67,1.75,17.85,17.01,5.99%,35.83B
212,ON Semiconductor Corporation,ON,0.103276,80.82,-1.5,(-1.82%),2023-04-03,"2,654,412",4.25,5.15,19.37,16.00,-,37.00B
213,Otis Worldwide Corporation,OTIS,0.102616,84.22,-0.19,(-0.22%),2023-04-03,"748,991",2.96,3.84,28.49,21.97,1.37%,34.92B
214,Centene Corporation,CNC,0.101345,65.0,1.79,(2.83%),2023-04-03,"3,154,145",2.03,7.16,31.09,8.83,-,34.05B
215,Kinder Morgan Inc Class P,KMI,0.10054,17.64,0.13,(0.71%),2023-04-03,"9,043,600",1.12,1.18,15.61,14.89,6.34%,38.42B
216,Mettler-Toledo International Inc.,MTD,0.099089,1525.12,-5.09,(-0.33%),2023-04-03,"48,705",38.46,49.02,39.78,31.22,-,33.57B
217,Consolidated Edison Inc.,ED,0.098675,95.32,-0.35,(-0.36%),2023-04-03,"953,151",4.67,5.20,20.49,18.40,3.39%,32.77B
218,Welltower Inc.,WELL,0.098458,71.57,-0.12,(-0.17%),2023-04-03,"1,251,220",0.28,1.17,259.75,61.17,3.40%,34.28B
219,Cummins Inc.,CMI,0.098261,238.23,-0.65,(-0.27%),2023-04-03,"324,467",15.12,19.22,15.80,12.43,2.63%,34.12B
220,Rockwell Automation Inc.,ROK,0.097659,290.84,-2.61,(-0.89%),2023-04-03,"477,378",9.23,12.31,31.79,23.83,1.61%,33.78B
221,AMETEK Inc.,AME,0.09716,144.27,-1.06,(-0.73%),2023-04-03,"540,465",5.01,6.43,29.01,22.60,0.69%,33.23B
222,Warner Bros. Discovery Inc. Series A,WBD,0.097139,14.82,-0.28,(-1.87%),2023-04-03,"8,272,707",-2.62,0.94,-,15.98,-,38.08B
223,Bank of New York Mellon Corp,BK,0.096776,45.24,-0.2,(-0.44%),2023-04-03,"2,668,100",2.90,5.41,15.67,8.40,3.26%,36.75B
224,Devon Energy Corporation,DVN,0.095977,53.54,2.93,(5.79%),2023-04-03,"13,697,277",9.12,7.18,5.55,7.05,10.00%,33.21B
225,DuPont de Nemours Inc.,DD,0.095716,71.85,0.08,(0.11%),2023-04-03,"1,783,114",2.01,4.38,35.67,16.40,2.01%,32.78B
226,VICI Properties Inc,VICI,0.095311,32.46,-0.16,(-0.50%),2023-04-03,"3,251,190",1.25,2.45,26.03,13.32,4.78%,31.70B
227,Ameriprise Financial Inc.,AMP,0.094783,306.56,0.06,(0.02%),2023-04-03,"178,461",22.45,33.46,13.65,9.16,1.63%,32.86B
228,Fidelity National Information Services Inc.,FIS,0.0937,54.15,-0.18,(-0.33%),2023-04-03,"3,064,355",-28.27,6.46,-,8.41,3.83%,32.33B
229,Copart Inc.,CPRT,0.093673,75.2,-0.01,(-0.01%),2023-04-03,"1,119,733",2.25,2.63,33.50,28.62,-,35.74B
230,Kroger Co.,KR,0.093489,49.86,0.49,(0.98%),2023-04-03,"3,957,541",3.06,4.50,16.12,10.96,2.11%,34.97B
231,ResMed Inc.,RMD,0.093238,219.28,0.29,(0.13%),2023-04-03,"225,210",5.50,7.29,39.81,30.04,0.80%,31.87B
232,Electronic Arts Inc.,EA,0.092157,121.15,0.7,(0.58%),2023-04-03,"964,581",3.71,6.54,32.51,18.41,0.63%,32.20B
233,Cognizant Technology Solutions Corporation Class A,CTSH,0.091283,61.15,0.22,(0.36%),2023-04-03,"1,687,830",4.42,4.88,13.80,12.47,1.90%,30.77B
234,PPG Industries Inc.,PPG,0.090925,139.34,5.76,(4.31%),2023-04-03,"2,212,785",4.34,7.76,30.81,17.22,1.86%,30.96B
235,Public Service Enterprise Group Inc,PEG,0.090577,61.8,-0.65,(-1.03%),2023-04-03,"1,175,736",2.06,3.71,30.33,16.84,3.65%,30.07B
236,W.W. Grainger Inc.,GWW,0.090326,681.07,-7.74,(-1.12%),2023-04-03,"126,123",30.28,36.37,22.75,18.94,1.00%,34.72B
237,Old Dominion Freight Line Inc.,ODFL,0.089739,330.85,-9.99,(-2.93%),2023-04-03,"406,756",12.18,13.31,27.97,25.61,0.47%,37.50B
238,Fastenal Company,FAST,0.089636,53.68,-0.27,(-0.49%),2023-04-03,"1,310,531",1.89,2.12,28.57,25.42,2.60%,30.47B
239,Kraft Heinz Company,KHC,0.089198,38.96,0.29,(0.74%),2023-04-03,"2,651,469",1.91,2.87,20.20,13.49,4.14%,46.43B
240,D.R. Horton Inc.,DHI,0.088859,97.74,0.05,(0.05%),2023-04-03,"2,515,867",16.13,9.41,6.06,10.38,1.02%,33.32B
241,Prudential Financial Inc.,PRU,0.088489,82.78,0.04,(0.05%),2023-04-03,"1,340,076",-3.94,12.93,-,6.40,6.04%,30.15B
242,Aptiv PLC,APTV,0.088355,110.08,-2.11,(-1.88%),2023-04-03,"683,731",1.96,6.27,57.33,17.88,-,30.56B
243,Dollar Tree Inc.,DLTR,0.087766,148.34,4.79,(3.34%),2023-04-03,"1,255,000",7.20,7.93,19.93,18.10,-,31.31B
244,Verisk Analytics Inc,VRSK,0.087228,191.93,0.07,(0.04%),2023-04-03,"486,441",6.52,6.38,29.44,30.09,0.71%,28.91B
245,WEC Energy Group Inc,WEC,0.086898,94.69,-0.1,(-0.11%),2023-04-03,"667,101",4.45,4.90,21.28,19.35,3.29%,28.84B
246,Keurig Dr Pepper Inc.,KDP,0.086797,35.48,0.2,(0.57%),2023-04-03,"4,859,259",1.01,1.92,35.00,18.37,2.27%,48.54B
247,GE Healthcare Technologies Inc.,GEHC,0.086557,81.95,-0.08,(-0.10%),2023-04-03,"1,252,960",4.18,-,19.62,-,-,36.87B
248,Allstate Corporation,ALL,0.08541,114.53,3.72,(3.36%),2023-04-03,"1,362,567",-5.33,13.27,-,8.35,3.21%,29.18B
249,ANSYS Inc.,ANSS,0.084392,327.95,-4.86,(-1.46%),2023-04-03,"262,908",5.99,9.58,55.59,34.75,-,28.89B
250,Keysight Technologies Inc,KEYS,0.084177,160.84,-0.64,(-0.40%),2023-04-03,"369,015",6.37,8.53,25.37,18.94,-,28.72B
251,Baker Hughes Company Class A,BKR,0.083988,29.97,1.11,(3.83%),2023-04-03,"5,589,840",-0.60,2.06,-,14.02,2.63%,28.87B
252,Halliburton Company,HAL,0.083507,34.35,2.71,(8.55%),2023-04-03,"17,528,185",1.73,3.64,18.30,8.70,2.02%,28.43B
253,Enphase Energy Inc.,ENPH,0.083203,204.17,-6.12,(-2.91%),2023-04-03,"2,861,998",2.74,7.34,76.80,28.65,-,29.85B
254,ONEOK Inc.,OKE,0.082541,65.05,1.51,(2.38%),2023-04-03,"1,707,947",3.84,4.90,16.56,12.97,6.01%,28.01B
255,American Water Works Company Inc.,AWK,0.082291,145.85,-0.65,(-0.44%),2023-04-03,"289,053",4.50,5.14,32.52,28.50,1.79%,27.48B
256,SBA Communications Corp. Class A,SBAC,0.082056,255.49,-5.58,(-2.14%),2023-04-03,"380,804",4.22,5.86,61.91,44.57,1.30%,27.16B
257,Digital Realty Trust Inc.,DLR,0.081821,93.82,-4.49,(-4.57%),2023-04-03,"2,586,672",1.15,1.27,85.34,77.47,4.96%,28.38B
258,CoStar Group Inc.,CSGP,0.081383,68.54,-0.31,(-0.44%),2023-04-03,"664,785",0.93,1.39,74.27,49.57,-,27.47B
259,Ulta Beauty Inc.,ULTA,0.081205,549.23,3.56,(0.65%),2023-04-03,"324,181",24.02,27.22,22.71,20.05,-,27.86B
260,Global Payments Inc.,GPN,0.080598,105.49,0.25,(0.23%),2023-04-03,"643,258",0.43,11.79,241.93,8.92,0.95%,27.76B
261,Republic Services Inc.,RSG,0.080442,136.32,1.1,(0.82%),2023-04-03,"399,436",4.69,5.78,28.82,23.39,1.46%,41.77B
262,United Rentals Inc.,URI,0.079704,389.37,-6.39,(-1.61%),2023-04-03,"482,403",29.75,44.14,13.30,8.97,1.50%,28.29B
263,Eversource Energy,ES,0.079351,77.49,-0.77,(-0.98%),2023-04-03,"673,251",4.05,4.68,19.34,16.73,3.45%,26.38B
264,Zimmer Biomet Holdings Inc.,ZBH,0.078797,127.98,-1.22,(-0.95%),2023-04-03,"396,602",1.38,7.57,93.69,17.07,0.74%,26.91B
265,Edison International,EIX,0.078349,70.78,0.19,(0.27%),2023-04-03,"1,131,464",1.59,5.13,44.31,13.76,4.18%,26.09B
266,Corning Inc,GLW,0.078181,34.81,-0.48,(-1.35%),2023-04-03,"2,174,566",1.54,2.50,22.95,14.12,3.17%,29.72B
267,Lennar Corporation Class A,LEN,0.077614,104.66,-0.46,(-0.43%),2023-04-03,"786,211",12.98,10.69,8.10,9.83,1.43%,29.60B
268,State Street Corporation,STT,0.076904,75.56,-0.14,(-0.18%),2023-04-03,"851,729",7.19,9.53,10.53,7.94,3.33%,26.45B
269,Discover Financial Services,DFS,0.076824,98.76,-0.09,(-0.09%),2023-04-03,"912,916",15.45,14.01,6.40,7.06,2.43%,25.83B
270,CDW Corporation,CDW,0.076812,194.08,-0.82,(-0.42%),2023-04-03,"448,351",8.14,11.39,23.95,17.11,1.21%,26.34B
271,PG&E Corporation,PCG,0.075665,16.28,0.11,(0.69%),2023-04-03,"11,183,662",0.84,1.34,19.18,12.04,-,38.99B
272,Tractor Supply Company,TSCO,0.075553,240.94,5.9,(2.51%),2023-04-03,"647,443",9.71,11.58,24.20,20.30,1.75%,25.80B
273,AmerisourceBergen Corporation,ABC,0.075375,162.95,2.84,(1.77%),2023-04-03,"394,707",8.24,12.60,19.44,12.71,1.21%,31.25B
274,Albemarle Corporation,ALB,0.075249,218.28,-2.76,(-1.25%),2023-04-03,"950,768",22.82,29.24,9.68,7.56,0.72%,25.67B
275,West Pharmaceutical Services Inc.,WST,0.074668,345.41,-1.06,(-0.31%),2023-04-03,"191,385",7.66,8.45,45.25,41.02,0.22%,25.55B
276,Gartner Inc.,IT,0.074637,324.12,-1.65,(-0.51%),2023-04-03,"244,820",9.98,10.94,32.64,29.78,-,25.46B
277,Constellation Energy Corporation,CEG,0.074594,77.22,-1.28,(-1.64%),2023-04-03,"1,027,359",-0.46,5.20,-,15.11,1.44%,25.70B
278,HP Inc.,HPQ,0.073846,29.83,0.48,(1.62%),2023-04-03,"3,046,683",2.51,3.59,11.69,8.18,3.58%,28.91B
279,T. Rowe Price Group,TROW,0.073734,111.91,-0.99,(-0.88%),2023-04-03,"812,854",6.69,7.19,16.88,15.70,4.32%,25.16B
280,Willis Towers Watson Public Limited Company,WTW,0.073089,233.9,1.52,(0.66%),2023-04-03,"204,124",9.48,17.21,24.52,13.50,1.45%,24.76B
281,Arch Capital Group Ltd.,ACGL,0.072963,68.72,0.85,(1.25%),2023-04-03,"732,963",3.81,6.72,17.82,10.10,-,25.02B
282,Diamondback Energy Inc.,FANG,0.072314,144.28,9.11,(6.74%),2023-04-03,"2,878,342",24.74,23.06,5.46,5.86,7.07%,25.06B
283,Equifax Inc.,EFX,0.072178,201.7,-1.14,(-0.56%),2023-04-03,"529,063",5.64,9.11,35.94,22.27,0.77%,24.62B
284,Walgreens Boots Alliance Inc.,WBA,0.072143,35.52,0.94,(2.70%),2023-04-03,"5,933,447",-3.43,4.83,-,7.15,5.55%,29.49B
285,Align Technology Inc.,ALGN,0.070435,325.66,-8.48,(-2.54%),2023-04-03,"431,229",4.60,9.76,72.65,34.24,-,26.00B
286,Fortive Corp.,FTV,0.070077,67.79,-0.39,(-0.56%),2023-04-03,"672,226",2.10,3.66,32.52,18.61,0.41%,23.81B
287,eBay Inc.,EBAY,0.069976,44.06,-0.32,(-0.71%),2023-04-03,"1,785,613",-2.14,4.53,-,9.79,2.25%,23.70B
288,Quanta Services Inc.,PWR,0.069325,166.1,-0.54,(-0.32%),2023-04-03,"424,057",3.32,8.06,50.16,20.67,0.19%,23.73B
289,LyondellBasell Industries NV,LYB,0.069195,95.05,1.16,(1.24%),2023-04-03,"1,729,677",11.89,10.61,7.90,8.85,5.07%,30.31B
290,Genuine Parts Company,GPC,0.068753,168.65,1.34,(0.80%),2023-04-03,"349,928",8.31,9.60,20.13,17.42,2.27%,23.17B
291,Ingersoll Rand Inc.,IR,0.068583,57.96,-0.22,(-0.39%),2023-04-03,"1,206,128",1.44,2.82,40.46,20.65,0.14%,23.53B
292,AvalonBay Communities Inc.,AVB,0.068343,167.13,-0.93,(-0.55%),2023-04-03,"462,326",8.11,5.61,20.73,29.97,3.93%,22.97B
293,International Flavors & Fragrances Inc.,IFF,0.068139,90.85,-1.11,(-1.21%),2023-04-03,"650,645",-7.33,5.67,-,16.22,3.52%,23.24B
294,CBRE Group Inc. Class A,CBRE,0.066855,72.51,-0.3,(-0.41%),2023-04-03,"1,157,369",4.27,5.83,17.05,12.50,-,22.58B
295,Vulcan Materials Company,VMC,0.066275,172.48,0.92,(0.53%),2023-04-03,"442,655",4.45,7.30,38.56,23.49,1.00%,22.58B
296,Monolithic Power Systems Inc.,MPWR,0.065204,488.19,-12.4,(-2.47%),2023-04-03,"199,349",9.05,15.66,55.31,31.96,0.80%,24.90B
297,Delta Air Lines Inc.,DAL,0.065186,34.28,-0.64,(-1.82%),2023-04-03,"6,345,026",2.05,6.87,17.04,5.09,-,22.78B
298,Ameren Corporation,AEE,0.064909,86.47,0.08,(0.09%),2023-04-03,"743,407",4.14,4.68,20.87,18.46,2.92%,21.71B
299,Weyerhaeuser Company,WY,0.064807,29.78,-0.36,(-1.18%),2023-04-03,"1,645,816",2.52,1.18,11.96,25.45,2.52%,21.88B
300,Insulet Corporation,PODD,0.064623,319.26,0.3,(0.09%),2023-04-03,"348,352",0.06,2.06,5695.71,154.99,-,22.28B
301,Hartford Financial Services Group Inc.,HIG,0.064425,70.35,0.66,(0.94%),2023-04-03,"766,475",5.45,9.63,12.78,7.23,2.44%,21.71B
302,Martin Marietta Materials Inc.,MLM,0.064176,355.76,0.7,(0.20%),2023-04-03,"219,933",13.70,17.19,25.92,20.66,0.74%,21.83B
303,Entergy Corporation,ETR,0.063823,107.46,-0.28,(-0.26%),2023-04-03,"366,049",5.38,7.19,20.01,14.98,3.97%,22.04B
304,Extra Space Storage Inc.,EXR,0.063521,154.23,-8.7,(-5.34%),2023-04-03,"9,986,638",6.41,6.34,25.43,25.68,3.98%,21.43B
305,FirstEnergy Corp.,FE,0.062978,39.95,-0.11,(-0.26%),2023-04-03,"1,190,841",0.71,2.68,56.50,14.96,3.89%,22.09B
306,Church & Dwight Co. Inc.,CHD,0.062765,88.65,0.24,(0.27%),2023-04-03,"520,172",1.68,3.28,52.66,26.94,1.23%,21.16B
307,First Solar Inc.,FSLR,0.062673,209.18,-8.32,(-3.82%),2023-04-03,"1,676,414",-0.42,12.87,-,16.90,-,23.09B
308,Dover Corporation,DOV,0.061965,149.96,-1.98,(-1.31%),2023-04-03,"428,985",7.27,9.78,20.91,15.53,1.33%,21.10B
309,DTE Energy Company,DTE,0.061783,109.22,-0.32,(-0.29%),2023-04-03,"490,433",5.51,6.69,19.87,16.37,3.48%,21.67B
310,Teledyne Technologies Incorporated,TDY,0.061035,446.38,-0.99,(-0.22%),2023-04-03,"70,585",16.53,20.82,27.06,21.49,-,20.70B
311,McCormick & Company Incorporated,MKC,0.060609,84.31,1.1,(1.33%),2023-04-03,"1,064,492",2.52,2.83,32.97,29.39,1.87%,21.81B
312,Hewlett Packard Enterprise Co.,HPE,0.059712,16.33,0.4,(2.48%),2023-04-03,"8,255,732",0.64,2.15,24.77,7.42,3.01%,20.70B
313,Baxter International Inc.,BAX,0.059589,40.05,-0.51,(-1.26%),2023-04-03,"2,604,189",-4.83,3.29,-,12.33,2.86%,19.89B
314,Equity Residential,EQR,0.059489,59.6,-0.4,(-0.67%),2023-04-03,"840,325",2.07,1.74,29.01,34.44,4.42%,22.50B
315,PPL Corporation,PPL,0.059184,27.61,-0.18,(-0.65%),2023-04-03,"2,971,329",0.97,1.71,28.68,16.29,3.45%,19.81B
316,Laboratory Corporation of America Holdings,LH,0.05908,230.7,1.28,(0.56%),2023-04-03,"239,349",13.84,19.00,16.58,12.07,1.26%,19.95B
317,M&T Bank Corporation,MTB,0.058926,119.02,-0.55,(-0.46%),2023-04-03,"801,662",10.98,18.29,10.89,6.54,4.35%,19.65B
318,Hologic Inc.,HOLX,0.058567,80.48,-0.22,(-0.27%),2023-04-03,"421,535",3.92,4.05,20.58,19.91,-,19.73B
319,Alexandria Real Estate Equities Inc.,ARE,0.057585,123.93,-1.66,(-1.32%),2023-04-03,"498,558",3.17,3.61,39.59,34.80,3.85%,21.05B
320,Cardinal Health Inc.,CAH,0.057524,76.92,1.42,(1.88%),2023-04-03,"788,830",-4.65,6.34,-,11.91,2.63%,19.08B
321,VeriSign Inc.,VRSN,0.057128,212.85,1.52,(0.72%),2023-04-03,"290,665",6.24,8.16,33.85,25.89,-,22.02B
322,Clorox Company,CLX,0.0569,156.01,-2.23,(-1.41%),2023-04-03,"924,765",3.51,5.38,45.07,29.42,2.98%,19.19B
323,Coterra Energy Inc.,CTRA,0.0565,24.98,0.44,(1.79%),2023-04-03,"8,106,017",5.08,3.11,4.83,7.90,10.19%,18.39B
324,Southwest Airlines Co.,LUV,0.056156,31.74,-0.8,(-2.47%),2023-04-03,"3,527,873",0.79,3.81,41.19,8.55,2.21%,19.33B
325,Omnicom Group Inc,OMC,0.055923,94.91,0.57,(0.60%),2023-04-03,"1,051,013",6.37,7.73,14.80,12.20,2.97%,19.34B
326,STERIS Plc,STE,0.055156,189.64,-1.64,(-0.86%),2023-04-03,"217,948",-0.29,8.78,-,21.78,0.98%,18.60B
327,Darden Restaurants Inc.,DRI,0.05509,153.86,-1.3,(-0.84%),2023-04-03,"828,788",7.67,8.78,20.23,17.67,3.12%,18.63B
328,Take-Two Interactive Software Inc.,TTWO,0.055067,118.81,-0.49,(-0.41%),2023-04-03,"648,520",-2.26,5.23,-,22.82,-,20.01B
329,Xylem Inc.,XYL,0.054942,104.32,-0.38,(-0.36%),2023-04-03,"1,000,176",1.96,3.63,53.39,28.86,1.26%,18.61B
330,Skyworks Solutions Inc.,SWKS,0.05477,116.78,-1.2,(-1.02%),2023-04-03,"554,582",7.33,10.80,16.11,10.92,2.10%,18.99B
331,Las Vegas Sands Corp.,LVS,0.054659,58.52,1.07,(1.87%),2023-04-03,"4,275,185",-1.40,2.75,-,20.88,-,44.21B
332,Steel Dynamics Inc.,STLD,0.054543,112.35,-0.71,(-0.63%),2023-04-03,"797,016",20.80,8.02,5.44,14.10,1.50%,19.24B
333,CenterPoint Energy Inc.,CNP,0.05399,29.45,-0.01,(-0.04%),2023-04-03,"1,479,531",1.60,1.62,18.45,18.23,2.58%,17.89B
334,Waters Corporation,WAT,0.053688,305.85,-3.78,(-1.22%),2023-04-03,"126,367",11.74,14.13,26.37,21.91,-,18.14B
335,Nasdaq Inc.,NDAQ,0.053672,54.33,-0.34,(-0.63%),2023-04-03,"1,618,694",2.26,2.92,24.17,18.72,1.46%,26.44B
336,Cooper Companies Inc.,COO,0.053644,368.0,-5.36,(-1.44%),2023-04-03,"191,507",7.55,14.40,49.43,25.93,0.02%,17.94B
337,Northern Trust Corporation,NTRS,0.053473,87.7,-0.43,(-0.49%),2023-04-03,"451,638",6.14,7.51,14.35,11.73,3.40%,18.26B
338,Westinghouse Air Brake Technologies Corporation,WAB,0.053238,100.65,-0.41,(-0.40%),2023-04-03,"347,198",3.46,5.98,29.17,16.89,0.67%,18.22B
339,Fifth Third Bancorp,FITB,0.053149,26.45,-0.19,(-0.72%),2023-04-03,"4,846,855",3.35,3.99,7.95,6.68,4.95%,17.98B
340,Invitation Homes Inc.,INVH,0.052427,31.14,-0.1,(-0.30%),2023-04-03,"1,125,144",0.63,0.74,49.89,41.92,3.33%,18.60B
341,Raymond James Financial Inc.,RJF,0.05234,92.2,-1.07,(-1.15%),2023-04-03,"838,149",7.18,10.63,12.98,8.78,1.80%,20.59B
342,CMS Energy Corporation,CMS,0.052044,61.31,-0.07,(-0.11%),2023-04-03,"886,131",2.61,3.35,23.48,18.34,3.18%,17.15B
343,Conagra Brands Inc.,CAG,0.051749,37.48,-0.08,(-0.22%),2023-04-03,"3,290,546",1.42,2.81,26.54,13.35,3.51%,17.59B
344,Cincinnati Financial Corporation,CINF,0.051665,112.82,0.74,(0.66%),2023-04-03,"205,414",-2.97,5.99,-,18.72,2.68%,17.52B
345,Fair Isaac Corporation,FICO,0.051455,690.42,-12.3,(-1.75%),2023-04-03,"117,233",14.95,22.81,47.00,30.81,-,17.42B
346,Expeditors International of Washington Inc.,EXPD,0.050933,107.93,-2.19,(-1.99%),2023-04-03,"720,343",8.23,5.15,13.37,21.39,1.22%,17.02B
347,Mid-America Apartment Communities Inc.,MAA,0.050775,149.55,-1.49,(-0.99%),2023-04-03,"384,856",5.48,4.87,27.55,31.00,3.71%,17.20B
348,Regions Financial Corporation,RF,0.050608,18.55,-0.02,(-0.08%),2023-04-03,"8,694,893",2.28,2.53,8.15,7.32,4.31%,17.01B
349,Ventas Inc.,VTR,0.050478,42.77,-0.59,(-1.35%),2023-04-03,"2,467,759",-0.12,0.09,-,476.37,4.15%,17.06B
350,IDEX Corporation,IEX,0.050364,229.34,-1.69,(-0.73%),2023-04-03,"137,745",7.72,9.17,29.91,25.19,1.04%,17.33B
351,Tyson Foods Inc. Class A,TSN,0.050183,59.47,0.15,(0.25%),2023-04-03,"1,360,835",6.73,5.47,8.81,10.84,3.24%,20.73B
352,Ball Corporation,BALL,0.05016,54.87,-0.24,(-0.43%),2023-04-03,"580,381",2.23,3.56,24.71,15.49,1.45%,17.18B
353,Broadridge Financial Solutions Inc.,BR,0.050123,144.89,-1.68,(-1.15%),2023-04-03,"263,664",4.49,7.53,32.64,19.46,1.98%,16.91B
354,Kellogg Company,K,0.049817,67.17,0.21,(0.31%),2023-04-03,"818,643",2.81,4.25,23.86,15.76,3.52%,22.64B
355,EPAM Systems Inc.,EPAM,0.049682,297.09,-1.91,(-0.64%),2023-04-03,"224,529",7.08,14.02,42.24,21.33,-,17.61B
356,Amcor PLC,AMCR,0.049581,11.27,-0.12,(-1.01%),2023-04-03,"4,617,117",0.71,0.82,15.98,13.95,4.31%,16.77B
357,SolarEdge Technologies Inc.,SEDG,0.049461,301.12,-2.83,(-0.93%),2023-04-03,"693,109",1.66,11.57,183.21,26.26,-,17.49B
358,Principal Financial Group Inc.,PFG,0.049146,73.84,-0.49,(-0.65%),2023-04-03,"1,253,271",18.82,7.54,3.95,9.86,3.44%,17.98B
359,PerkinElmer Inc.,PKI,0.049003,131.07,-2.19,(-1.65%),2023-04-03,"819,359",4.05,6.17,32.89,21.61,0.21%,16.52B
360,J.M. Smucker Company,SJM,0.048914,157.57,0.2,(0.12%),2023-04-03,"292,167",6.66,9.47,23.65,16.62,2.59%,16.39B
361,Teradyne Inc.,TER,0.048831,106.0,-1.51,(-1.40%),2023-04-03,"485,635",4.22,5.20,25.48,20.68,0.41%,16.98B
362,NVR Inc.,NVR,0.048749,5539.43,-32.8,(-0.59%),2023-04-03,"8,693",492.33,363.32,11.32,15.34,-,17.89B
363,Targa Resources Corp.,TRGP,0.047718,75.65,2.7,(3.71%),2023-04-03,"1,643,019",3.89,6.65,18.77,10.97,1.92%,16.37B
364,Zebra Technologies Corporation Class A,ZBRA,0.047676,309.61,-8.39,(-2.64%),2023-04-03,"110,439",8.79,19.39,36.16,16.40,-,16.35B
