#,Company,Symbol,Weight,Price,Chg,% Chg,date,Volume,EPS (Trailing),EPS (Forward),P/E (Trailing),P/E (Forward),Dividend Yield,Market Cap
364,Atmos Energy Corporation,ATO,0.047326,105.71,-6.65,(-5.92%),2023-04-02,"1,245,457",5.65,6.41,19.89,17.52,2.63%,15.67B
365,Zebra Technologies Corporation Class A,ZBRA,0.047016,318.49,0.49,(0.15%),2023-04-02,"373,445",8.79,19.39,36.16,16.40,-,16.35B
366,Huntington Bancshares Incorporated,HBAN,0.046965,11.13,-0.08,(-0.67%),2023-04-02,"15,360,472",1.45,1.54,7.72,7.25,5.54%,16.09B
367,Quest Diagnostics Incorporated,DGX,0.046764,139.0,-2.48,(-1.75%),2023-04-02,"919,140",7.91,9.21,17.88,15.37,2.01%,15.22B
368,AES Corporation,AES,0.046493,25.08,1.0,(4.13%),2023-04-02,"4,310,972",-1.19,1.93,-,12.48,2.76%,15.93B
369,FactSet Research Systems Inc.,FDS,0.046396,412.07,-3.02,(-0.73%),2023-04-02,"236,687",11.49,16.42,36.11,25.28,0.86%,15.63B
370,Howmet Aerospace Inc.,HWM,0.04551,42.34,-0.04,(-0.08%),2023-04-02,"2,712,341",1.11,2.02,38.24,21.02,0.38%,17.44B
371,Molina Healthcare Inc.,MOH,0.045447,282.53,15.04,(5.62%),2023-04-02,"374,558",13.54,22.99,19.75,11.64,-,15.35B
372,Mosaic Company,MOS,0.045428,46.82,0.94,(2.06%),2023-04-02,"3,594,625",9.99,5.88,4.59,7.80,1.74%,15.65B
373,FMC Corporation,FMC,0.044816,122.27,0.14,(0.12%),2023-04-02,"516,521",6.57,8.86,18.58,13.78,1.90%,15.19B
374,Garmin Ltd.,GRMN,0.044796,100.97,0.05,(0.05%),2023-04-02,"912,273",5.04,5.75,20.00,17.56,2.89%,19.14B
375,FLEETCOR Technologies Inc.,FLT,0.0447,161.0,-49.8,(-23.64%),2023-04-02,"561,598",12.42,19.71,16.97,10.70,-,15.41B
376,Best Buy Co. Inc.,BBY,0.04466,78.6,0.33,(0.42%),2023-04-02,"2,621,806",6.30,7.05,12.42,11.11,4.70%,17.13B
377,Citizens Financial Group Inc.,CFG,0.044469,30.4,0.03,(0.08%),2023-04-02,"11,001,545",4.09,5.12,7.42,5.93,5.53%,14.14B
378,Iron Mountain Inc.,IRM,0.044463,50.78,-2.13,(-4.04%),2023-04-02,"1,507,055",1.91,1.87,27.77,28.25,4.68%,15.11B
379,Marathon Oil Corporation,MRO,0.044392,24.04,0.08,(0.33%),2023-04-02,"9,419,833",5.19,4.42,4.62,5.42,1.67%,14.98B
380,Jacobs Solutions Inc.,J,0.044027,116.25,-1.26,(-1.07%),2023-04-02,"394,150",5.02,8.20,23.39,14.33,0.89%,14.80B
381,Textron Inc.,TXT,0.043695,70.4,-0.23,(-0.33%),2023-04-02,"1,036,304",4.01,5.69,17.60,12.41,0.11%,14.41B
382,Lamb Weston Holdings Inc.,LW,0.043399,104.75,0.23,(0.22%),2023-04-02,"1,448,636",3.27,4.43,31.96,23.61,1.07%,14.83B
383,MarketAxess Holdings Inc.,MKTX,0.042885,391.37,0.08,(0.02%),2023-04-02,"376,458",6.65,8.88,58.87,44.08,0.74%,14.61B
384,Paycom Software Inc.,PAYC,0.042461,304.2,0.19,(0.06%),2023-04-02,"533,118",4.84,9.23,62.80,32.95,-,18.39B
385,Bunge Limited,BG,0.042274,96.99,1.47,(1.54%),2023-04-02,"1,290,326",10.52,11.04,9.08,8.65,2.62%,14.26B
386,Tyler Technologies Inc.,TYL,0.042238,329.8,-24.8,(-7.01%),2023-04-02,"392,720",3.88,8.64,91.50,41.06,-,14.52B
387,Expedia Group Inc.,EXPE,0.042182,97.08,0.05,(0.05%),2023-04-02,"1,995,459",2.13,11.52,45.51,8.43,-,15.23B
388,United Airlines Holdings Inc.,UAL,0.042124,44.28,0.03,(0.06%),2023-04-02,"5,140,439",2.08,10.12,21.23,4.37,-,14.58B
389,Avery Dennison Corporation,AVY,0.04202,212.14,33.21,(18.56%),2023-04-02,"420,760",9.21,10.58,19.43,16.92,1.68%,14.50B
390,Interpublic Group of Companies Inc.,IPG,0.041773,36.45,-0.79,(-2.12%),2023-04-02,"3,235,173",2.38,3.04,15.67,12.24,3.33%,14.34B
391,Royal Caribbean Group,RCL,0.04164,66.63,1.33,(2.04%),2023-04-02,"2,325,987",-8.46,6.01,-,10.87,-,16.92B
392,LKQ Corporation,LKQ,0.041604,56.23,-0.54,(-0.94%),2023-04-02,"1,543,651",4.09,4.38,13.88,12.97,1.94%,15.11B
393,CF Industries Holdings Inc.,CF,0.041578,72.31,-0.19,(-0.26%),2023-04-02,"2,596,800",16.32,8.28,4.44,8.75,2.21%,14.33B
394,J.B. Hunt Transport Services Inc.,JBHT,0.041543,174.61,-0.86,(-0.49%),2023-04-02,"873,955",9.21,10.16,19.06,17.27,0.96%,18.19B
395,Everest Re Group Ltd.,RE,0.041312,175.73,-182.0,(-50.92%),2023-04-02,"251,282",14.79,54.69,24.20,6.55,1.84%,13.89B
396,Cboe Global Markets Inc,CBOE,0.041064,133.84,-0.4,(-0.30%),2023-04-02,"572,715",2.18,7.48,61.49,17.94,1.49%,13.96B
397,Evergy Inc.,EVRG,0.040976,61.16,0.04,(0.06%),2023-04-02,"1,345,575",3.27,3.96,18.71,15.45,4.01%,13.49B
398,MGM Resorts International,MGM,0.040708,44.41,-0.02,(-0.03%),2023-04-02,"3,749,038",3.38,1.18,13.13,37.55,0.02%,16.66B
399,Etsy Inc.,ETSY,0.040207,110.75,-0.58,(-0.52%),2023-04-02,"2,680,929",-5.62,3.38,-,32.94,-,14.30B
400,NetApp Inc.,NTAP,0.040093,63.97,0.12,(0.18%),2023-04-02,"1,313,734",5.79,5.64,11.02,11.32,3.13%,13.76B
401,PTC Inc.,PTC,0.039501,125.28,-2.95,(-2.30%),2023-04-02,"653,099",2.89,5.25,44.35,24.41,-,14.95B
402,Brown & Brown Inc.,BRO,0.039303,58.03,0.61,(1.06%),2023-04-02,"852,585",2.37,2.71,24.27,21.15,0.80%,16.24B
403,Alliant Energy Corp,LNT,0.039223,65.0,11.6,(21.72%),2023-04-02,"1,495,441",2.73,3.21,19.58,16.63,3.39%,12.95B
404,Incyte Corporation,INCY,0.038896,72.75,0.48,(0.66%),2023-04-02,"1,960,931",1.52,4.97,47.48,14.53,-,16.58B
405,Essex Property Trust Inc.,ESS,0.038608,200.14,-9.0,(-4.30%),2023-04-02,"597,827",6.28,5.97,33.29,35.01,4.42%,13.18B
406,PulteGroup Inc.,PHM,0.038581,58.32,0.04,(0.06%),2023-04-02,"2,728,835",11.20,7.08,5.20,8.24,1.10%,13.01B
407,Pool Corporation,POOL,0.038572,341.09,-1.35,(-0.39%),2023-04-02,"485,949",18.76,17.97,18.26,19.06,1.17%,13.39B
408,Packaging Corporation of America,PKG,0.038063,140.34,1.51,(1.09%),2023-04-02,"572,112",11.01,9.20,12.61,15.09,3.60%,12.26B
409,Snap-on Incorporated,SNA,0.037988,243.16,-3.73,(-1.51%),2023-04-02,"274,892",16.82,17.73,14.68,13.93,2.62%,13.08B
410,Trimble Inc.,TRMB,0.037563,51.8,-0.62,(-1.19%),2023-04-02,"1,580,585",1.80,2.92,29.19,17.93,-,12.75B
411,International Paper Company,IP,0.037451,36.35,0.29,(0.79%),2023-04-02,"3,611,463",4.74,2.89,7.61,12.48,5.13%,12.49B
412,Seagate Technology Holdings PLC,STX,0.037257,66.64,0.52,(0.79%),2023-04-02,"2,096,921",2.80,4.93,23.59,13.42,4.23%,13.64B
413,W. R. Berkley Corporation,WRB,0.037161,64.17,1.91,(3.06%),2023-04-02,"2,116,700",4.95,5.72,12.59,10.89,0.64%,16.39B
414,Synchrony Financial,SYF,0.036847,29.32,0.24,(0.83%),2023-04-02,"5,427,467",6.11,5.37,4.76,5.41,3.16%,12.70B
415,Leidos Holdings Inc.,LDOS,0.036706,92.73,0.67,(0.72%),2023-04-02,"1,116,154",4.95,7.42,18.61,12.41,1.56%,12.46B
416,UDR Inc.,UDR,0.035984,41.09,0.03,(0.06%),2023-04-02,"3,070,305",0.25,0.64,161.65,64.66,4.09%,13.22B
417,Akamai Technologies Inc.,AKAM,0.035709,78.34,0.04,(0.05%),2023-04-02,"1,406,429",3.27,6.02,23.94,13.01,-,12.08B
418,Western Digital Corporation,WDC,0.035154,37.93,0.26,(0.69%),2023-04-02,"2,565,216",-0.29,1.35,-,27.99,-,12.03B
419,Healthpeak Properties Inc.,PEAK,0.035023,22.01,0.04,(0.16%),2023-04-02,"7,373,042",0.91,0.49,24.22,45.11,5.46%,11.67B
420,Nordson Corporation,NDSN,0.034683,222.1,-0.16,(-0.07%),2023-04-02,"253,454",8.58,9.76,25.91,22.78,1.17%,12.56B
421,Domino's Pizza Inc.,DPZ,0.034533,330.06,0.19,(0.06%),2023-04-02,"1,087,123",12.56,14.80,26.27,22.29,1.47%,11.83B
422,Teleflex Incorporated,TFX,0.034485,251.42,-1.89,(-0.74%),2023-04-02,"211,872",7.67,14.53,33.02,17.44,0.54%,11.53B
423,Catalent Inc,CTLT,0.034393,66.9,1.19,(1.81%),2023-04-02,"1,069,895",2.26,3.52,29.08,18.67,-,11.53B
424,Viatris Inc.,VTRS,0.034237,9.65,0.03,(0.27%),2023-04-02,"13,248,480",1.71,2.88,5.64,3.34,4.99%,11.35B
425,KeyCorp,KEY,0.034122,12.48,-0.04,(-0.32%),2023-04-02,"13,592,649",1.92,2.19,6.51,5.73,6.55%,11.09B
426,APA Corporation,APA,0.033948,35.79,-0.27,(-0.75%),2023-04-02,"6,416,333",10.83,7.64,3.33,4.72,2.77%,11.05B
427,Kimco Realty Corporation,KIM,0.033881,20.22,0.69,(3.53%),2023-04-02,"6,316,840",0.16,0.71,122.83,27.39,4.71%,11.77B
428,BorgWarner Inc.,BWA,0.033783,49.08,-0.03,(-0.06%),2023-04-02,"1,393,708",3.99,5.72,12.31,8.59,1.38%,11.30B
429,Brown-Forman Corporation Class B,BF.B,0.033773,64.3,0.03,(0.05%),2023-04-02,"1,167,460",1.51,2.03,42.48,31.61,1.28%,30.36B
430,Stanley Black & Decker Inc.,SWK,0.033727,80.55,-0.04,(-0.04%),2023-04-02,"1,427,717",0.97,5.16,82.82,15.63,3.97%,12.54B
431,Bio-Techne Corporation,TECH,0.033641,74.45,0.26,(0.35%),2023-04-02,"596,695",1.61,2.37,46.14,31.37,0.43%,11.57B
432,Wynn Resorts Limited,WYNN,0.03362,111.81,-0.11,(-0.09%),2023-04-02,"3,748,984",-3.71,4.13,-,27.10,-,12.68B
433,Camden Property Trust,CPT,0.03357,99.07,-5.77,(-5.51%),2023-04-02,"902,137",6.04,1.80,17.37,58.08,3.82%,11.05B
434,EQT Corporation,EQT,0.033553,31.88,-0.03,(-0.09%),2023-04-02,"5,194,012",3.29,5.32,9.70,6.00,1.88%,11.11B
435,C.H. Robinson Worldwide Inc.,CHRW,0.033539,100.16,0.79,(0.80%),2023-04-02,"1,117,246",7.29,5.19,13.63,19.16,2.46%,11.50B
436,Hormel Foods Corporation,HRL,0.033362,40.94,1.06,(2.66%),2023-04-02,"3,059,253",1.78,1.87,22.43,21.30,2.76%,21.40B
437,Host Hotels & Resorts Inc.,HST,0.033342,16.35,-0.14,(-0.84%),2023-04-02,"10,637,553",0.88,0.86,18.67,19.13,2.91%,11.61B
438,NiSource Inc,NI,0.033078,26.7,-1.26,(-4.50%),2023-04-02,"4,280,969",1.70,1.67,16.49,16.75,3.58%,11.20B
439,Loews Corporation,L,0.032836,58.02,0.0,(0.00%),2023-04-02,"1,295,918",4.16,-,13.94,-,0.43%,13.44B
440,Campbell Soup Company,CPB,0.032348,55.26,0.28,(0.50%),2023-04-02,"1,979,700",2.70,3.14,20.36,17.50,2.69%,16.15B
441,Juniper Networks Inc.,JNPR,0.032202,34.27,-0.16,(-0.45%),2023-04-02,"2,590,442",1.43,2.57,24.07,13.41,2.56%,10.96B
442,Paramount Global Class B,PARA,0.032202,22.33,0.02,(0.09%),2023-04-02,"9,649,699",1.03,1.71,21.74,13.07,4.30%,15.06B
443,Masco Corporation,MAS,0.032093,49.75,0.03,(0.06%),2023-04-02,"1,957,879",3.62,3.71,13.73,13.40,2.29%,11.28B
444,Henry Schein Inc.,HSIC,0.032021,82.26,0.72,(0.89%),2023-04-02,"667,466",3.89,5.81,20.95,14.04,-,10.56B
445,Jack Henry & Associates Inc.,JKHY,0.031791,150.15,-0.57,(-0.38%),2023-04-02,"575,055",4.82,5.33,31.26,28.28,1.38%,10.96B
446,Ceridian HCM Holding Inc.,CDAY,0.031552,73.5,0.28,(0.38%),2023-04-02,"1,743,960",-0.48,1.62,-,45.25,-,11.28B
447,Celanese Corporation,CE,0.031159,105.33,-3.56,(-3.27%),2023-04-02,"720,435",17.42,14.50,6.25,7.51,2.57%,11.83B
448,Match Group Inc.,MTCH,0.03105,38.62,0.23,(0.60%),2023-04-02,"5,113,112",1.24,2.58,30.96,14.90,-,10.60B
449,Qorvo Inc.,QRVO,0.030614,101.28,-0.29,(-0.29%),2023-04-02,"941,727",4.26,4.38,23.85,23.17,-,10.30B
450,Fox Corporation Class A,FOXA,0.030335,34.07,0.02,(0.06%),2023-04-02,"3,280,123",2.72,3.24,12.53,10.50,1.47%,17.94B
451,Carnival Corporation,CCL,0.030068,10.15,-0.01,(-0.05%),2023-04-02,"37,357,688",-5.19,0.91,-,11.18,-,12.61B
452,Tapestry Inc.,TPR,0.029883,43.32,0.21,(0.48%),2023-04-02,"2,837,128",3.36,4.24,12.84,10.17,2.78%,10.28B
453,Charles River Laboratories International Inc.,CRL,0.029752,201.92,0.1,(0.05%),2023-04-02,"465,658",9.47,12.28,21.30,16.44,-,10.28B
454,Bio-Rad Laboratories Inc. Class A,BIO,0.029513,479.31,0.29,(0.06%),2023-04-02,"142,969",-121.14,18.11,-,26.45,-,14.08B
455,Eastman Chemical Company,EMN,0.0293,86.7,2.36,(2.80%),2023-04-02,"712,721",6.29,8.85,13.40,9.53,3.75%,9.91B
456,Caesars Entertainment Inc,CZR,0.029263,49.0,0.19,(0.39%),2023-04-02,"2,783,757",-2.40,2.35,-,20.75,-,10.43B
457,Globe Life Inc.,GL,0.029136,109.85,-0.17,(-0.16%),2023-04-02,"476,557",7.48,11.23,14.72,9.80,0.82%,10.59B
458,CarMax Inc.,KMX,0.028972,64.63,0.35,(0.54%),2023-04-02,"2,080,502",3.56,2.96,18.07,21.75,-,9.97B
459,Live Nation Entertainment Inc.,LYV,0.028878,69.52,-0.49,(-0.69%),2023-04-02,"1,412,356",0.54,1.28,130.84,54.73,-,16.06B
460,Molson Coors Beverage Company Class B,TAP,0.028522,50.81,-0.87,(-1.68%),2023-04-02,"1,480,581",-0.82,4.31,-,11.98,3.17%,10.28B
461,Gen Digital Inc.,GEN,0.028399,16.98,-0.19,(-1.08%),2023-04-02,"4,059,635",0.90,2.04,18.98,8.40,2.91%,10.93B
462,American Airlines Group Inc.,AAL,0.027803,14.73,-0.03,(-0.17%),2023-04-02,"12,348,748",0.11,2.87,134.09,5.14,-,9.55B
463,Allegion Public Limited Company,ALLE,0.027425,106.83,0.1,(0.09%),2023-04-02,"726,453",5.19,6.94,20.56,15.38,1.69%,9.53B
464,Regency Centers Corporation,REG,0.027066,69.92,8.74,(14.29%),2023-04-02,"1,107,989",2.81,2.17,21.76,28.14,4.25%,10.18B
465,Pinnacle West Capital Corporation,PNW,0.026121,68.62,-10.6,(-13.41%),2023-04-02,"796,484",3.94,4.73,20.10,16.77,4.37%,8.61B
466,Pentair plc,PNR,0.025935,54.75,-0.52,(-0.94%),2023-04-02,"1,366,928",2.92,3.99,18.94,13.85,1.59%,8.96B
467,A. O. Smith Corporation,AOS,0.025602,69.19,0.04,(0.05%),2023-04-02,"973,058",1.48,3.59,46.66,19.25,1.74%,10.37B
468,Rollins Inc.,ROL,0.025386,44.92,7.39,(19.69%),2023-04-02,"2,496,062",0.75,0.94,50.11,40.10,1.39%,18.27B
469,Robert Half International Inc.,RHI,0.025216,78.85,-1.72,(-2.14%),2023-04-02,"1,036,201",6.02,5.67,13.37,14.22,2.38%,8.60B
470,F5 Inc.,FFIV,0.025027,146.22,0.53,(0.36%),2023-04-02,"477,756",4.97,13.23,29.33,11.01,-,7.98B
471,DENTSPLY SIRONA Inc.,XRAY,0.024523,39.99,0.71,(1.79%),2023-04-02,"1,864,470",-4.42,2.23,-,17.57,1.43%,8.35B
472,Bath & Body Works Inc.,BBWI,0.024299,36.66,0.08,(0.21%),2023-04-02,"2,979,357",3.42,3.63,10.68,10.07,2.19%,8.07B
473,Huntington Ingalls Industries Inc.,HII,0.024175,205.05,-1.98,(-0.95%),2023-04-02,"573,423",14.45,16.71,14.33,12.39,2.40%,8.13B
474,Universal Health Services Inc. Class B,UHS,0.023639,128.0,0.9,(0.71%),2023-04-02,"485,730",9.15,11.28,13.88,11.27,0.63%,8.92B
475,NRG Energy Inc.,NRG,0.023127,33.76,-0.54,(-1.56%),2023-04-02,"3,529,329",4.86,5.71,7.05,6.01,4.40%,7.84B
476,WestRock Company,WRK,0.022274,29.9,-0.57,(-1.87%),2023-04-02,"1,871,729",3.14,3.15,9.71,9.68,3.61%,7.70B
477,Franklin Resources Inc.,BEN,0.022117,26.74,-0.21,(-0.76%),2023-04-02,"2,742,938",1.97,2.69,13.70,10.03,4.45%,13.43B
478,Boston Properties Inc.,BXP,0.022026,54.1,-0.03,(-0.05%),2023-04-02,"2,803,686",5.40,2.45,10.03,22.09,7.24%,8.14B
479,V.F. Corporation,VFC,0.021677,22.9,-0.01,(-0.05%),2023-04-02,"6,747,942",1.06,2.21,21.51,10.34,5.24%,8.97B
480,Invesco Ltd.,IVZ,0.021526,16.37,-0.03,(-0.21%),2023-04-02,"3,414,366",1.49,1.93,11.01,8.52,4.57%,7.45B
481,Advance Auto Parts Inc.,AAP,0.021105,121.54,-0.07,(-0.06%),2023-04-02,"1,029,242",8.26,11.48,14.72,10.60,4.93%,7.23B
482,Whirlpool Corporation,WHR,0.020595,132.0,-0.02,(-0.02%),2023-04-02,"456,745",-28.02,18.20,-,7.25,5.30%,7.14B
483,Federal Realty Investment Trust,FRT,0.020576,96.1,-2.73,(-2.76%),2023-04-02,"779,993",4.62,2.66,21.37,37.13,4.37%,7.92B
484,Generac Holdings Inc.,GNRC,0.020565,107.74,-0.28,(-0.25%),2023-04-02,"3,561,732",5.41,8.12,19.95,13.30,-,6.44B
485,Hasbro Inc.,HAS,0.019607,53.41,-0.29,(-0.53%),2023-04-02,"2,110,901",1.46,4.99,36.82,10.76,5.22%,7.36B
486,News Corporation Class A,NWSA,0.019452,16.51,-0.76,(-4.39%),2023-04-02,"2,158,738",0.51,0.71,33.86,24.26,1.16%,9.93B
487,Sealed Air Corporation,SEE,0.019378,45.91,0.0,(0.00%),2023-04-02,"895,483",3.33,4.22,13.79,10.87,1.74%,6.59B
488,Assurant Inc.,AIZ,0.018572,109.94,-10.1,(-8.44%),2023-04-02,"476,213",5.04,13.59,23.81,8.83,2.33%,6.33B
489,Organon & Co.,OGN,0.017123,23.56,0.04,(0.15%),2023-04-02,"2,199,473",3.59,4.72,6.54,4.98,4.76%,5.86B
490,Comerica Incorporated,CMA,0.01704,43.6,0.18,(0.41%),2023-04-02,"3,380,381",8.47,9.74,5.13,4.46,6.54%,5.75B
491,DXC Technology Co.,DXC,0.016919,25.57,0.01,(0.02%),2023-04-02,"1,477,650",2.94,4.00,8.71,6.39,-,5.79B
492,Norwegian Cruise Line Holdings Ltd.,NCLH,0.016159,13.47,0.02,(0.11%),2023-04-02,"11,638,085",-5.42,1.59,-,8.44,-,5.70B
493,Alaska Air Group Inc.,ALK,0.014919,43.47,1.51,(3.61%),2023-04-02,"1,288,835",0.44,6.88,96.02,6.10,-,5.40B
494,Mohawk Industries Inc.,MHK,0.014535,101.0,0.78,(0.78%),2023-04-02,"491,698",0.29,11.14,350.42,8.99,-,6.35B
495,Ralph Lauren Corporation Class A,RL,0.013839,116.37,-0.31,(-0.26%),2023-04-02,"805,579",7.45,9.23,15.66,12.64,2.57%,7.72B
496,Zions Bancorporation N.A.,ZION,0.013421,29.88,-0.06,(-0.18%),2023-04-02,"5,143,314",5.79,6.48,5.17,4.62,5.48%,4.32B
497,Newell Brands Inc,NWL,0.013344,12.29,-0.16,(-1.25%),2023-04-02,"3,957,182",0.47,1.37,26.36,9.09,7.40%,5.10B
498,DaVita Inc.,DVA,0.012991,83.81,2.7,(3.33%),2023-04-02,"636,625",5.64,7.06,14.39,11.48,-,7.25B
499,Fox Corporation Class B,FOX,0.012688,31.28,-0.03,(-0.10%),2023-04-02,"1,149,592",2.74,2.35,11.43,13.32,1.60%,17.64B
500,Lincoln National Corp,LNC,0.009937,22.34,-0.13,(-0.58%),2023-04-02,"3,735,150",-13.17,9.51,-,2.36,8.01%,3.75B
501,First Republic Bank,FRC,0.007348,13.92,-0.07,(-0.49%),2023-04-02,"39,130,808",8.25,5.68,1.70,2.46,7.72%,2.59B
502,DISH Network Corporation Class A,DISH,0.006533,9.38,0.05,(0.54%),2023-04-02,"6,515,664",3.62,0.72,2.58,12.96,-,5.01B
503,News Corporation Class B,NWS,0.006147,17.01,-0.42,(-2.40%),2023-04-02,"732,366",0.51,-,34.18,-,1.15%,9.98B
