#,Company,Symbol,Weight,Price,Chg,% Chg,date,Volume,EPS (Trailing),EPS (Forward),P/E (Trailing),P/E (Forward),Dividend Yield,Market Cap
183,Biogen Inc.,BIIB,0.115787,282.83,7.58,(2.75%),2023-04-05,"407,615",20.92,16.50,13.16,16.68,-,39.36B
184,Sysco Corporation,SYY,0.114955,77.13,-0.61,(-0.78%),2023-04-05,"497,046",2.77,4.61,28.02,16.85,2.52%,39.31B
185,Realty Income Corporation,O,0.114788,63.06,0.22,(0.36%),2023-04-05,"1,185,188",1.42,1.50,44.25,41.95,4.87%,41.04B
186,Cintas Corporation,CTAS,0.114638,452.75,-2.16,(-0.48%),2023-04-05,"86,205",12.31,14.22,36.95,31.99,1.01%,46.72B
187,Johnson Controls International plc,JCI,0.114492,55.7,-1.58,(-2.76%),2023-04-05,"3,008,330",1.83,4.02,31.22,14.23,2.51%,38.85B
188,Hess Corporation,HES,0.114074,140.07,-0.85,(-0.61%),2023-04-05,"378,528",6.77,10.03,20.82,14.05,1.24%,43.19B
189,Travelers Companies Inc.,TRV,0.113689,170.02,1.39,(0.82%),2023-04-05,"495,435",11.76,16.82,14.34,10.02,2.21%,39.00B
190,TransDigm Group Incorporated,TDG,0.111304,726.28,-9.36,(-1.27%),2023-04-05,"50,555",14.69,26.71,50.07,27.54,-,40.05B
191,Dow Inc.,DOW,0.111203,54.0,-0.26,(-0.48%),2023-04-05,"1,362,810",6.25,4.86,8.69,11.17,5.16%,37.84B
192,Hershey Company,HSY,0.110645,259.61,1.54,(0.60%),2023-04-05,"333,494",7.96,10.07,32.42,25.64,1.61%,52.42B
193,MetLife Inc.,MET,0.110252,58.21,0.77,(1.33%),2023-04-05,"1,742,474",2.54,9.15,22.59,6.28,3.48%,43.80B
194,Ross Stores Inc.,ROST,0.11011,106.55,-1.98,(-1.83%),2023-04-05,"862,238",4.38,5.49,24.76,19.76,1.23%,36.07B
195,L3Harris Technologies Inc,LHX,0.109379,197.12,0.02,(0.01%),2023-04-05,"219,389",5.46,13.23,36.09,14.89,2.31%,37.15B
196,Xcel Energy Inc.,XEL,0.109091,70.67,2.22,(3.24%),2023-04-05,"1,551,283",3.17,3.61,21.59,18.98,3.04%,37.34B
197,Hilton Worldwide Holdings Inc,HLT,0.108048,138.41,-0.6,(-0.43%),2023-04-05,"715,737",4.54,6.62,30.63,21.01,0.43%,36.14B
198,Yum! Brands Inc.,YUM,0.107954,132.81,1.21,(0.92%),2023-04-05,"338,354",4.57,5.93,28.81,22.20,1.84%,36.10B
199,American International Group Inc.,AIG,0.107919,50.0,0.13,(0.27%),2023-04-05,"1,050,234",12.79,7.36,3.90,6.78,2.57%,36.37B
200,Capital One Financial Corp,COF,0.107666,93.27,-3.36,(-3.48%),2023-04-05,"1,197,256",17.82,15.22,5.42,6.35,2.48%,36.19B
201,PACCAR Inc,PCAR,0.107572,67.73,-3.07,(-4.34%),2023-04-05,"1,706,045",5.17,5.62,13.69,12.59,1.41%,36.50B
202,Charter Communications Inc. Class A,CHTR,0.106968,352.92,4.8,(1.38%),2023-04-05,"244,310",30.76,40.19,11.32,8.66,-,57.46B
203,IQVIA Holdings Inc,IQV,0.106422,196.96,0.26,(0.13%),2023-04-05,"292,063",5.72,12.04,34.39,16.33,-,35.89B
204,Simon Property Group Inc.,SPG,0.106167,109.15,-2.16,(-1.94%),2023-04-05,"538,089",6.52,6.12,17.07,18.20,6.47%,34.94B
205,Nucor Corporation,NUE,0.106158,142.32,-1.52,(-1.05%),2023-04-05,"808,985",29.05,11.78,4.95,12.21,1.42%,35.51B
206,Illumina Inc.,ILMN,0.10546,230.42,0.2,(0.09%),2023-04-05,"269,774",-28.06,3.12,-,73.67,-,35.24B
207,Aflac Incorporated,AFL,0.105316,64.65,0.74,(1.16%),2023-04-05,"568,885",6.56,6.04,9.74,10.58,2.63%,38.96B
208,Williams Companies Inc.,WMB,0.104918,29.64,-0.04,(-0.12%),2023-04-05,"1,865,855",1.67,1.75,17.73,16.91,6.03%,35.61B
209,Carrier Global Corp.,CARR,0.104786,42.4,-0.49,(-1.14%),2023-04-05,"2,330,276",4.09,2.84,10.48,15.11,1.73%,35.29B
210,Constellation Brands Inc. Class A,STZ,0.103135,221.56,3.33,(1.53%),2023-04-05,"595,205",0.34,11.70,645.65,18.66,1.47%,40.09B
211,Centene Corporation,CNC,0.102797,65.55,1.57,(2.45%),2023-04-05,"1,452,399",2.03,7.16,31.47,8.94,-,35.75B
212,Paychex Inc.,PAYX,0.10267,108.42,-1.48,(-1.35%),2023-04-05,"815,743",4.15,4.59,26.50,23.95,2.88%,39.25B
213,Kinder Morgan Inc Class P,KMI,0.100581,17.56,0.08,(0.44%),2023-04-05,"3,703,048",1.12,1.18,15.58,14.84,6.35%,38.82B
214,Devon Energy Corporation,DVN,0.100228,52.65,-0.09,(-0.17%),2023-04-05,"3,275,189",9.12,7.11,5.78,7.42,9.59%,33.97B
215,Mettler-Toledo International Inc.,MTD,0.09926,1535.98,6.44,(0.42%),2023-04-05,"21,267",38.46,49.02,39.77,31.20,-,33.08B
216,Consolidated Edison Inc.,ED,0.099247,98.35,2.33,(2.42%),2023-04-05,"718,385",4.67,5.20,20.57,18.47,3.37%,33.75B
217,ON Semiconductor Corporation,ON,0.09868,76.14,-2.35,(-3.00%),2023-04-05,"2,156,706",4.25,5.15,18.47,15.25,-,33.70B
218,Otis Worldwide Corporation,OTIS,0.098242,79.47,-1.16,(-1.44%),2023-04-05,"502,408",2.96,3.83,27.22,21.08,1.44%,32.95B
219,Warner Bros. Discovery Inc. Series A,WBD,0.097668,14.79,-0.36,(-2.39%),2023-04-05,"5,159,882",-2.62,0.94,-,16.03,-,36.21B
220,Welltower Inc.,WELL,0.096864,70.99,0.61,(0.87%),2023-04-05,"458,029",0.28,1.11,255.00,63.18,3.47%,34.18B
221,Electronic Arts Inc.,EA,0.096027,125.46,0.22,(0.17%),2023-04-05,"626,542",3.71,6.55,33.80,19.11,0.61%,33.96B
222,Cummins Inc.,CMI,0.095593,219.34,-12.6,(-5.42%),2023-04-05,"678,594",15.12,19.22,15.34,12.07,2.71%,32.16B
223,Bank of New York Mellon Corp,BK,0.095358,44.66,-0.03,(-0.06%),2023-04-05,"1,093,021",2.90,5.38,15.41,8.30,3.31%,35.30B
224,VICI Properties Inc,VICI,0.094723,32.38,0.03,(0.08%),2023-04-05,"2,702,195",1.25,2.45,25.82,13.21,4.82%,31.68B
225,Copart Inc.,CPRT,0.094446,74.9,-0.77,(-1.02%),2023-04-05,"419,590",2.25,2.63,33.71,28.79,-,35.23B
226,PPG Industries Inc.,PPG,0.09435,137.63,-0.69,(-0.50%),2023-04-05,"538,125",4.34,7.76,31.90,17.82,1.79%,31.64B
227,ResMed Inc.,RMD,0.093967,222.02,1.78,(0.81%),2023-04-05,"101,693",5.50,7.29,40.04,30.21,0.80%,31.91B
228,Kroger Co.,KR,0.093859,48.01,-1.45,(-2.93%),2023-04-05,"3,770,715",3.06,4.50,16.17,10.98,2.10%,35.26B
229,DuPont de Nemours Inc.,DD,0.093847,69.8,-0.42,(-0.60%),2023-04-05,"954,726",2.01,4.38,34.90,16.04,2.05%,31.67B
230,AMETEK Inc.,AME,0.093165,136.19,-2.87,(-2.06%),2023-04-05,"328,587",5.01,6.43,27.76,21.62,0.72%,31.47B
231,Ameriprise Financial Inc.,AMP,0.093042,295.9,-4.33,(-1.44%),2023-04-05,"220,038",22.45,33.11,13.38,9.07,1.67%,30.96B
232,Rockwell Automation Inc.,ROK,0.092968,274.46,-4.3,(-1.54%),2023-04-05,"307,404",9.23,12.31,30.20,22.64,1.69%,31.35B
233,Fidelity National Information Services Inc.,FIS,0.091513,53.29,0.34,(0.65%),2023-04-05,"2,161,853",-28.27,6.46,-,8.20,3.93%,30.10B
234,Dollar Tree Inc.,DLTR,0.091226,148.81,-0.08,(-0.05%),2023-04-05,"468,472",7.20,7.93,20.67,18.79,-,32.31B
235,Cognizant Technology Solutions Corporation Class A,CTSH,0.091089,60.4,-0.27,(-0.45%),2023-04-05,"1,292,924",4.42,4.88,13.74,12.44,1.91%,30.33B
236,Public Service Enterprise Group Inc,PEG,0.089287,62.9,1.47,(2.39%),2023-04-05,"838,330",2.06,3.70,29.83,16.58,3.71%,30.36B
237,Kraft Heinz Company,KHC,0.089248,39.0,0.39,(1.01%),2023-04-05,"1,583,812",1.91,2.86,20.17,13.50,4.14%,47.58B
238,D.R. Horton Inc.,DHI,0.088793,96.91,-0.5,(-0.51%),2023-04-05,"1,371,578",16.13,9.41,6.04,10.35,1.03%,32.61B
239,Fastenal Company,FAST,0.088277,51.69,-1.32,(-2.50%),2023-04-05,"1,449,716",1.89,2.12,28.08,24.98,2.64%,29.64B
240,Prudential Financial Inc.,PRU,0.088141,82.41,0.17,(0.21%),2023-04-05,"730,185",-3.94,12.93,-,6.36,6.08%,29.82B
241,Halliburton Company,HAL,0.08789,32.81,-0.42,(-1.26%),2023-04-05,"2,878,503",1.73,3.64,19.22,9.14,1.93%,29.49B
242,Allstate Corporation,ALL,0.087415,114.72,1.55,(1.37%),2023-04-05,"419,845",-5.33,13.25,-,8.54,3.15%,29.34B
243,Keurig Dr Pepper Inc.,KDP,0.087178,35.57,0.21,(0.59%),2023-04-05,"2,958,439",1.01,1.92,35.08,18.41,2.26%,49.52B
244,WEC Energy Group Inc,WEC,0.087082,97.59,2.8,(2.95%),2023-04-05,"624,113",4.45,4.90,21.28,19.35,3.29%,29.79B
245,Verisk Analytics Inc,VRSK,0.086835,191.7,1.11,(0.58%),2023-04-05,"326,832",6.52,6.38,29.24,29.89,0.71%,29.35B
246,Old Dominion Freight Line Inc.,ODFL,0.086732,322.6,-6.12,(-1.86%),2023-04-05,"253,596",12.18,13.31,26.98,24.70,0.49%,35.40B
247,W.W. Grainger Inc.,GWW,0.086295,640.87,-15.8,(-2.41%),2023-04-05,"135,551",30.28,36.37,21.69,18.06,1.05%,32.07B
248,GE Healthcare Technologies Inc.,GEHC,0.086276,80.89,-0.7,(-0.86%),2023-04-05,"495,420",4.18,4.33,19.51,18.84,-,37.09B
249,Baker Hughes Company Class A,BKR,0.085302,29.13,-0.12,(-0.41%),2023-04-05,"1,563,703",-0.60,2.07,-,14.16,2.60%,29.47B
250,ONEOK Inc.,OKE,0.084669,65.47,0.43,(0.66%),2023-04-05,"700,718",3.84,4.85,16.95,13.40,5.87%,28.62B
251,Aptiv PLC,APTV,0.084621,104.43,-2.79,(-2.60%),2023-04-05,"410,312",1.96,6.27,54.79,17.09,-,28.47B
252,ANSYS Inc.,ANSS,0.083544,324.76,-4.0,(-1.22%),2023-04-05,"101,765",5.99,9.58,54.91,34.33,-,27.96B
253,American Water Works Company Inc.,AWK,0.082826,150.17,3.04,(2.06%),2023-04-05,"270,067",4.50,5.14,32.66,28.62,1.78%,28.52B
254,Keysight Technologies Inc,KEYS,0.082173,155.62,-1.68,(-1.07%),2023-04-05,"305,332",6.37,8.53,24.71,18.45,-,27.43B
255,Ulta Beauty Inc.,ULTA,0.081455,534.66,-11.5,(-2.11%),2023-04-05,"375,338",24.01,27.21,22.74,20.07,-,26.95B
256,Republic Services Inc.,RSG,0.081149,135.58,-0.54,(-0.39%),2023-04-05,"338,969",4.69,5.79,29.01,23.53,1.45%,42.90B
257,SBA Communications Corp. Class A,SBAC,0.080867,259.79,3.05,(1.19%),2023-04-05,"162,299",4.22,5.86,60.88,43.79,1.32%,27.33B
258,CoStar Group Inc.,CSGP,0.080573,67.79,-0.24,(-0.35%),2023-04-05,"588,825",0.93,1.39,73.38,48.90,-,27.39B
259,Enphase Energy Inc.,ENPH,0.080311,188.62,-13.9,(-6.88%),2023-04-05,"2,159,656",2.74,7.34,73.97,27.60,-,26.87B
260,Eversource Energy,ES,0.079306,80.16,2.11,(2.70%),2023-04-05,"621,735",4.05,4.67,19.29,16.71,3.46%,27.16B
261,Global Payments Inc.,GPN,0.079287,103.12,-0.19,(-0.18%),2023-04-05,"840,008",0.43,11.78,237.49,8.77,0.97%,26.72B
262,Zimmer Biomet Holdings Inc.,ZBH,0.078182,128.7,0.78,(0.61%),2023-04-05,"320,955",1.38,7.57,92.76,16.90,0.75%,26.36B
263,Edison International,EIX,0.078181,71.92,1.63,(2.31%),2023-04-05,"600,823",1.59,5.13,44.12,13.69,4.20%,26.67B
264,Digital Realty Trust Inc.,DLR,0.077381,91.66,-1.12,(-1.21%),2023-04-05,"1,127,346",1.15,1.27,80.54,73.11,5.26%,25.70B
265,Tractor Supply Company,TSCO,0.077179,233.52,-6.07,(-2.53%),2023-04-05,"461,250",9.71,11.58,24.66,20.69,1.72%,25.81B
266,AmerisourceBergen Corporation,ABC,0.076885,167.06,4.09,(2.51%),2023-04-05,"535,005",8.24,12.60,19.79,12.94,1.19%,32.80B
267,Lennar Corporation Class A,LEN,0.076832,103.44,-0.39,(-0.37%),2023-04-05,"555,827",12.98,10.69,8.00,9.71,1.44%,28.65B
268,Discover Financial Services,DFS,0.076785,96.5,-2.08,(-2.11%),2023-04-05,"686,458",15.45,13.98,6.38,7.05,2.43%,25.38B
269,Corning Inc,GLW,0.076459,34.28,-0.15,(-0.44%),2023-04-05,"819,171",1.54,2.49,22.40,13.81,3.25%,28.79B
270,State Street Corporation,STT,0.075978,74.74,0.12,(0.16%),2023-04-05,"671,098",7.19,9.46,10.38,7.88,3.38%,25.47B
271,Diamondback Energy Inc.,FANG,0.075941,141.18,-0.47,(-0.33%),2023-04-05,"812,877",24.74,22.59,5.73,6.27,6.75%,25.65B
272,PG&E Corporation,PCG,0.075638,16.26,0.13,(0.79%),2023-04-05,"3,172,527",0.84,1.34,19.13,12.00,-,39.09B
273,West Pharmaceutical Services Inc.,WST,0.075179,347.14,-0.96,(-0.28%),2023-04-05,"79,845",7.66,8.45,45.47,41.21,0.22%,25.44B
274,Walgreens Boots Alliance Inc.,WBA,0.074951,36.01,0.16,(0.44%),2023-04-05,"2,771,514",-3.64,4.81,-,7.46,5.36%,30.98B
275,CDW Corporation,CDW,0.074755,187.65,-1.62,(-0.85%),2023-04-05,"178,795",8.14,11.39,23.26,16.62,1.25%,25.03B
276,HP Inc.,HPQ,0.074507,29.32,-0.23,(-0.78%),2023-04-05,"2,063,746",2.51,3.59,11.77,8.24,3.55%,28.66B
277,Willis Towers Watson Public Limited Company,WTW,0.073829,236.01,1.78,(0.76%),2023-04-05,"128,672",9.48,17.21,24.71,13.61,1.43%,24.60B
278,Arch Capital Group Ltd.,ACGL,0.073139,68.42,0.53,(0.78%),2023-04-05,"428,677",3.81,6.72,17.83,10.10,-,25.29B
279,United Rentals Inc.,URI,0.072482,348.88,-10.3,(-2.85%),2023-04-05,"808,038",29.75,44.14,12.07,8.14,1.65%,24.32B
280,Constellation Energy Corporation,CEG,0.07239,76.61,0.59,(0.78%),2023-04-05,"318,543",-0.46,5.14,-,14.80,1.48%,24.37B
281,T. Rowe Price Group,TROW,0.072385,108.92,-1.68,(-1.52%),2023-04-05,"254,235",6.69,7.20,16.54,15.37,4.41%,24.27B
282,Gartner Inc.,IT,0.072112,311.28,-2.81,(-0.89%),2023-04-05,"158,547",9.98,10.94,31.46,28.71,-,24.37B
283,Equifax Inc.,EFX,0.07207,200.86,-1.25,(-0.62%),2023-04-05,"186,954",5.64,9.10,35.81,22.20,0.77%,24.52B
284,Albemarle Corporation,ALB,0.071495,195.66,-13.9,(-6.64%),2023-04-05,"2,708,592",22.82,28.91,9.18,7.25,0.76%,24.74B
285,eBay Inc.,EBAY,0.070061,43.94,-0.39,(-0.87%),2023-04-05,"1,104,140",-2.14,4.53,-,9.79,2.26%,23.55B
286,Align Technology Inc.,ALGN,0.069045,316.89,-9.96,(-3.05%),2023-04-05,"210,021",4.60,9.76,71.07,33.49,-,23.37B
287,LyondellBasell Industries NV,LYB,0.069002,93.2,-0.24,(-0.25%),2023-04-05,"783,071",11.89,10.64,7.86,8.78,5.09%,30.14B
288,Genuine Parts Company,GPC,0.067882,163.01,-1.83,(-1.11%),2023-04-05,"184,886",8.31,9.60,19.83,17.17,2.31%,22.80B
289,Quanta Services Inc.,PWR,0.067809,158.81,-3.84,(-2.36%),2023-04-05,"402,101",3.32,8.06,48.96,20.17,0.20%,23.41B
290,AvalonBay Communities Inc.,AVB,0.067768,167.01,0.72,(0.43%),2023-04-05,"171,135",8.11,5.54,20.51,30.01,3.97%,22.60B
291,Fortive Corp.,FTV,0.067496,64.63,-0.89,(-1.36%),2023-04-05,"439,332",2.10,3.66,31.26,17.90,0.43%,22.86B
292,International Flavors & Fragrances Inc.,IFF,0.066888,89.61,-0.47,(-0.52%),2023-04-05,"348,239",-7.33,5.67,-,15.89,3.60%,22.62B
293,Vulcan Materials Company,VMC,0.065371,164.6,-4.26,(-2.52%),2023-04-05,"347,492",4.45,7.30,37.95,23.12,1.02%,22.28B
294,Ingersoll Rand Inc.,IR,0.065279,54.4,-0.86,(-1.56%),2023-04-05,"3,398,752",1.44,2.82,38.43,19.61,0.14%,22.05B
295,CBRE Group Inc. Class A,CBRE,0.065248,69.89,-1.02,(-1.44%),2023-04-05,"711,339",4.27,5.83,16.60,12.17,-,21.38B
296,Ameren Corporation,AEE,0.065062,88.6,2.19,(2.54%),2023-04-05,"470,763",4.14,4.68,20.88,18.46,2.92%,22.70B
297,Insulet Corporation,PODD,0.064954,317.77,-2.14,(-0.67%),2023-04-05,"96,952",0.06,2.08,5712.68,154.10,-,22.10B
298,Weyerhaeuser Company,WY,0.064558,29.49,-0.46,(-1.54%),2023-04-05,"1,674,239",2.52,1.18,11.88,25.30,2.54%,21.29B
299,Hartford Financial Services Group Inc.,HIG,0.063979,69.35,0.29,(0.42%),2023-04-05,"395,514",5.45,9.68,12.67,7.13,2.46%,21.37B
300,Entergy Corporation,ETR,0.063804,110.08,2.6,(2.42%),2023-04-05,"381,593",5.38,7.19,19.96,14.94,3.98%,22.63B
301,Delta Air Lines Inc.,DAL,0.063454,33.06,-0.86,(-2.54%),2023-04-05,"3,584,491",2.05,6.90,16.55,4.91,-,21.25B
302,Church & Dwight Co. Inc.,CHD,0.063198,89.88,1.05,(1.18%),2023-04-05,"435,442",1.68,3.28,52.91,27.07,1.23%,21.29B
303,FirstEnergy Corp.,FE,0.063173,41.21,1.11,(2.78%),2023-04-05,"1,097,990",0.71,2.68,56.56,14.98,3.89%,22.70B
304,Monolithic Power Systems Inc.,MPWR,0.063052,471.15,-11.9,(-2.46%),2023-04-05,"185,032",9.05,15.66,53.38,30.84,0.83%,22.73B
305,Martin Marietta Materials Inc.,MLM,0.062952,339.38,-8.17,(-2.35%),2023-04-05,"121,804",13.70,17.19,25.37,20.22,0.76%,21.31B
306,Extra Space Storage Inc.,EXR,0.062577,159.0,-1.17,(-0.73%),2023-04-05,"1,377,256",6.41,6.34,25.00,25.24,4.05%,21.08B
307,McCormick & Company Incorporated,MKC,0.062146,85.26,0.12,(0.14%),2023-04-05,"540,170",2.47,2.88,34.51,29.55,1.83%,22.21B
308,DTE Energy Company,DTE,0.061445,111.61,2.9,(2.66%),2023-04-05,"448,805",5.51,6.69,19.72,16.25,3.50%,22.23B
309,Hewlett Packard Enterprise Co.,HPE,0.060516,15.82,-0.29,(-1.81%),2023-04-05,"3,841,354",0.64,2.15,25.05,7.50,2.98%,20.60B
310,First Solar Inc.,FSLR,0.060103,200.62,-7.52,(-3.61%),2023-04-05,"837,059",-0.42,12.81,-,16.24,-,21.76B
311,Teledyne Technologies Incorporated,TDY,0.059931,433.62,-4.72,(-1.08%),2023-04-05,"32,042",16.53,20.82,26.51,21.05,-,20.19B
312,Baxter International Inc.,BAX,0.059627,41.58,1.08,(2.66%),2023-04-05,"4,679,255",-4.83,3.29,-,12.31,2.86%,20.35B
313,Laboratory Corporation of America Holdings,LH,0.059514,233.29,2.67,(1.16%),2023-04-05,"153,826",13.84,19.00,16.66,12.13,1.25%,19.99B
314,Dover Corporation,DOV,0.05929,142.29,-2.78,(-1.92%),2023-04-05,"159,473",7.27,9.78,19.97,14.83,1.39%,19.77B
315,Equity Residential,EQR,0.059009,59.63,0.24,(0.40%),2023-04-05,"326,270",2.07,1.71,28.72,34.83,4.46%,21.93B
316,PPL Corporation,PPL,0.058796,28.23,0.68,(2.48%),2023-04-05,"1,522,370",0.97,1.71,28.43,16.16,3.48%,20.12B
317,Hologic Inc.,HOLX,0.058759,81.92,1.13,(1.39%),2023-04-05,"257,777",3.92,4.05,20.60,19.93,-,19.87B
318,Cardinal Health Inc.,CAH,0.058533,78.49,1.83,(2.39%),2023-04-05,"631,846",-4.65,6.34,-,12.08,2.59%,19.71B
319,VeriSign Inc.,VRSN,0.057933,212.99,-0.86,(-0.40%),2023-04-05,"160,236",6.24,8.16,34.25,26.20,-,21.87B
320,Coterra Energy Inc.,CTRA,0.057889,25.11,0.02,(0.08%),2023-04-05,"2,058,585",5.08,3.13,4.94,8.01,9.96%,18.88B
321,M&T Bank Corporation,MTB,0.05787,116.64,-0.54,(-0.46%),2023-04-05,"391,607",10.98,18.07,10.67,6.48,4.44%,19.69B
322,Alexandria Real Estate Equities Inc.,ARE,0.056985,123.83,-0.2,(-0.16%),2023-04-05,"168,625",3.17,3.61,39.10,34.36,3.90%,21.19B
323,Omnicom Group Inc,OMC,0.056309,93.24,-1.55,(-1.63%),2023-04-05,"418,628",6.37,7.75,14.87,12.22,2.95%,18.77B
324,Take-Two Interactive Software Inc.,TTWO,0.056267,119.7,-1.95,(-1.60%),2023-04-05,"352,178",-2.26,5.24,-,23.20,-,20.05B
325,Clorox Company,CLX,0.056176,157.24,1.34,(0.86%),2023-04-05,"377,388",3.51,5.38,44.40,28.98,3.03%,18.80B
326,STERIS Plc,STE,0.05527,192.76,1.49,(0.78%),2023-04-05,"79,204",-0.29,8.78,-,21.78,0.98%,18.74B
327,Las Vegas Sands Corp.,LVS,0.054975,56.13,-1.53,(-2.65%),2023-04-05,"916,048",-1.40,2.75,-,20.95,-,42.60B
328,Southwest Airlines Co.,LUV,0.054857,31.19,-0.53,(-1.66%),2023-04-05,"1,442,193",0.79,3.84,40.15,8.26,2.27%,18.43B
329,Darden Restaurants Inc.,DRI,0.05447,153.34,0.25,(0.17%),2023-04-05,"436,892",7.67,8.79,19.96,17.42,3.16%,18.48B
330,CenterPoint Energy Inc.,CNP,0.054068,30.24,0.8,(2.73%),2023-04-05,"1,571,983",1.60,1.62,18.43,18.22,2.58%,18.47B
331,Nasdaq Inc.,NDAQ,0.053815,54.32,-0.38,(-0.70%),2023-04-05,"857,255",2.26,2.92,24.18,18.72,1.46%,26.44B
332,Cooper Companies Inc.,COO,0.053285,372.07,2.01,(0.54%),2023-04-05,"68,293",7.55,14.37,49.00,25.75,0.02%,18.01B
333,Xylem Inc.,XYL,0.053209,100.0,-1.18,(-1.16%),2023-04-05,"621,816",1.96,3.63,51.60,27.89,1.30%,17.84B
334,Skyworks Solutions Inc.,SWKS,0.053058,111.16,-2.89,(-2.53%),2023-04-05,"514,831",7.33,10.80,15.57,10.56,2.17%,18.05B
335,Northern Trust Corporation,NTRS,0.052899,87.48,0.48,(0.55%),2023-04-05,"210,171",6.14,7.50,14.17,11.59,3.45%,17.79B
336,Waters Corporation,WAT,0.052605,303.2,0.47,(0.16%),2023-04-05,"127,180",11.74,14.13,25.78,21.43,-,17.56B
337,Invitation Homes Inc.,INVH,0.052571,31.36,0.11,(0.35%),2023-04-05,"603,195",0.63,0.75,49.92,41.78,3.33%,18.78B
338,Conagra Brands Inc.,CAG,0.051886,38.71,1.13,(3.01%),2023-04-05,"4,637,341",1.42,2.81,26.56,13.35,3.51%,17.83B
339,CMS Energy Corporation,CMS,0.051686,61.84,1.01,(1.66%),2023-04-05,"1,932,574",2.61,3.35,23.27,18.18,3.21%,17.69B
340,Westinghouse Air Brake Technologies Corporation,WAB,0.05153,96.17,-1.44,(-1.48%),2023-04-05,"396,675",3.46,5.98,28.18,16.31,0.70%,17.28B
341,Cincinnati Financial Corporation,CINF,0.051207,110.96,0.11,(0.10%),2023-04-05,"136,134",-2.97,5.99,-,18.52,2.71%,17.16B
342,Fifth Third Bancorp,FITB,0.051203,25.48,-0.13,(-0.52%),2023-04-05,"2,789,413",3.35,3.92,7.65,6.53,5.15%,17.17B
343,Raymond James Financial Inc.,RJF,0.050701,88.89,-1.27,(-1.41%),2023-04-05,"336,055",7.18,10.46,12.55,8.62,1.86%,19.19B
344,Tyson Foods Inc. Class A,TSN,0.050597,59.76,0.08,(0.14%),2023-04-05,"860,977",6.73,5.47,8.87,10.91,3.22%,20.87B
345,Fair Isaac Corporation,FICO,0.05058,679.44,-9.85,(-1.43%),2023-04-05,"25,477",14.95,22.80,46.10,30.23,-,17.18B
346,Mid-America Apartment Communities Inc.,MAA,0.050249,149.84,0.68,(0.46%),2023-04-05,"142,575",5.48,4.87,27.20,30.61,3.75%,17.10B
347,Kellogg Company,K,0.050168,68.02,0.73,(1.08%),2023-04-05,"599,966",2.81,4.25,23.98,15.84,3.51%,22.95B
348,Regions Financial Corporation,RF,0.050033,18.15,-0.16,(-0.88%),2023-04-05,"3,491,450",2.28,2.50,8.04,7.31,4.37%,16.90B
349,Steel Dynamics Inc.,STLD,0.049935,102.5,-0.79,(-0.77%),2023-04-05,"796,598",20.80,8.43,4.97,12.26,1.65%,17.45B
350,Ball Corporation,BALL,0.049482,53.58,-0.67,(-1.24%),2023-04-05,"413,033",2.23,3.56,24.33,15.25,1.47%,16.80B
351,Expeditors International of Washington Inc.,EXPD,0.049344,105.46,-1.0,(-0.94%),2023-04-05,"249,329",8.23,5.12,12.93,20.77,1.26%,15.99B
352,Ventas Inc.,VTR,0.049313,42.05,-0.21,(-0.49%),2023-04-05,"816,747",-0.12,0.09,-,464.40,4.26%,17.34B
353,Broadridge Financial Solutions Inc.,BR,0.049188,141.53,-2.0,(-1.39%),2023-04-05,"130,138",4.49,7.53,31.97,19.05,2.02%,16.72B
354,Amcor PLC,AMCR,0.048989,11.26,0.04,(0.31%),2023-04-05,"1,581,068",0.71,0.82,15.76,13.75,4.37%,16.32B
355,Targa Resources Corp.,TRGP,0.048953,74.32,-0.36,(-0.49%),2023-04-05,"391,440",3.89,6.66,19.22,11.22,1.87%,16.61B
356,PerkinElmer Inc.,PKI,0.048602,133.68,1.79,(1.36%),2023-04-05,"221,041",4.05,6.17,32.55,21.39,0.21%,16.39B
357,IDEX Corporation,IEX,0.048548,217.74,-4.49,(-2.02%),2023-04-05,"100,141",7.72,9.17,28.78,24.23,1.08%,16.49B
358,J.M. Smucker Company,SJM,0.048509,157.72,1.98,(1.27%),2023-04-05,"211,207",6.66,9.48,23.40,16.43,2.62%,16.63B
359,EPAM Systems Inc.,EPAM,0.048465,281.66,-9.4,(-3.23%),2023-04-05,"254,790",7.08,14.02,41.12,20.77,-,16.49B
360,NVR Inc.,NVR,0.048441,5503.5,-23.3,(-0.42%),2023-04-05,"6,976",492.33,363.32,11.23,15.21,-,17.46B
361,Principal Financial Group Inc.,PFG,0.047978,72.59,0.19,(0.26%),2023-04-05,"877,093",18.82,7.52,3.85,9.62,3.54%,17.56B
362,SolarEdge Technologies Inc.,SEDG,0.047744,277.33,-15.4,(-5.27%),2023-04-05,"570,656",1.66,11.49,176.47,25.49,-,16.01B
363,Marathon Oil Corporation,MRO,0.047589,25.39,-0.34,(-1.33%),2023-04-05,"5,184,525",5.19,4.31,4.96,5.97,1.55%,16.03B
364,Teradyne Inc.,TER,0.046923,100.57,-2.52,(-2.44%),2023-04-05,"549,987",4.22,5.20,24.43,19.83,0.43%,16.10B
365,Quest Diagnostics Incorporated,DGX,0.046842,143.09,1.89,(1.34%),2023-04-05,"349,468",7.91,9.21,17.84,15.34,2.01%,15.48B
