#,Company,Symbol,Weight,Price,Chg,% Chg,date,Volume,EPS (Trailing),EPS (Forward),P/E (Trailing),P/E (Forward),Dividend Yield,Market Cap
182,IDEXX Laboratories Inc.,IDXX,0.115523,475.8,-0.89,(-0.19%),2023-04-06,"529,736",8.03,10.93,59.38,43.62,-,39.00B
183,Hess Corporation,HES,0.115406,141.96,-0.25,(-0.18%),2023-04-06,"1,463,270",6.77,10.03,21.01,14.18,1.23%,43.58B
184,Travelers Companies Inc.,TRV,0.115108,172.34,2.03,(1.19%),2023-04-06,"787,138",11.76,16.82,14.49,10.12,2.18%,39.39B
185,Realty Income Corporation,O,0.114837,62.73,0.02,(0.02%),2023-04-06,"3,176,437",1.42,1.50,44.16,41.86,4.88%,40.96B
186,Sysco Corporation,SYY,0.114812,77.25,-0.2,(-0.26%),2023-04-06,"2,125,447",2.77,4.61,27.92,16.79,2.53%,39.17B
187,Trane Technologies plc,TT,0.114637,167.03,-3.46,(-2.03%),2023-04-06,"2,860,059",7.58,9.11,22.50,18.72,1.76%,38.83B
188,Cintas Corporation,CTAS,0.114123,451.71,-0.03,(-0.01%),2023-04-06,"238,854",12.31,14.22,36.70,31.76,1.02%,46.40B
189,Xcel Energy Inc.,XEL,0.113629,71.25,0.13,(0.18%),2023-04-06,"2,442,318",3.17,3.61,22.43,19.72,2.92%,38.80B
190,MetLife Inc.,MET,0.112875,59.27,0.61,(1.03%),2023-04-06,"4,250,685",2.54,9.15,23.07,6.41,3.41%,44.73B
191,Dow Inc.,DOW,0.112262,54.86,0.22,(0.40%),2023-04-06,"5,021,497",6.25,4.86,8.75,11.25,5.12%,38.11B
192,Johnson Controls International plc,JCI,0.111612,56.47,0.77,(1.38%),2023-04-06,"7,828,883",1.83,4.02,30.35,13.84,2.59%,37.78B
193,Hershey Company,HSY,0.111506,256.96,-2.47,(-0.95%),2023-04-06,"986,110",7.96,10.07,32.59,25.77,1.60%,52.70B
194,L3Harris Technologies Inc,LHX,0.10982,196.99,-0.41,(-0.21%),2023-04-06,"942,067",5.46,13.23,36.15,14.92,2.31%,37.21B
195,TransDigm Group Incorporated,TDG,0.109607,727.14,4.52,(0.62%),2023-04-06,"175,877",14.69,26.71,49.18,27.05,-,39.34B
196,American International Group Inc.,AIG,0.108992,51.41,1.17,(2.33%),2023-04-06,"3,438,355",12.79,7.36,3.93,6.83,2.55%,36.64B
197,Charter Communications Inc. Class A,CHTR,0.108776,350.14,-2.99,(-0.85%),2023-04-06,"765,475",30.76,40.19,11.48,8.79,-,58.29B
198,Hilton Worldwide Holdings Inc,HLT,0.108699,140.6,1.11,(0.79%),2023-04-06,"1,294,255",4.54,6.62,30.74,21.08,0.43%,36.27B
199,Yum! Brands Inc.,YUM,0.108503,131.92,-0.03,(-0.02%),2023-04-06,"1,080,540",4.57,5.93,28.88,22.26,1.83%,36.19B
200,Ross Stores Inc.,ROST,0.10828,106.18,-0.28,(-0.26%),2023-04-06,"1,709,010",4.38,5.49,24.29,19.38,1.26%,35.39B
201,IQVIA Holdings Inc,IQV,0.1069,195.53,-1.56,(-0.79%),2023-04-06,"632,521",5.72,12.04,34.46,16.36,-,35.96B
202,Aflac Incorporated,AFL,0.106488,64.15,-0.31,(-0.48%),2023-04-06,"2,355,670",6.56,6.04,9.82,10.67,2.61%,39.29B
203,Nucor Corporation,NUE,0.106157,145.93,2.46,(1.71%),2023-04-06,"2,291,266",29.05,11.78,4.94,12.17,1.42%,35.42B
204,Williams Companies Inc.,WMB,0.106138,29.61,-0.33,(-1.10%),2023-04-06,"6,627,891",1.67,1.75,17.90,17.06,5.98%,35.93B
205,Illumina Inc.,ILMN,0.106045,230.49,-0.43,(-0.19%),2023-04-06,"1,035,423",-28.06,3.12,-,73.89,-,35.34B
206,Centene Corporation,CNC,0.10597,66.62,0.83,(1.26%),2023-04-06,"3,807,035",2.03,7.16,32.36,9.19,-,36.76B
207,Capital One Financial Corp,COF,0.105935,95.51,0.67,(0.70%),2023-04-06,"2,044,809",17.82,15.22,5.32,6.23,2.53%,35.52B
208,Simon Property Group Inc.,SPG,0.105132,109.49,-0.46,(-0.41%),2023-04-06,"1,145,074",6.52,6.12,16.87,17.97,6.55%,34.51B
209,Constellation Brands Inc. Class A,STZ,0.104914,225.81,4.37,(1.97%),2023-04-06,"2,025,486",0.34,11.70,655.15,18.93,1.45%,40.68B
210,PACCAR Inc,PCAR,0.104308,68.49,0.01,(0.01%),2023-04-06,"2,487,622",5.17,5.62,13.24,12.18,1.46%,35.30B
211,Carrier Global Corp.,CARR,0.103113,42.63,0.53,(1.26%),2023-04-06,"4,861,774",4.09,2.84,10.29,14.83,1.76%,34.64B
212,Kinder Morgan Inc Class P,KMI,0.102159,17.67,-0.05,(-0.25%),2023-04-06,"7,977,345",1.12,1.18,15.78,15.03,6.27%,39.33B
213,Consolidated Edison Inc.,ED,0.102075,97.9,-0.61,(-0.62%),2023-04-06,"1,578,568",4.67,5.20,21.10,18.95,3.29%,34.63B
214,Devon Energy Corporation,DVN,0.101984,52.91,-0.62,(-1.16%),2023-04-06,"6,231,859",9.12,7.11,5.87,7.53,9.45%,34.48B
215,Paychex Inc.,PAYX,0.101924,109.0,0.17,(0.16%),2023-04-06,"2,090,085",4.15,4.59,26.24,23.72,2.90%,38.87B
216,Mettler-Toledo International Inc.,MTD,0.099529,1389.9,-140.0,(-9.15%),2023-04-06,"96,402",38.46,49.02,39.77,31.21,-,33.09B
217,Welltower Inc.,WELL,0.097354,71.13,0.57,(0.80%),2023-04-06,"1,858,216",0.28,1.11,255.65,63.34,3.46%,34.26B
218,Otis Worldwide Corporation,OTIS,0.096972,78.45,-0.94,(-1.18%),2023-04-06,"1,826,229",2.96,3.83,26.80,20.76,1.46%,32.44B
219,Electronic Arts Inc.,EA,0.096966,124.47,-1.69,(-1.34%),2023-04-06,"1,990,974",3.71,6.55,34.05,19.25,0.60%,34.21B
220,ON Semiconductor Corporation,ON,0.096468,75.38,-1.17,(-1.52%),2023-04-06,"3,526,252",4.25,5.15,18.01,14.87,-,32.87B
221,Bank of New York Mellon Corp,BK,0.096024,45.14,0.26,(0.57%),2023-04-06,"3,207,341",2.90,5.38,15.48,8.33,3.30%,35.46B
222,Warner Bros. Discovery Inc. Series A,WBD,0.095585,15.1,0.31,(2.10%),2023-04-06,"21,818,830",-2.62,0.94,-,15.65,-,35.35B
223,PPG Industries Inc.,PPG,0.095016,137.53,-1.42,(-1.03%),2023-04-06,"1,461,668",4.34,7.76,32.05,17.90,1.78%,31.78B
224,ResMed Inc.,RMD,0.094592,221.79,0.64,(0.29%),2023-04-06,"368,730",5.50,7.29,40.20,30.33,0.80%,32.04B
225,VICI Properties Inc,VICI,0.094284,32.17,0.05,(0.17%),2023-04-06,"4,631,421",1.25,2.45,25.63,13.12,4.86%,31.45B
226,DuPont de Nemours Inc.,DD,0.094269,69.51,-0.85,(-1.21%),2023-04-06,"2,888,356",2.01,4.38,34.97,16.07,2.05%,31.74B
227,Copart Inc.,CPRT,0.093443,74.95,0.27,(0.36%),2023-04-06,"1,632,222",2.25,2.63,33.27,28.42,-,34.77B
228,Fidelity National Information Services Inc.,FIS,0.093076,55.77,2.05,(3.81%),2023-04-06,"5,721,394",-28.27,6.46,-,8.32,3.87%,30.53B
229,Ameriprise Financial Inc.,AMP,0.092734,306.03,7.54,(2.53%),2023-04-06,"430,745",22.45,33.11,13.30,9.02,1.68%,30.78B
230,Public Service Enterprise Group Inc,PEG,0.092046,63.45,0.28,(0.44%),2023-04-06,"3,869,136",2.06,3.70,30.68,17.05,3.61%,31.21B
231,Kroger Co.,KR,0.09143,48.17,0.11,(0.24%),2023-04-06,"4,393,025",3.06,4.50,15.72,10.67,2.16%,34.26B
232,Dollar Tree Inc.,DLTR,0.091337,149.0,0.3,(0.20%),2023-04-06,"1,404,554",7.20,7.93,20.64,18.76,-,32.27B
233,Rockwell Automation Inc.,ROK,0.091331,273.17,0.0,(0.00%),2023-04-06,"551,776",9.23,12.31,29.60,22.18,1.73%,30.72B
234,Cognizant Technology Solutions Corporation Class A,CTSH,0.091301,60.46,-0.2,(-0.33%),2023-04-06,"3,211,884",4.42,4.88,13.74,12.44,1.91%,30.33B
235,AMETEK Inc.,AME,0.091121,135.22,-0.46,(-0.34%),2023-04-06,"1,175,826",5.01,6.43,27.09,21.10,0.74%,30.70B
236,Cummins Inc.,CMI,0.091059,221.2,0.85,(0.39%),2023-04-06,"861,179",15.12,19.22,14.58,11.47,2.85%,30.56B
237,WEC Energy Group Inc,WEC,0.090569,98.08,-0.26,(-0.26%),2023-04-06,"1,250,562",4.45,4.90,22.08,20.07,3.17%,30.91B
238,Kraft Heinz Company,KHC,0.090421,39.24,0.22,(0.56%),2023-04-06,"4,977,232",1.91,2.86,20.39,13.64,4.10%,48.09B
239,Prudential Financial Inc.,PRU,0.089006,83.48,0.64,(0.77%),2023-04-06,"1,921,023",-3.94,12.93,-,6.41,6.04%,30.04B
240,D.R. Horton Inc.,DHI,0.088996,95.61,-1.78,(-1.83%),2023-04-06,"3,569,568",16.13,9.41,6.04,10.35,1.03%,32.60B
241,Allstate Corporation,ALL,0.088957,118.18,3.3,(2.87%),2023-04-06,"1,414,450",-5.33,13.25,-,8.67,3.10%,29.78B
242,Halliburton Company,HAL,0.087659,32.91,-0.15,(-0.45%),2023-04-06,"5,829,425",1.73,3.64,19.12,9.09,1.94%,29.34B
243,Keurig Dr Pepper Inc.,KDP,0.087495,35.61,0.21,(0.59%),2023-04-06,"8,511,623",1.01,1.92,35.12,18.43,2.26%,49.58B
244,Verisk Analytics Inc,VRSK,0.087449,189.62,-1.84,(-0.96%),2023-04-06,"859,022",6.52,6.38,29.37,30.03,0.71%,29.48B
245,ONEOK Inc.,OKE,0.086121,66.11,0.12,(0.19%),2023-04-06,"2,031,341",3.84,4.85,17.19,13.60,5.79%,29.04B
246,Fastenal Company,FAST,0.085994,51.32,-0.19,(-0.37%),2023-04-06,"3,076,465",1.89,2.12,27.28,24.27,2.72%,28.80B
247,GE Healthcare Technologies Inc.,GEHC,0.085993,80.27,-0.85,(-1.05%),2023-04-06,"1,356,654",4.18,4.33,19.40,18.73,-,36.87B
248,Old Dominion Freight Line Inc.,ODFL,0.085957,320.6,-4.37,(-1.34%),2023-04-06,"488,997",12.18,13.31,26.67,24.42,0.49%,35.00B
249,W.W. Grainger Inc.,GWW,0.085136,687.65,41.4,(6.41%),2023-04-06,"318,621",30.28,36.37,21.34,17.77,1.06%,31.56B
250,Baker Hughes Company Class A,BKR,0.084902,28.5,-0.54,(-1.85%),2023-04-06,"4,583,139",-0.60,2.07,-,14.06,2.62%,29.25B
251,American Water Works Company Inc.,AWK,0.084772,150.04,-0.17,(-0.12%),2023-04-06,"1,059,256",4.50,5.14,33.34,29.22,1.74%,29.12B
252,Aptiv PLC,APTV,0.08268,103.07,-1.43,(-1.36%),2023-04-06,"1,648,413",1.96,6.27,53.40,16.66,-,27.75B
253,ANSYS Inc.,ANSS,0.082362,322.0,-1.31,(-0.40%),2023-04-06,"421,756",5.99,9.58,54.00,33.76,-,27.50B
254,Eversource Energy,ES,0.08202,81.2,0.68,(0.84%),2023-04-06,"1,175,874",4.05,4.67,19.90,17.24,3.35%,28.02B
255,Keysight Technologies Inc,KEYS,0.081677,155.49,-0.47,(-0.30%),2023-04-06,"869,656",6.37,8.53,24.50,18.29,-,27.20B
256,SBA Communications Corp. Class A,SBAC,0.081533,262.03,3.82,(1.48%),2023-04-06,"336,375",4.22,5.86,61.23,44.04,1.32%,27.48B
257,Republic Services Inc.,RSG,0.08082,134.19,-1.04,(-0.77%),2023-04-06,"919,824",4.69,5.79,28.82,23.38,1.46%,42.62B
258,Edison International,EIX,0.080574,71.99,-0.27,(-0.38%),2023-04-06,"1,349,796",1.59,5.13,45.36,14.07,4.08%,27.42B
259,CoStar Group Inc.,CSGP,0.080453,68.38,0.63,(0.93%),2023-04-06,"2,071,033",0.93,1.39,73.09,48.71,-,27.28B
260,Global Payments Inc.,GPN,0.079962,105.73,1.8,(1.73%),2023-04-06,"1,567,057",0.43,11.78,238.92,8.82,0.96%,26.88B
261,Ulta Beauty Inc.,ULTA,0.079856,521.34,-12.8,(-2.39%),2023-04-06,"735,764",24.01,27.21,22.24,19.63,-,26.35B
262,AmerisourceBergen Corporation,ABC,0.079153,166.31,-1.05,(-0.63%),2023-04-06,"857,767",8.24,12.60,20.32,13.28,1.16%,33.69B
263,Zimmer Biomet Holdings Inc.,ZBH,0.078788,129.13,0.54,(0.42%),2023-04-06,"780,982",1.38,7.57,93.25,16.99,0.75%,26.50B
264,PG&E Corporation,PCG,0.077566,16.53,0.03,(0.15%),2023-04-06,"12,841,084",0.84,1.34,19.57,12.28,-,39.99B
265,Lennar Corporation Class A,LEN,0.077172,102.56,-1.47,(-1.41%),2023-04-06,"1,684,035",12.98,10.69,8.02,9.73,1.44%,28.71B
266,State Street Corporation,STT,0.077158,77.85,2.26,(3.00%),2023-04-06,"2,163,765",7.19,9.46,10.51,7.99,3.33%,25.80B
267,Enphase Energy Inc.,ENPH,0.076986,190.68,-2.99,(-1.54%),2023-04-06,"2,897,793",2.74,7.34,70.73,26.39,-,25.70B
268,Diamondback Energy Inc.,FANG,0.076846,140.9,-2.08,(-1.45%),2023-04-06,"1,681,600",24.74,22.59,5.78,6.33,6.69%,25.89B
269,Corning Inc,GLW,0.076272,34.09,-0.17,(-0.50%),2023-04-06,"3,104,698",1.54,2.49,22.29,13.74,3.27%,28.65B
270,Discover Financial Services,DFS,0.076055,98.16,0.76,(0.78%),2023-04-06,"1,769,989",15.45,13.98,6.30,6.97,2.46%,25.08B
271,Tractor Supply Company,TSCO,0.075738,236.28,1.75,(0.75%),2023-04-06,"983,459",9.71,11.58,24.14,20.25,1.76%,25.26B
272,Walgreens Boots Alliance Inc.,WBA,0.075704,35.75,-0.38,(-1.04%),2023-04-06,"5,631,480",-3.64,4.81,-,7.52,5.32%,31.21B
273,Digital Realty Trust Inc.,DLR,0.075426,89.75,-0.46,(-0.51%),2023-04-06,"2,686,011",1.15,1.27,78.31,71.09,5.41%,24.98B
274,West Pharmaceutical Services Inc.,WST,0.075077,346.43,-0.33,(-0.10%),2023-04-06,"462,143",7.66,8.45,45.29,41.06,0.22%,25.34B
275,Willis Towers Watson Public Limited Company,WTW,0.074591,237.36,1.3,(0.55%),2023-04-06,"396,251",9.48,17.21,24.91,13.71,1.42%,24.79B
276,CDW Corporation,CDW,0.074427,185.77,-2.2,(-1.17%),2023-04-06,"545,168",8.14,11.39,23.10,16.50,1.26%,24.86B
277,HP Inc.,HPQ,0.074339,29.24,-0.18,(-0.60%),2023-04-06,"3,965,111",2.51,3.59,11.72,8.20,3.57%,28.53B
278,Arch Capital Group Ltd.,ACGL,0.074078,69.47,0.88,(1.28%),2023-04-06,"1,979,161",3.81,6.72,18.01,10.20,-,25.55B
279,Constellation Energy Corporation,CEG,0.07303,76.93,0.43,(0.56%),2023-04-06,"1,222,974",-0.46,5.14,-,14.89,1.47%,24.52B
280,Gartner Inc.,IT,0.07208,313.52,0.36,(0.12%),2023-04-06,"477,832",9.98,10.94,31.37,28.63,-,24.30B
281,T. Rowe Price Group,TROW,0.071903,110.05,0.46,(0.42%),2023-04-06,"978,780",6.69,7.20,16.39,15.23,4.45%,24.05B
282,Equifax Inc.,EFX,0.071282,110.88,-88.5,(-44.39%),2023-04-06,"791,730",5.64,9.10,35.33,21.90,0.78%,24.19B
283,United Rentals Inc.,URI,0.071072,354.2,2.93,(0.83%),2023-04-06,"1,494,208",29.75,44.14,11.81,7.96,1.69%,23.78B
284,LyondellBasell Industries NV,LYB,0.069797,94.33,0.06,(0.06%),2023-04-06,"1,800,215",11.89,10.64,7.93,8.86,5.05%,30.41B
285,eBay Inc.,EBAY,0.069475,43.5,-0.35,(-0.80%),2023-04-06,"3,629,503",-2.14,4.53,-,9.68,2.28%,23.30B
286,AvalonBay Communities Inc.,AVB,0.067949,167.59,1.27,(0.76%),2023-04-06,"544,582",8.11,5.54,20.52,30.02,3.97%,22.61B
287,Ameren Corporation,AEE,0.067383,89.54,0.27,(0.30%),2023-04-06,"1,543,765",4.14,4.68,21.57,19.07,2.82%,23.45B
288,Albemarle Corporation,ALB,0.067276,194.15,-2.56,(-1.30%),2023-04-06,"2,013,832",22.82,28.91,8.62,6.80,0.81%,23.22B
289,International Flavors & Fragrances Inc.,IFF,0.067233,90.52,0.2,(0.22%),2023-04-06,"1,470,930",-7.33,5.67,-,15.94,3.59%,22.68B
290,Align Technology Inc.,ALGN,0.067136,323.0,5.98,(1.89%),2023-04-06,"612,972",4.60,9.76,68.93,32.48,-,22.67B
291,Genuine Parts Company,GPC,0.066946,163.04,0.88,(0.54%),2023-04-06,"859,799",8.31,9.60,19.51,16.89,2.34%,22.43B
292,Quanta Services Inc.,PWR,0.066833,159.09,-0.83,(-0.52%),2023-04-06,"679,275",3.32,8.06,48.14,19.83,0.20%,23.01B
293,Fortive Corp.,FTV,0.066829,54.13,-10.6,(-16.35%),2023-04-06,"1,617,312",2.10,3.66,30.87,17.68,0.43%,22.58B
294,Entergy Corporation,ETR,0.065802,110.93,0.36,(0.33%),2023-04-06,"917,114",5.38,7.19,20.53,15.37,3.87%,23.28B
295,FirstEnergy Corp.,FE,0.065716,41.48,-0.14,(-0.32%),2023-04-06,"3,634,967",0.71,2.68,58.69,15.54,3.75%,23.55B
296,Ingersoll Rand Inc.,IR,0.065004,54.73,-0.17,(-0.30%),2023-04-06,"1,887,441",1.44,2.82,38.17,19.48,0.15%,21.90B
297,CBRE Group Inc. Class A,CBRE,0.064646,70.29,0.21,(0.30%),2023-04-06,"1,432,389",4.27,5.83,16.41,12.03,-,21.13B
298,Hartford Financial Services Group Inc.,HIG,0.064316,70.43,1.18,(1.70%),2023-04-06,"1,245,918",5.45,9.68,12.70,7.15,2.45%,21.43B
299,Insulet Corporation,PODD,0.064298,317.91,2.02,(0.64%),2023-04-06,"391,003",0.06,2.08,5640.89,152.16,-,21.82B
300,Church & Dwight Co. Inc.,CHD,0.063983,90.03,0.32,(0.36%),2023-04-06,"1,264,739",1.68,3.28,53.43,27.33,1.22%,21.51B
301,Weyerhaeuser Company,WY,0.06392,29.82,0.24,(0.82%),2023-04-06,"2,918,726",2.52,1.18,11.74,24.98,2.57%,21.03B
302,Vulcan Materials Company,VMC,0.063671,167.9,3.84,(2.34%),2023-04-06,"876,802",4.45,7.30,36.88,22.46,1.05%,21.65B
303,DTE Energy Company,DTE,0.063537,113.66,1.53,(1.37%),2023-04-06,"1,753,915",5.51,6.69,20.34,16.76,3.40%,22.93B
304,Delta Air Lines Inc.,DAL,0.06275,33.68,0.22,(0.64%),2023-04-06,"6,281,425",2.05,6.90,16.33,4.85,-,20.96B
305,Extra Space Storage Inc.,EXR,0.062675,160.01,-0.02,(-0.01%),2023-04-06,"2,202,448",6.41,6.34,24.97,25.22,4.05%,21.06B
306,McCormick & Company Incorporated,MKC,0.062426,84.31,-1.0,(-1.17%),2023-04-06,"1,188,065",2.47,2.88,34.58,29.61,1.83%,22.26B
307,Baxter International Inc.,BAX,0.062374,42.13,-0.14,(-0.32%),2023-04-06,"4,393,600",-4.83,3.29,-,12.84,2.74%,21.23B
308,Monolithic Power Systems Inc.,MPWR,0.061942,472.83,-0.5,(-0.10%),2023-04-06,"299,024",9.05,15.66,52.31,30.22,0.85%,22.27B
309,Martin Marietta Materials Inc.,MLM,0.061204,338.23,1.17,(0.35%),2023-04-06,"287,087",13.70,17.19,24.60,19.61,0.78%,20.67B
310,Cardinal Health Inc.,CAH,0.060792,79.24,-0.19,(-0.23%),2023-04-06,"1,855,285",-4.65,6.34,-,12.52,2.50%,20.42B
311,PPL Corporation,PPL,0.060719,28.53,0.15,(0.51%),2023-04-06,"4,524,926",0.97,1.71,29.29,16.65,3.38%,20.73B
312,Laboratory Corporation of America Holdings,LH,0.06054,230.78,-3.23,(-1.38%),2023-04-06,"423,244",13.84,19.00,16.91,12.31,1.23%,20.28B
313,Hewlett Packard Enterprise Co.,HPE,0.059914,15.86,-0.05,(-0.31%),2023-04-06,"6,339,030",0.64,2.15,24.74,7.41,3.02%,20.35B
314,Hologic Inc.,HOLX,0.059853,82.86,0.77,(0.94%),2023-04-06,"1,214,695",3.92,4.05,20.94,20.25,-,20.19B
315,Teledyne Technologies Incorporated,TDY,0.05945,433.69,-0.05,(-0.01%),2023-04-06,"321,918",16.53,20.82,26.24,20.83,-,19.98B
316,Equity Residential,EQR,0.059376,60.07,0.46,(0.77%),2023-04-06,"1,054,552",2.07,1.71,28.82,34.96,4.45%,22.02B
317,Coterra Energy Inc.,CTRA,0.058774,24.92,-0.49,(-1.91%),2023-04-06,"5,165,606",5.08,3.13,5.00,8.12,9.84%,19.12B
318,Dover Corporation,DOV,0.058544,141.53,-1.36,(-0.95%),2023-04-06,"945,533",7.27,9.78,19.67,14.61,1.41%,19.47B
319,First Solar Inc.,FSLR,0.058363,204.17,2.56,(1.27%),2023-04-06,"1,483,505",-0.42,12.81,-,15.73,-,21.08B
320,M&T Bank Corporation,MTB,0.058129,117.84,0.43,(0.37%),2023-04-06,"1,473,262",10.98,18.07,10.69,6.50,4.43%,19.73B
321,VeriSign Inc.,VRSN,0.057695,213.14,0.7,(0.33%),2023-04-06,"256,979",6.24,8.16,34.03,26.03,-,21.73B
322,Alexandria Real Estate Equities Inc.,ARE,0.056962,124.29,0.63,(0.51%),2023-04-06,"603,737",3.17,3.61,38.98,34.26,3.91%,21.13B
323,Clorox Company,CLX,0.056866,157.63,0.21,(0.13%),2023-04-06,"679,491",3.51,5.38,44.84,29.27,3.00%,18.98B
324,Take-Two Interactive Software Inc.,TTWO,0.056101,119.65,-1.33,(-1.10%),2023-04-06,"1,512,661",-2.26,5.24,-,23.08,-,19.94B
325,CenterPoint Energy Inc.,CNP,0.055952,30.69,0.3,(0.97%),2023-04-06,"4,792,113",1.60,1.62,19.03,18.81,2.50%,19.06B
326,Omnicom Group Inc,OMC,0.055771,93.03,-0.62,(-0.67%),2023-04-06,"1,294,264",6.37,7.75,14.69,12.08,2.99%,18.54B
327,STERIS Plc,STE,0.055692,193.0,0.75,(0.39%),2023-04-06,"241,208",-0.29,8.78,-,21.89,0.98%,18.84B
328,Southwest Airlines Co.,LUV,0.054752,31.59,0.01,(0.02%),2023-04-06,"2,978,921",0.79,3.84,39.97,8.23,2.28%,18.35B
329,Darden Restaurants Inc.,DRI,0.054595,149.66,-3.4,(-2.22%),2023-04-06,"1,282,212",7.67,8.79,19.96,17.42,3.16%,18.47B
330,Las Vegas Sands Corp.,LVS,0.054051,57.0,0.45,(0.80%),2023-04-06,"2,818,152",-1.40,2.75,-,20.55,-,41.78B
331,Cooper Companies Inc.,COO,0.053928,372.18,-1.42,(-0.38%),2023-04-06,"286,355",7.55,14.37,49.46,25.99,0.02%,18.19B
332,Nasdaq Inc.,NDAQ,0.053811,54.63,0.07,(0.13%),2023-04-06,"2,440,145",2.26,2.92,24.12,18.67,1.47%,26.37B
333,Northern Trust Corporation,NTRS,0.053361,87.29,-0.26,(-0.29%),2023-04-06,"1,989,629",6.14,7.50,14.26,11.66,3.43%,17.90B
334,Conagra Brands Inc.,CAG,0.052971,38.6,0.33,(0.86%),2023-04-06,"4,634,284",1.42,2.81,27.05,13.60,3.45%,18.16B
335,CMS Energy Corporation,CMS,0.052914,62.26,0.14,(0.23%),2023-04-06,"1,855,847",2.61,3.35,23.76,18.57,3.14%,18.06B
336,Xylem Inc.,XYL,0.052862,100.23,-0.04,(-0.04%),2023-04-06,"1,260,002",1.96,3.63,51.13,27.64,1.32%,17.68B
337,Waters Corporation,WAT,0.052724,300.71,-1.95,(-0.64%),2023-04-06,"307,358",11.74,14.13,25.77,21.42,-,17.55B
338,Invitation Homes Inc.,INVH,0.052636,31.34,0.13,(0.40%),2023-04-06,"1,928,502",0.63,0.75,49.86,41.72,3.33%,18.76B
339,Skyworks Solutions Inc.,SWKS,0.052458,111.31,-1.17,(-1.04%),2023-04-06,"1,249,528",7.33,10.80,15.36,10.41,2.20%,17.80B
340,Fifth Third Bancorp,FITB,0.051651,26.17,0.4,(1.53%),2023-04-06,"8,321,041",3.35,3.92,7.69,6.57,5.12%,17.28B
341,Cincinnati Financial Corporation,CINF,0.051534,114.57,3.29,(2.96%),2023-04-06,"575,769",-2.97,5.99,-,18.59,2.70%,17.22B
342,Westinghouse Air Brake Technologies Corporation,WAB,0.051114,96.26,-0.32,(-0.33%),2023-04-06,"488,824",3.46,5.98,27.88,16.14,0.70%,17.10B
343,Tyson Foods Inc. Class A,TSN,0.050961,59.57,-0.39,(-0.65%),2023-04-06,"1,897,407",6.73,5.47,8.91,10.96,3.20%,20.96B
344,Kellogg Company,K,0.050846,67.84,-0.2,(-0.29%),2023-04-06,"1,559,581",2.81,4.25,24.24,16.01,3.47%,23.21B
345,Raymond James Financial Inc.,RJF,0.050614,91.76,1.98,(2.20%),2023-04-06,"1,333,300",7.18,10.46,12.50,8.59,1.87%,19.11B
346,Mid-America Apartment Communities Inc.,MAA,0.050385,150.27,1.08,(0.72%),2023-04-06,"390,037",5.48,4.87,27.21,30.62,3.75%,17.10B
347,Regions Financial Corporation,RF,0.050103,18.51,0.22,(1.20%),2023-04-06,"6,509,220",2.28,2.50,8.03,7.30,4.37%,16.88B
348,Steel Dynamics Inc.,STLD,0.050026,102.33,-0.89,(-0.86%),2023-04-06,"1,669,068",20.80,8.43,4.96,12.25,1.65%,17.44B
349,Fair Isaac Corporation,FICO,0.049775,674.94,-1.68,(-0.25%),2023-04-06,"127,596",14.95,22.80,45.26,29.67,-,16.87B
350,Amcor PLC,AMCR,0.049505,11.22,-0.09,(-0.76%),2023-04-06,"9,398,239",0.71,0.82,15.88,13.86,4.33%,16.45B
351,Targa Resources Corp.,TRGP,0.04947,74.91,-0.37,(-0.49%),2023-04-06,"1,027,576",3.89,6.66,19.37,11.31,1.86%,16.75B
352,PerkinElmer Inc.,PKI,0.049267,133.53,0.17,(0.13%),2023-04-06,"600,143",4.05,6.17,32.91,21.63,0.21%,16.57B
353,J.M. Smucker Company,SJM,0.049115,156.56,-0.73,(-0.46%),2023-04-06,"796,398",6.66,9.48,23.63,16.59,2.59%,16.79B
354,Ventas Inc.,VTR,0.049097,42.62,0.65,(1.55%),2023-04-06,"1,774,556",-0.12,0.09,-,461.21,4.29%,17.22B
355,Expeditors International of Washington Inc.,EXPD,0.049082,105.32,-0.31,(-0.30%),2023-04-06,"1,280,047",8.23,5.12,12.83,20.61,1.27%,15.86B
356,NVR Inc.,NVR,0.048706,5415.31,-128.0,(-2.30%),2023-04-06,"18,916",492.33,363.32,11.26,15.26,-,17.52B
357,Ball Corporation,BALL,0.048627,52.62,-0.56,(-1.05%),2023-04-06,"1,931,143",2.23,3.56,23.85,14.95,1.50%,16.47B
358,Principal Financial Group Inc.,PFG,0.048543,75.18,2.11,(2.88%),2023-04-06,"1,363,678",18.82,7.52,3.88,9.71,3.50%,17.72B
359,Broadridge Financial Solutions Inc.,BR,0.0484,141.16,0.28,(0.20%),2023-04-06,"784,934",4.49,7.53,31.38,18.70,2.06%,16.42B
360,Atmos Energy Corporation,ATO,0.048084,115.34,0.5,(0.44%),2023-04-06,"811,933",5.65,6.41,20.33,17.92,2.58%,16.38B
361,Molina Healthcare Inc.,MOH,0.048026,285.56,1.65,(0.58%),2023-04-06,"583,127",13.54,22.99,20.96,12.35,-,16.45B
362,IDEX Corporation,IEX,0.047708,217.31,-0.53,(-0.25%),2023-04-06,"263,088",7.72,9.17,28.21,23.75,1.10%,16.16B
363,Quest Diagnostics Incorporated,DGX,0.04766,142.71,-0.6,(-0.42%),2023-04-06,"886,206",7.91,9.21,18.11,15.57,1.98%,15.71B
